form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00354605,0012547,,,ORG,Merchant BankCD,,,,,,3901 Centerview Dr #W,,Chantilly,VA,20151,P2024,,2023-07-03,43.20,,Credit Card Processing,001,,,,,,,,,,,,,,,,,,,
SB21B,C00354605,0012548,,,ORG,BankCard Center,,,,,,PO Box 8339,,Spring,TX,773878339,P2024,,2023-07-03,56.73,,Credit Card Processing,001,,,,,,,,,,,,,,,,,,,
SB21B,C00354605,0012549,,,ORG,MobiPledge,,,,,,691Marietta Rd,,Canton,GA,30114,P2024,,2023-07-06,21.40,,Credit Card Processing,001,,,,,,,,,,,,,,,,,,,
SB21B,C00354605,0012552,,,ORG,BankCard Center,,,,,,PO Box 8339,,Spring,TX,773878339,P2024,,2023-08-02,51.57,,Credit Card Processing,001,,,,,,,,,,,,,,,,,,,
SB21B,C00354605,0012554,,,ORG,Merchant BankCD,,,,,,3901 Centerview Dr #W,,Chantilly,VA,20151,P2024,,2023-08-03,43.20,,Credit Card Processing,001,,,,,,,,,,,,,,,,,,,
SB21B,C00354605,0012555,,,ORG,MobiPledge,,,,,,691Marietta Rd,,Canton,GA,30114,P2024,,2023-08-08,20.90,,Credit Card Processing,001,,,,,,,,,,,,,,,,,,,
SB21B,C00354605,0012558,,,ORG,BankCard Center,,,,,,PO Box 8339,,Spring,TX,773878339,P2024,,2023-09-05,73.11,,Credit Card Processing,001,,,,,,,,,,,,,,,,,,,
SB21B,C00354605,0012559,,,ORG,Merchant BankCD,,,,,,3901 Centerview Dr #W,,Chantilly,VA,20151,P2024,,2023-09-05,43.20,,Credit Card Processing,001,,,,,,,,,,,,,,,,,,,
SB21B,C00354605,0012560,,,ORG,MobiPledge,,,,,,691Marietta Rd,,Canton,GA,30114,P2024,,2023-09-06,21.90,,Credit Card Processing,001,,,,,,,,,,,,,,,,,,,
SB21B,C00354605,0012563,,,ORG,BankCard Center,,,,,,PO Box 8339,,Spring,TX,773878339,P2024,,2023-10-02,53.39,,Credit Card Processing,001,,,,,,,,,,,,,,,,,,,
SB21B,C00354605,0012564,,,ORG,Merchant BankCD,,,,,,3901 Centerview Dr #W,,Chantilly,VA,20151,P2024,,2023-10-03,43.20,,Credit Card Processing,001,,,,,,,,,,,,,,,,,,,
SB21B,C00354605,0012565,,,ORG,MobiPledge,,,,,,691Marietta Rd,,Canton,GA,30114,P2024,,2023-10-05,20.65,,Credit Card Processing,001,,,,,,,,,,,,,,,,,,,
SB21B,C00354605,0012567,,,ORG,BankCard Center,,,,,,PO Box 8339,,Spring,TX,773878339,P2024,,2023-11-02,51.58,,Credit Card Processing,001,,,,,,,,,,,,,,,,,,,
SB21B,C00354605,0012569,,,ORG,Merchant BankCD,,,,,,3901 Centerview Dr #W,,Chantilly,VA,20151,P2024,,2023-11-03,43.20,,Credit Card Processing,001,,,,,,,,,,,,,,,,,,,
SB21B,C00354605,0012570,,,ORG,MobiPledge,,,,,,691Marietta Rd,,Canton,GA,30114,P2024,,2023-11-07,20.65,,Credit Card Processing,001,,,,,,,,,,,,,,,,,,,
SB21B,C00354605,0012674,,,ORG,BankCard Center,,,,,,PO Box 8339,,Spring,TX,773878339,P2024,,2023-12-04,159.19,,Credit Card Processing,001,,,,,,,,,,,,,,,,,,,
SB21B,C00354605,0012675,,,ORG,Merchant BankCD,,,,,,3901 Centerview Dr #W,,Chantilly,VA,20151,P2024,,2023-12-04,39.95,,Credit Card Processing,001,,,,,,,,,,,,,,,,,,,
SB21B,C00354605,0012676,,,ORG,Merchant BankCD,,,,,,3901 Centerview Dr #W,,Chantilly,VA,20151,P2024,,2023-12-05,3.25,,Credit Card Processing,001,,,,,,,,,,,,,,,,,,,
SB21B,C00354605,0012677,,,ORG,MobiPledge,,,,,,691Marietta Rd,,Canton,GA,30114,P2024,,2023-12-05,29.90,,Credit Card Processing,001,,,,,,,,,,,,,,,,,,,
SB21B,C00354605,0012683,,,ORG,MobiPledge,,,,,,691Marietta Rd,,Canton,GA,30114,P2024,,2023-12-07,40.00,,Credit Card Processing,001,,,,,,,,,,,,,,,,,,,
