form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00415026,8996,,,CCM,ARMSTRONG FOR CONGRESS,,,,,,1515 BURNT BOAT DRIVE,BOX 112,BISMARCK,ND,58503,P2024,,2023-03-14,1000.00,,Political Contribution,,C00670547,ARMSTRONG FOR CONGRESS,H8ND00096,ARMSTRONG,KELLY,,,,H,ND,,,,,,,,,
SB23,C00415026,8997,,,CCM,ASHLEY HINSON FOR CONGRESS,,,,,,PO BOX 811,,MARION,IA,52302,P2024,,2023-03-14,1000.00,,Political Contribution,,C00706267,ASHLEY HINSON FOR CONGRESS,H0IA01174,ARENHOLZ,ASHLEY,HINSON,,,H,IA,02,,,,,,,,
SB23,C00415026,9001,,,CCM,AUGUST PFLUGER FOR CONGRESS,,,,,,PO BOX 3530,,SAN ANGELO,TX,76902,P2024,,2023-03-14,2500.00,,Political Contribution,,C00719294,AUGUST PFLUGER FOR CONGRESS,H0TX11230,PFLUGER,AUGUST,LEE II,,,H,TX,11,,,,,,,,
SB23,C00415026,8998,,,CCM,BICE FOR CONGRESS,,,,,,PO BOX 21315,,OKLAHOMA CITY,OK,73156,P2024,,2023-03-14,1000.00,,Political Contribution,,C00703843,BICE FOR CONGRESS,H0OK05205,BICE,STEPHANIE,,,,H,OK,05,,,,,,,,
SB23,C00415026,9004,,,CCM,CATHY MCMORRIS RODGERS FOR CONGRESS,,,,,,BOX 137,,SPOKANE,WA,99210,P2024,,2023-03-14,5000.00,,Political Contribution,,C00390476,CATHY MCMORRIS RODGERS FOR CONGRESS,H4WA05077,MCMORRIS RODGERS,CATHY,,,,H,WA,05,,,,,,,,
SB23,C00415026,9002,,,CCM,DR JOHN JOYCE FOR CONGRESS,,,,,,1002 LOGAN BLVD,STE 114 #237,ALTOONA,PA,16602,P2024,,2023-03-14,1000.00,,Political Contribution,,C00674259,DR JOHN JOYCE FOR CONGRESS,H8PA13125,JOYCE,JOHN,,,,H,PA,13,,,,,,,,
SB23,C00415026,9009,,,CCM,HERN FOR CONGRESS,,,,,,9521-B RIVERSIDE PKWY,#350,TULSA,OK,74137,P2024,,2023-03-29,2500.00,,Political Contribution,,C00636092,HERN FOR CONGRESS,H8OK01157,HERN,KEVIN,,,,H,OK,01,,,,,,,,
SB23,C00415026,8999,,,CCM,HUDSON FOR CONGRESS,,,,,,P.O. BOX 1875,,SOUTHERN PINES,NC,28388,P2024,,2023-03-14,2500.00,,Political Contribution,,C00504522,HUDSON FOR CONGRESS,H2NC08185,HUDSON,RICHARD,L. JR.,,,H,NC,09,,,,,,,,
SB23,C00415026,9006,,,CCM,JASON SMITH FOR CONGRESS,,,,,,PO BOX 1324,,CAPE GIRARDEAU,MO,63702,P2024,,2023-03-14,2500.00,,Political Contribution,,C00541862,JASON SMITH FOR CONGRESS,H4MO08162,SMITH,JASON,T,,,H,MO,08,,,,,,,,
SB23,C00415026,9000,,,PAC,MCCARTHY VICTORY FUND,,,,,,PO BOX 30844,,BETHESDA,MD,20824,,,2023-03-14,5000.00,,Political Contribution,,C00541011,MCCARTHY VICTORY FUND,,,,,,,,,,,,,,,,,
SB23,C00415026,9008,,,COM,SCALISE LEADERSHIP FUND,,,,,,320 FIRST STREET SE,,WASHINGTON,DC,20003,,,2023-03-29,5000.00,,Political Contribution,,C00568162,SCALISE LEADERSHIP FUND,,,,,,,,,,,,,,,,,
SB23,C00415026,9003,,,CCM,TEXANS FOR JODEY ARRINGTON,,,,,,P.O. BOX 6687,,LUBBOCK,TX,79493,P2024,,2023-03-14,1000.00,,Political Contribution,,C00588657,TEXANS FOR JODEY ARRINGTON,H6TX19099,ARRINGTON,JODEY,COOK,,,H,TX,19,,,,,,,,
SB23,C00415026,9005,,,CCM,TONY GONZALES FOR CONGRESS,,,,,,14439 NW MILITARY HWY,STE 108-488,SAN ANTONIO,TX,78231,P2024,,2023-03-14,1000.00,,Political Contribution,,C00706614,TONY GONZALES FOR CONGRESS,H0TX35015,GONZALES,ERNEST,ANTHONY TONY II,,,H,TX,23,,,,,,,,
SB23,C00415026,9007,,,CCM,WEBER FOR CONGRESS,,,,,,1701 BENDING STREAM,,FRIENDSWOOD,TX,77546,P2024,,2023-03-14,1000.00,,Political Contribution,,C00502229,WEBER FOR CONGRESS,H2TX14149,WEBER,RANDY,,,,H,TX,14,,,,,,,,
