form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00470765,500316101,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-07-02,19.75,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00470765,500321381,,,ORG,American Express,,,,,,PO Box 1270,,Newark,NJ,071011270,,,2023-08-11,378.00,0.00,Credit Card Payment - Below If Itemized,,,,,,,,,,,,,,,,,,,,
SB21B,C00470765,500321380,500321381,SB21B,ORG,USPS.com,,,,,,475 Lenfant Plz SW,,Washington,DC,202600004,,,2023-08-11,378.00,0.00,Postage,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00470765,500316891,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-07-09,338.54,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00470765,500327684,,,ORG,American Express,,,,,,PO Box 1270,,Newark,NJ,071011270,,,2023-09-12,12907.03,0.00,Credit Card Payment - Below If Itemized,,,,,,,,,,,,,,,,,,,,
SB21B,C00470765,500327681,500327684,SB21B,ORG,Hopworks Brewery,,,,,,2944 SE Powell Blvd,,Portland,OR,972022054,,,2023-09-12,388.96,0.00,Catering,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00470765,500327683,500327684,SB21B,ORG,As Good As It Gets Catering,,,,,,1135 SW Washington St,,Portland,OR,972052313,,,2023-09-12,12424.38,0.00,Catering,,,,,,,,,,,,,,,,,,,X,*
SB21B,C00470765,500321105,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-08-06,136.29,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00470765,500325865,,,CCM,Jeff Merkley for Oregon,,,,,,PO Box 14172,,Portland,OR,972930172,,,2023-10-03,3333.08,0.00,Reimbursement - Facility & Equipment Rental for Event,,C00437277,,,MERKLEY,JEFFREY ALAN,,,,S,OR,00,,,,,,,,
SB21B,C00470765,500325864,500325865,SB21B,ORG,Events Unlimited,,,,,,PO Box 19856,,Portland,OR,972800856,,,2023-10-03,3333.08,0.00,Facility & Equipment Rental for Event,,,,,,,,,,,,,,,,,,,X,*
