form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00859553,500738745,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-11-30,130.75,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00859553,500746845,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-12-15,1.98,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00859553,500746846,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-12-29,0.20,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00859553,500746847,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-12-31,130.35,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00859553,500738744,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,G2024,,2024-11-27,351.70,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00859553,500746844,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2024-11-27,130.50,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00859553,500746849,,,ORG,Campaign Finance Consultants Inc,,,,,,750 1St St NE,Ste 1070,Washington,DC,200028008,,,2024-12-20,25000.00,0.00,Fundraising Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00859553,500746851,,,ORG,Campaign Finance Consultants Inc,,,,,,750 1St St NE,Ste 1070,Washington,DC,200028008,,,2024-12-20,1195.09,0.00,Postage,,,,,,,,,,,,,,,,,,,,
SB21B,C00859553,500738748,,,ORG,"NGP VAN, Inc.",,,,,,655 15Th St NW,Ste 650,Washington,DC,200055738,,,2024-11-29,212.00,0.00,Software Rental,,,,,,,,,,,,,,,,,,,,
SB21B,C00859553,500746853,,,ORG,"NGP VAN, Inc.",,,,,,655 15Th St NW,Ste 650,Washington,DC,200055738,,,2024-12-20,106.00,0.00,Software Rental,,,,,,,,,,,,,,,,,,,,
SB21B,C00859553,500746850,,,ORG,"Rice Consulting, LLC",,,,,,17 W Courtland St,Ste 210,Bel Air,MD,210143737,,,2024-12-20,16000.00,0.00,Fundraising Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00859553,500746852,,,ORG,"Rice Consulting, LLC",,,,,,17 W Courtland St,Ste 210,Bel Air,MD,210143737,,,2024-12-20,718.00,0.00,Postage,,,,,,,,,,,,,,,,,,,,
SB21B,C00859553,500738747,,,ORG,Von Nida Consulting LLC,,,,,,1349 Jefferson Ave,Apt 3,Brooklyn,NY,112215312,G2024,,2024-12-04,7500.00,0.00,Fundraising Consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00859553,500746848,,,ORG,Von Nida Consulting LLC,,,,,,1349 Jefferson Ave,Apt 3,Brooklyn,NY,112215312,G2024,,2024-12-20,2488.65,0.00,Fundraising Consulting,,,,,,,,,,,,,,,,,,,,
