form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00429001,B857529,,,PTY,House Republican Campaign Cmte,,,,,,101 West Ohio Street Suite 2200,,Indianapolis,IN,46204,O2023,Not Applicable,2023-10-17,2500.00,,State Party Cmte,011,,,,,,,,,,, ,,,,,,,,
SB29,C00429001,B857516,,,PAC,SENATE MAJORITY CAMPAIGN COMMITTEE (SMCC),,,,,,PO Box 2182,,Indianapolis,IN,46206,O2023,Not Applicable,2023-10-17,2500.00,,Non-Federal PAC,011,,,,,,,,,,, ,,,,,,,,
SB29,C00429001,B857527,,,CCM,Vote Baldwin,,,,,,11360 Hanbury Manor Boulevard,,Noblesville,IN,46060,P2024,,2023-10-17,1000.00,,P-2024 State Senate 20 IN,011,,,,Baldwin,Scott,,,,S,IN,20,,,,,,,,
SB29,C00429001,B857509,,,CCM,Rodric D. Bray for State Senate,,,,,,489 N. Jefferson Street,,Martinsville,IN,46151,P2024,,2023-10-17,1500.00,,P-2024 State Senate 37 IN,011,,,,Bray,Rodric,D,,,S,IN,37,,,,,,,,
SB29,C00429001,B857510,,,CCM,Brian Buchanan for State Senate,,,,,,6377 N Caldwell Rd,,Lebanon,IN,46052,P2024,,2023-10-17,500.00,,P-2024 State Senate 07 IN,011,,,,Buchanan,Brian,,,,S,IN,07,,,,,,,,
SB29,C00429001,B857517,,,CCM,VoteCarbaugh.com,,,,,,10315 Dawson's Creek Blvd. Ste. H,,Fort Wayne,IN,46818,P2024,,2023-10-17,500.00,,P-2024 State House 81 IN,011,,,,Carbaugh,Martin,,,,H,IN,81,,,,,,,,
SB29,C00429001,B857530,,,CCM,Friends of Michelle Davis,,,,,,P.O. Box 882,,Greenwood,IN,46142,P2024,,2023-10-17,500.00,,P-2024 State House 58 IN,011,,,,Davis,Michelle,,,,H,IN,58,,,,,,,,
SB29,C00429001,B857511,,,CCM,Spencer Deery for Indiana,,,,,,P.O. Box 2323,,West Lafayette,IN,47996,P2026,,2023-10-17,500.00,,P-2026 State Senate 23 IN,011,,,,Deery,Spencer,,,,S,IN,23,,,,,,,,
SB29,C00429001,B857512,,,CCM,Freeman for Indiana,,,,,,8925 Southeastern Ave.,,Indianapolis,IN,46259,P2024,,2023-10-17,500.00,,P-2024 State Senate 32 IN,011,,,,Freeman,Aaron,M,,,S,IN,32,,,,,,,,
SB29,C00429001,B857513,,,CCM,Friends of Chris Garten,,,,,,P.O. Box 283,,Henryville,IN,47126,P2026,,2023-10-17,1000.00,,P-2026 State Senate 45 Clark IN,011,,,,Garten,Chris,,,,S,IN,45,,,,,,,,
SB29,C00429001,B857514,,,CCM,Mike Gaskill for Indiana,,,,,,6838 S 50 W,,Pendleton,IN,46064,P2026,,2023-10-17,500.00,,P-2026 State Senate 25 IN,011,,,,Gaskill,Mike,,,,S,IN,25,,,,,,,,
SB29,C00429001,B857518,,,CCM,Bob Heaton for State Rep Cmte,,,,,,P.O. Box 9629,,Terre Haute,IN,47808,P2024,,2023-10-17,500.00,,P-2024 State House 46 IN,011,,,,Heaton,Bob,,,,H,IN,46,,,,,,,,
SB29,C00429001,B857515,,,CCM,Hoosiers for Holdman,,,,,,PO Box 19,,Ossian,IN,46777,P2026,,2023-10-17,750.00,,P-2026 State Senate 19 IN,011,,,,Holdman,Travis,,,,S,IN,19,,,,,,,,
SB29,C00429001,B857519,,,CCM,Todd Huston for State Representative,,,,,,PO Box 1461,,Indianapolis,IN,46206,P2024,,2023-10-17,1500.00,,P-2024 State House 37 IN,011,,,,Huston,Todd,,,,H,IN,37,,,,,,,,
SB29,C00429001,B857520,,,CCM,Matt Lehman for State Representative,,,,,,663 Lehman,,Berne,IN,46711,P2024,,2023-10-17,1000.00,,P-2024 State House 79 IN,011,,,,Lehman,Matt,,,,H,IN,79,,,,,,,,
SB29,C00429001,B857531,,,CCM,Julie McGuire for State Representative,,,,,,2141 Hanover Drive,,Indianapolis,IN,46227,P2024,,2023-10-17,500.00,,P-2024 State House 93 IN,011,,,,McGuire,Julie,,,,H,IN,93,,,,,,,,
SB29,C00429001,B857521,,,CCM,Wendy McNamara for State Representative,,,,,,PO Box 4597,,Evansville,IN,47724,P2024,,2023-10-17,500.00,,P-2024 State House 76 IN,011,,,,McNamara,Wendy,,,,H,IN,76,,,,,,,,
SB29,C00429001,B857532,,,CCM,Friends of Tim O'Brien,,,,,,6501 E Oak St,,Evansville,IN,47715,P2024,,2023-10-17,500.00,,P-2024 State House 78 IN,011,,,,O'Brien,Tim,,,,H,IN,78,,,,,,,,
SB29,C00429001,B857522,,,CCM,Pierce for Indiana,,,,,,PO Box 915,,Anderson,IN,46016,P2024,,2023-10-17,500.00,,P-2024 State House 36 IN,011,,,,Pierce,Kyle,,,,H,IN,36,,,,,,,,
SB29,C00429001,B857523,,,CCM,Committee to Elect Hal Slager,,,,,,1020 Wood Hollow Drive,,Schererville,IN,46375,P2024,,2023-10-17,500.00,,P-2024 State House 15 IN,011,,,,Slager,Hal,,,,H,IN,15,,,,,,,,
SB29,C00429001,B857524,,,CCM,Friends for Mike Speedy,,,,,,6511 Mossy Rock Lane,,Indianapolis,IN,46237,P2024,,2023-10-17,1000.00,,P-2024 State House 90 IN,011,,,,Speedy,Mike,R,,,H,IN,90,,,,,,,,
SB29,C00429001,B857525,,,CCM,Steuerwald for State Rep,,,,,,PO Box 503,,Danville,IN,46122,P2024,,2023-10-17,750.00,,P-2024 State House 40 IN,011,,,,Steuerwald,Gregory,,,,H,IN,40,,,,,,,,
SB29,C00429001,B857526,,,CCM,Committee to Elect Jake Teshka,,,,,,P.O. Box 2282,,South Bend,IN,46680,P2024,,2023-10-17,500.00,,P-2024 State House 7 IN,011,,,,Teshka,Jake,,,,H,IN,07,,,,,,,,
