form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00885913,500421123,,,ORG,ActBlue Technical Services,,,,,,PO Box 441146,,West Somerville,MA,021440031,,,2024-10-31,1173.15,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00885913,500421122,,,ORG,ActBlue Technical Services,,,,,,PO Box 441146,,West Somerville,MA,021440031,,,2024-11-03,367.35,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00885913,500421121,,,ORG,ActBlue Technical Services,,,,,,PO Box 441146,,West Somerville,MA,021440031,,,2024-11-05,197.54,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00885913,500421120,,,ORG,ActBlue Technical Services,,,,,,PO Box 441146,,West Somerville,MA,021440031,,,2024-11-17,19.75,0.00,Credit Card Fees,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00885913,500421124,,,ORG,"AM Strategies, LLC",,,,,,1214 Timbergrove Ln,,Houston,TX,770086361,,,2024-10-29,294.40,0.00,Travel,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00885913,500421125,,,ORG,"AM Strategies, LLC",,,,,,1214 Timbergrove Ln,,Houston,TX,770086361,,,2024-10-29,2200.00,0.00,Fundraising Consulting,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00885913,500421126,,,ORG,"AM Strategies, LLC",,,,,,1214 Timbergrove Ln,,Houston,TX,770086361,,,2024-10-29,2300.00,0.00,Fundraising Consulting,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00885913,500421129,,,ORG,BLUE BATTLEGROUND PROJECT,,,,,,122 C St NW,Ste 360,Washington,DC,200012149,,,2024-11-02,175000.00,0.00,Contribution,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00885913,500421128,,,ORG,BLUE BATTLEGROUND PROJECT,,,,,,122 C St NW,Ste 360,Washington,DC,200012149,,,2024-11-05,46000.00,0.00,Contribution,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00885913,500421127,,,ORG,BLUE BATTLEGROUND PROJECT,,,,,,122 C St NW,Ste 360,Washington,DC,200012149,,,2024-11-19,31000.00,0.00,Contribution,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00885913,500421130,,,ORG,"Blue Wave Political Partners, LLC",,,,,,122 C St NW,Ste 360,Washington,DC,200012149,,,2024-11-18,2000.00,0.00,Compliance Consulting,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
