form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00577155,EB1621,,,PAC,PIONEER PAC,,,,,,2200 SHADOWLAKE DR,,OKLAHOMA CITY,OK,73159,,,2024-09-18,-2500.00,,VOID CONTRIBUTION - CHECK RETURNED,011,,PIONEER PAC,,,,,,,,,,,,,,,,,
SB29,C00577155,EB1622,,,PAC,BRANDENBURG FOR HOUSE,,,,,,8044 COUNTY ROAD 34,,EDGELEY,ND,58433,,,2024-09-26,500.00,,CONTRIBUTION TO NON-FEDERAL COMMITTEE,011,,BRANDENBURG FOR HOUSE,,,,,,,,,,,,,,,,,
SB29,C00577155,EB1628,,,PAC,CHAVEZ FOR OHIO,,,,,,4679 WINTERSET DR,,COLUMBUS,OH,43220,,,2024-09-26,500.00,,CONTRIBUTION TO NON-FEDERAL COMMITTEE,011,,CHAVEZ FOR OHIO,,,,,,,,,,,,,,,,,
SB29,C00577155,EB1630,,,PAC,CITIZENS FOR GAVARONE,,,,,,1537 CEDAR LN,,BOWLING GREEN,OH,43402,,,2024-09-26,500.00,,CONTRIBUTION TO NON-FEDERAL COMMITTEE,011,,CITIZENS FOR GAVARONE,,,,,,,,,,,,,,,,,
SB29,C00577155,EB1631,,,PAC,CITIZENS FOR MCCOLLEY,,,,,,15 LEMANS DR,,MAPOLEON,OH,43545,,,2024-09-26,1000.00,,CONTRIBUTION TO NON-FEDERAL COMMITTEE,011,,CITIZENS FOR MCCOLLEY,,,,,,,,,,,,,,,,,
SB29,C00577155,EB1633,,,PAC,CITIZENS FOR STEPHANIE KUNZE,,,,,,865 MACON ALLEY,,COLUMBUS,OH,43206,,,2024-09-26,500.00,,CONTRIBUTION TO NON-FEDERAL COMMITTEE,011,,CITIZENS FOR STEPHANIE KUNZE,,,,,,,,,,,,,,,,,
SB29,C00577155,EB1627,,,PAC,FRIENDS OF CASEY WEINSTEIN,,,,,,8 N WESTHAVEN DR,,HUDSON,OH,44236,,,2024-09-26,500.00,,CONTRIBUTION TO NON-FEDERAL COMMITTEE,011,,FRIENDS OF CASEY WEINSTEIN,,,,,,,,,,,,,,,,,
SB29,C00577155,EB1623,,,PAC,FRIENDS OF JAY EDWARDS,,,,,,145 E RICH ST STE 100,,COLUMBUS,OH,43215,,,2024-09-26,500.00,,CONTRIBUTION TO NON-FEDERAL COMMITTEE,011,,FRIENDS OF JAY EDWARDS,,,,,,,,,,,,,,,,,
SB29,C00577155,EB1629,,,PAC,FRIENDS OF JERRY CIRINO,,,,,,8075 N ORCHARD RD,,CONCORD,OH,44077,,,2024-09-26,500.00,,CONTRIBUTION TO NON-FEDERAL COMMITTEE,011,,FRIENDS OF JERRY CIRINO,,,,,,,,,,,,,,,,,
SB29,C00577155,EB1624,,,PAC,FRIENDS OF SCOTT LIPPS,,,,,,3757 MCLEAN RD,,FRANKLIN,OH,45005,,,2024-09-26,500.00,,CONTRIBUTION TO NON-FEDERAL COMMITTEE,011,,FRIENDS OF SCOTT LIPPS,,,,,,,,,,,,,,,,,
SB29,C00577155,EB1634,,,PAC,FRIENDS OF SWEARINGEN,,,,,,4679 WINTERSET DR,,COLUMBUS,OH,43220,,,2024-09-26,500.00,,CONTRIBUTION TO NON-FEDERAL COMMITTEE,011,,FRIENDS OF SWEARINGEN,,,,,,,,,,,,,,,,,
SB29,C00577155,EB1625,,,PAC,FRIENDS OF TOM PATTON,,,,,,17157 RABBIT RUN DRIVE,,STRONGSVILLE,OH,44136,,,2024-09-26,500.00,,CONTRIBUTION TO NON-FEDERAL COMMITTEE,011,,FRIENDS OF TOM PATTON,,,,,,,,,,,,,,,,,
SB29,C00577155,EB1632,,,PAC,MIKE DOVILLA FOR OHIO,,,,,,4679 WINTERSET DR,,COLUMBUS,OH,43220,,,2024-09-26,500.00,,CONTRIBUTION TO NON-FEDERAL COMMITTEE,011,,MIKE DOVILLA FOR OHIO,,,,,,,,,,,,,,,,,
SB29,C00577155,EB1626,,,PAC,STEPHENS FOR OHIO,,,,,,4679 WINTERSET DR,,COLUMBUS,OH,43220,,,2024-09-26,1000.00,,CONTRIBUTION TO NON-FEDERAL COMMITTEE,011,,STEPHENS FOR OHIO,,,,,,,,,,,,,,,,,
