form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00444430,SB29.7878,,,COM,Democrats of the Oklahoma State Senate PAC,,,,,,PO Box 12485,,Oklahoma City,OK,73157,O2024,Annual,2024-05-20,2500.00,,Non-Federal Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00444430,SB29.7952,,,COM,Friends of Chris Kannady 2024,,,,,,3113 SW 157th St,,Oklahoma City,OK,73170,P2024,,2024-06-11,1000.00,,Non-Federal Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00444430,SB29.7953,,,ORG,Friends of Cyndi Munson 2024,,,,,,705 NW 47th St,,Oklahoma City,OK,73118,P2024,,2024-06-11,1000.00,,Non-Federal Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00444430,SB29.7959,,,ORG,Friends of Dave Rader 2024,,,,,,8086 S. Yale Ave #200,,Tulsa,OK,74136,P2024,,2024-06-12,1500.00,,Non-Federal Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00444430,SB29.7961,,,CCM,Friends of Greg McCortney 2024,,,,,,1816 East 15th Street,,Ada,OK,74820,P2024,,2024-06-11,2500.00,,Non-Federal Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00444430,SB29.7954,,,COM,Friends of Kyle Hilbert 2024,,,,,,509 E Grant Pl,,Bristow,OK,74010,P2024,,2024-06-11,2500.00,,Non-Federal Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00444430,SB29.7955,,,ORG,Friends of Tammy West 2024,,,,,,7916 NW 23rd St,Box 200,Bethany,OK,73008,P2024,,2024-06-11,1500.00,,Non-Federal Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00444430,SB29.7843,,,COM,Republican State House Committee,,,,,,PO Box 18214,,Oklahoma City,OK,73154,O2024,Annual,2024-04-12,2500.00,,Non-Federal Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00444430,SB29.7909,,,ORG,Rhonda Baker for State House 2024,,,,,,4116 Rambling Rose Dr.,,Yukon,OK,73099,,,2024-05-15,-750.00,,VOID: Orig. disbursed on 1/29/2024,,,,,,,,,,,,,,,,,,,,
SB29,C00444430,SB29.7956,,,ORG,Trey Caldwell for State House 2024,,,,,,15095 SW Baseline Road,,Faxon,OK,73540,P2024,,2024-06-11,1500.00,,Non-Federal Contribution,,,,,,,,,,,,,,,,,,,,
