form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00041566,17319550,,,CCM,Rosen For Nevada,,,,,,PO Box 27195,,Las Vegas,NV,89126,P2024,,2023-03-21,5000.00,0.00,,011,C00606939,Rosen For Nevada,S8NV00156,Rosen,Jacklyn,,Rep.,,S,NV,,,,,,,,,
SB23,C00041566,17406371,,,CCM,Wenstrup For Congress,,,,,,512 Missouri Ave,,Cincinnati,OH,452261121,P2024,,2023-05-15,2500.00,0.00,,011,C00497818,Wenstrup For Congress,H2OH02085,Wenstrup,Brad,,,,H,OH,02,,,,,,,,
SB23,C00041566,17406373,,,CCM,Moran For Congress,,,,,,311 North Washington Street,Suite 200L,Alexandria,VA,22314,P2024,,2023-05-15,1000.00,0.00,,011,C00241349,Moran For Congress,H0VA08040,Moran,James,P.,Rep.,,H,VA,08,,,,,,,,
SB23,C00041566,17406374,,,PAC,Building Bridges PAC,,,,,,221 North Patrick Street,,Alexandria,VA,22314,,,2023-05-15,5000.00,0.00,,011,C00693127,,,,,,,,,,,,,,,,,,
SB23,C00041566,17406375,,,PAC,Tuesday Group/RG2 PAC,,,,,,124 16th ST SE,,Washington,DC,20003,,,2023-05-15,5000.00,0.00,,011,C00433060,,,,,,,,,,,,,,,,,,
SB23,C00041566,17406376,,,PAC,ACROSS THE AISLE PAC,,,,,,600 Pennsylvania Ave SE,#15845,Washington,DC,20003,,,2023-05-15,5000.00,0.00,,011,C00696591,,,,,,,,,,,,,,,,,,
SB23,C00041566,17406377,,,CCM,Brian Fitzpatrick for All of Us,,,,,,PO Box 939,,Langhorne,PA,19047,P2024,,2023-05-15,5000.00,0.00,,011,C00607416,Brian Fitzpatrick for All of Us,H6PA08277,Fitzpatrick,Brian,,Rep.,,H,PA,01,,,,,,,,
SB23,C00041566,17407467,,,CCM,Richard E Neal For Congress,,,,,,76 MAGNOLIA TERRACE,,SPRINGFIELD,MA,01108,P2024,,2023-05-19,1500.00,0.00,,011,C00226522,Richard E Neal For Congress,H8MA02041,Neal,Richard,E.,Rep.,,H,MA,02,,,,,,,,
SB23,C00041566,17410267,,,CCM,Richard E Neal For Congress,,,,,,76 MAGNOLIA TERRACE,,SPRINGFIELD,MA,01108,P2024,,2023-05-24,-1500.00,0.00,Void - Richard Neal for Congress,011,C00226522,Richard E Neal For Congress,H8MA02041,Neal,Richard,E.,Rep.,,H,MA,02,,,,,,,,Void - Richard Neal for Congress
SB23,C00041566,17410268,,,PAC,Tuesday Group/RG2 PAC,,,,,,124 16th ST SE,,Washington,DC,20003,,,2023-05-24,-5000.00,0.00,"Void - RG2/Tuesday Group PAC, c/o Caryn Eggeraat",011,C00433060,,,,,,,,,,,,,,,,,,"Void - RG2/Tuesday Group PAC, c/o Caryn Eggeraat"
SB23,C00041566,17410269,,,PAC,Building Bridges PAC,,,,,,221 North Patrick Street,,Alexandria,VA,22314,,,2023-05-24,-5000.00,0.00,Void - Building Bridges PAC,011,C00693127,,,,,,,,,,,,,,,,,,Void - Building Bridges PAC
SB23,C00041566,17410270,,,PAC,ACROSS THE AISLE PAC,,,,,,600 Pennsylvania Ave SE,#15845,Washington,DC,20003,,,2023-05-24,-5000.00,0.00,Void - Across the Aisle PAC FEC#C00696591,011,C00696591,,,,,,,,,,,,,,,,,,Void - Across the Aisle PAC FEC#C00696591
SB23,C00041566,17410272,,,CCM,Brian Fitzpatrick for All of Us,,,,,,PO Box 939,,Langhorne,PA,19047,P2024,,2023-05-24,-5000.00,0.00,Void - Brian Fitzpatrick for All of Us,011,C00607416,Brian Fitzpatrick for All of Us,H6PA08277,Fitzpatrick,Brian,,Rep.,,H,PA,01,,,,,,,,Void - Brian Fitzpatrick for All of Us
SB23,C00041566,17410273,,,CCM,Moran For Congress,,,,,,311 North Washington Street,Suite 200L,Alexandria,VA,22314,P2024,,2023-05-24,-1000.00,0.00,Void - Moran For Kansas,011,C00241349,Moran For Congress,H0VA08040,Moran,James,P.,Rep.,,H,VA,08,,,,,,,,Void - Moran For Kansas
SB23,C00041566,17410281,,,CCM,Wenstrup For Congress,,,,,,512 Missouri Ave,,Cincinnati,OH,452261121,P2024,,2023-05-24,-2500.00,0.00,"Void - Wenstrup For Congress, c/o The Townsend Group",011,C00497818,Wenstrup For Congress,H2OH02085,Wenstrup,Brad,,,,H,OH,02,,,,,,,,"Void - Wenstrup For Congress, c/o The Townsend Group"
SB23,C00041566,17410998,,,PAC,Tuesday Group/RG2 PAC,,,,,,124 16th ST SE,,Washington,DC,20003,,,2023-05-26,5000.00,0.00,,011,C00433060,,,,,,,,,,,,,,,,,,
SB23,C00041566,17410999,,,CCM,Wenstrup For Congress,,,,,,512 Missouri Ave,,Cincinnati,OH,452261121,P2024,,2023-05-26,2500.00,0.00,,011,C00497818,Wenstrup For Congress,H2OH02085,Wenstrup,Brad,,,,H,OH,02,,,,,,,,
SB23,C00041566,17411000,,,CCM,Brian Fitzpatrick for All of Us,,,,,,PO Box 939,,Langhorne,PA,19047,P2024,,2023-05-26,5000.00,0.00,,011,C00607416,Brian Fitzpatrick for All of Us,H6PA08277,Fitzpatrick,Brian,,Rep.,,H,PA,01,,,,,,,,
SB23,C00041566,17411001,,,PAC,Building Bridges PAC,,,,,,221 North Patrick Street,,Alexandria,VA,22314,,,2023-05-26,5000.00,0.00,,011,C00693127,,,,,,,,,,,,,,,,,,
SB23,C00041566,17411002,,,PAC,ACROSS THE AISLE PAC,,,,,,600 Pennsylvania Ave SE,#15845,Washington,DC,20003,,,2023-05-26,5000.00,0.00,,011,C00696591,,,,,,,,,,,,,,,,,,
SB23,C00041566,17411003,,,CCM,Richard E Neal For Congress,,,,,,76 MAGNOLIA TERRACE,,SPRINGFIELD,MA,01108,P2024,,2023-05-26,1500.00,0.00,,011,C00226522,Richard E Neal For Congress,H8MA02041,Neal,Richard,E.,Rep.,,H,MA,02,,,,,,,,
