form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00872549,EB517,,,COM,"CHISPA PAC, SPONSORED BY CHISPA, A PROJECT OF TIDES ADVOCACY",,,,,,"312 CLAY ST., STE. 300",,OAKLAND,CA,94607,,,2024-10-31,40000.00,,,011,C00885715,"CHISPA PAC, SPONSORED BY CHISPA, A PROJECT OF TIDES ADVOCACY",,,,,,,,,,,,,,,,,
SB23,C00872549,EB596,,,COM,"CHISPA PAC, SPONSORED BY CHISPA, A PROJECT OF TIDES ADVOCACY",,,,,,"312 CLAY ST., STE. 300",,OAKLAND,CA,94607,,,2024-11-14,20000.00,,,011,C00885715,"CHISPA PAC, SPONSORED BY CHISPA, A PROJECT OF TIDES ADVOCACY",,,,,,,,,,,,,,,,,
SB23,C00872549,EB606,,,COM,EVERYDAY PEOPLE,,,,,,"1212 BROADWAY, STE. 700",,OAKLAND,CA,94612,,,2024-11-21,25000.00,,,011,C00720029,EVERYDAY PEOPLE,,,,,,,,,,,,,,,,,
SB23,C00872549,EB516,,,COM,ORANGE COUNTY PAC,,,,,,"2102 BUSINESS CENTER DR., STE. 130",,IRVINE,CA,92612,,,2024-10-31,40000.00,,,011,C00754192,ORANGE COUNTY PAC,,,,,,,,,,,,,,,,,
SB23,C00872549,EB605,,,COM,ORANGE COUNTY PAC,,,,,,"2102 BUSINESS CENTER DR., STE. 130",,IRVINE,CA,92612,,,2024-11-21,15000.00,,,011,C00754192,ORANGE COUNTY PAC,,,,,,,,,,,,,,,,,
SB23,C00872549,EB515,,,COM,PLANNED PARENTHOOD AFFILIATES OF CALIFORNIA VOTES PAC,,,,,,"555 CAPITOL MALL, STE. 400",,SACRAMENTO,CA,95814,,,2024-10-31,40000.00,,,011,C00556860,PLANNED PARENTHOOD AFFILIATES OF CALIFORNIA VOTES PAC,,,,,,,,,,,,,,,,,
SB23,C00872549,EB521,,,COM,VALLEY WORKS ACTION FUND,,,,,,"312 CLAY ST., STE. 300",,OAKLAND,CA,94607,,,2024-11-01,10000.00,,,011,C00821314,VALLEY WORKS ACTION FUND,,,,,,,,,,,,,,,,,
SB23,C00872549,EB488,,,COM,VOTAR ES PODER PAC,,,,,,"5449 S. SEMORAN BLVD., STE. 232",,ORLANDO,FL,32822,,,2024-10-30,80000.00,,,011,C00758011,VOTAR ES PODER PAC,,,,,,,,,,,,,,,,,
SB23,C00872549,EB361,,,COM,WORKER POWER PAC,,,,,,"1021 S. 7TH AVENUE, STE. 202",,PHOENIX,AZ,85007,,,2024-10-17,280000.00,,,011,C00756569,WORKER POWER PAC,,,,,,,,,,,,,,,,,
SB23,C00872549,EB487,,,COM,WORKER POWER PAC,,,,,,"1021 S. 7TH AVENUE, STE. 202",,PHOENIX,AZ,85007,,,2024-10-30,100000.00,,,011,C00756569,WORKER POWER PAC,,,,,,,,,,,,,,,,,
SB23,C00872549,EB607,,,COM,WORKER POWER PAC,,,,,,"1021 S. 7TH AVENUE, STE. 202",,PHOENIX,AZ,85007,,,2024-11-25,30000.00,,,011,C00756569,WORKER POWER PAC,,,,,,,,,,,,,,,,,
