form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00235739,B864914,,,CCM,Mindy McAlindon for State Representative,,,,,,P.O. Box 324,,Centerton,AR,72719,P2024,,2024-01-31,500.00,,P-2024 State House 10 AR,011,,,,AcAlindon,Mindy,,,,H,AR,10,,,,,,,,
SB29,C00235739,B864966,,,CCM,Brandon Achor for AR State Representative,,,,,,P.O. Box 13736,,Maumelle,AR,72113,P2024,,2024-01-31,500.00,,P-2024 State House 71 AR,011,,,,Achor,Brandon,,,,H,AR,71,,,,,,,,
SB29,C00235739,B864965,,,CCM,Fred Allen Campaign Fund,,,,,,19 Dover Drive,,Little Rock,AR,72204,P2024,,2024-01-31,500.00,,P-2024 State House 77 AR,011,,,,Allen,Fred,,,,H,AR,77,,,,,,,,
SB29,C00235739,B864964,,,CCM,Wade Andrews for State Representative,,,,,,P.O. Box 470,,Camden,AR,71711,P2024,,2024-01-31,500.00,,P-2024 State House 98 AR,011,,,,Andrews,Wade,,,,H,AR,98,,,,,,,,
SB29,C00235739,B864963,,,CCM,Sonia Barker for State Representative,,,,,,1000 Broadway,,Smackover,AR,71762,P2024,,2024-01-31,500.00,,P-2024 State House 07 AR,011,,,,Barker,Sonia,E,,,H,AR,07,,,,,,,,
SB29,C00235739,B864962,,,CCM,Glenn Barnes for State Representative,,,,,,P.O. Box 2612,,Pine Bluff,AR,71603,P2024,,2024-01-31,500.00,,P-2024 State House 65 AR,011,,,,Barnes,Glenn,,,,H,AR,65,,,,,,,,
SB29,C00235739,B864961,,,CCM,Ty Bates for State Representative,,,,,,P.O. Box 24,,Evansville,AR,72729,P2024,,2024-01-31,500.00,,P-2024 State House 24 AR,011,,,,Bates,Ty,,,,H,AR,24,,,,,,,,
SB29,C00235739,B864960,,,CCM,Keith Brooks for State House,,,,,,17200 Chenal Parkway Suite 300-187,,Little Rock,AR,72223,P2024,,2024-01-31,500.00,,P-2024 State House 78 AR,011,,,,Brooks,Keith,,,,H,AR,78,,,,,,,,
SB29,C00235739,B864959,,,CCM,Matt Brown for State Rep.,,,,,,310 Pheasant Road,,Conway,AR,72034,P2024,,2024-01-31,500.00,,P-2024 State House 55 AR,011,,,,Brown,Matthew,,,,H,AR,55,,,,,,,,
SB29,C00235739,B864958,,,CCM,Joey Carr for State Representative,,,,,,311 E Delta Rd,,Blytheville,AR,72315,P2024,,2024-01-31,500.00,,P-2024 State House 34 AR,011,,,,Carr,Joey,,,,H,AR,34,,,,,,,,
SB29,C00235739,B864957,,,CCM,Frances Cavenaugh for State Representative,,,,,,701 Park Lane,,Walnut Ridge,AR,72476,P2024,,2024-01-31,500.00,,P-2024 State House 30 AR,011,,,,Cavenaugh,Frances,,,,H,AR,30,,,,,,,,
SB29,C00235739,B864956,,,CCM,Paul Childress for State Representative,,,,,,1003 River Raynes Road,,Benton,AR,72019,P2024,,2024-01-31,500.00,,P-2024 State House 83 AR,011,,,,Childress,Paul,,,,H,AR,83,,,,,,,,
SB29,C00235739,B864973,,,CCM,Steve Crowell for State Senate,,,,,,P.O. Box 352,,Magnolia,AR,71754,P2024,,2024-01-31,1000.00,,P-2024 State Senate 3 AR,011,,,,Crowell,Steve,,,,S,AR,03,,,,,,,,
SB29,C00235739,B864972,,,CCM,Breanne Davis for State Senate,,,,,,P.O.Box 10088,,Russellville,AR,72812,P2024,,2024-01-31,1000.00,,P-2024 State Senate 25 AR,011,,,,Davis,Breanne,,,,S,AR,25,,,,,,,,
SB29,C00235739,B864971,,,CCM,Jim Dotson for State Senate,,,,,,P.O. Box 651,,Bentonville,AR,72712,P2024,,2024-01-31,1000.00,,P-2024 State Senate 34 AR,011,,,,Dotson,Jim,,,,S,AR,34,,,,,,,,
SB29,C00235739,B864955,,,CCM,Les Eaves for State Representative,,,,,,102 Club Cove,,Searcy,AR,72143,P2024,,2024-01-31,500.00,,P-2024 State House 58 AR,011,,,,Eaves,Les,,,,H,AR,58,,,,,,,,
SB29,C00235739,B864954,,,CCM,Denise Ennett for State Representative,,,,,,621 E. 16th Street,,Little Rock,AR,72202,P2024,,2024-01-31,500.00,,P-2024 State House 36 AR,011,,,,Ennett,Denise,,,,H,AR,36,,,,,,,,
SB29,C00235739,B864953,,,CCM,Brian Evans for State Representative,,,,,,P.O. Box 1365,,Cabot,AR,72023,P2024,,2024-01-31,500.00,,P-2024 State House 68 AR,011,,,,Evans,Brian,,,,H,AR,68,,,,,,,,
SB29,C00235739,B864952,,,CCM,Tony Furman for State Representative,,,,,,1420 Alcoa Road,,Benton,AR,72015,P2024,,2024-01-31,500.00,,P-2024 State House 82 AR,011,,,,Furman,Anthony,,,,H,AR,82,,,,,,,,
SB29,C00235739,B864951,,,CCM,Zach Gramlich for State Rep.,,,,,,2020 S St,,Fort Smith,AR,72901,P2024,,2024-01-31,500.00,,P-2024 State House 50 AR,011,,,,Gramlich,Zach,,,,H,AR,50,,,,,,,,
SB29,C00235739,B864950,,,CCM,RJ Hawk for State Representative,,,,,,P.O. Box 425,,Bryant,AR,72019,P2024,,2024-01-31,500.00,,P-2024 State House 81 AR,011,,,,Hawk,Robert,J,,II,H,AR,81,,,,,,,,
