form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00002766,19637170,,,PTY,Franklin County Democratic Party,,,,,,PO Box 77669,,Columbus,OH,43207,,,2023-07-06,2500.00,0.00,Non-Federal Contribution,011,,,,,,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,19637323,,,ORG,Congressional Integrity Project,,,,,,"2020 Connecticut Avenue, NW",,Washington,DC,20006,,,2023-07-06,25000.00,0.00,Donation,011,,,,,,,,,,,,,,,,,,,Donation
SB29,C00002766,19644440,,,PTY,"Iowa Federation of Labor, AFL-CIO",,,,,,2000 Walker Street,Suite A,Des Moines,IA,50317,,,2023-07-11,1000.00,0.00,Non-Federal Contribution,011,,,,,,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,19644444,,,ORG,LGBTQ Victory Fund,,,,,,1225 I (Eye) Street,Suite 525,WASHINGTON,DC,20005,,,2023-07-11,5000.00,0.00,Donation,003,,,,,,,,,,,,,,,,,,,Donation
SB29,C00002766,19644445,,,PTY,Democratic Legislative Campaign Committee,,,,,,"1225 Eye Street, NW",Suite 1250,Washington,DC,20005,,,2023-07-11,100000.00,0.00,Donation,011,,,,,,,,,,,,,,,,,,,Donation
SB29,C00002766,19644923,,,COM,Friends of Shannon Hardin,,,,,,1480 Dublin Road,,Columbus,OH,43215,,,2023-07-12,15499.69,0.00,Non-Federal Contribution,011,,,,Hardin,Shannon,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,19644924,,,PTY,Missouri WIN,,,,,,PO Box 390,,Eureka,MO,63025,,,2023-07-12,5000.00,0.00,Donation,011,,,,,,,,,,,,,,,,,,,Donation
SB29,C00002766,19677224,,,COM,Friends of Dontavius Jarrells,,,,,,222 East Town Street,Suite 2W,Columbus,OH,43215,,,2023-07-24,1000.00,0.00,Non-Federal Contribution,011,,,,Jarrells,Dontavius,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,19677247,,,PTY,Warren County Democratic Party,,,,,,PO Box 705,,Lebanon,OH,45036,,,2023-07-25,600.00,0.00,Non-Federal Contribution,011,,,,,,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,19677249,,,PTY,Warren County Democratic Party,,,,,,PO Box 705,,Lebanon,OH,45036,,,2023-07-25,600.00,0.00,Non-Federal Contribution,011,,,,,,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,19677871,,,COM,Pereles for Missouri,,,,,,PO Box 6641,,Chesterfield,MO,63006,,,2023-07-26,2400.00,0.00,Non-Federal Contribution,011,,,,Pereles,Joseph,,,,,,,,,,,,,,Non-Federal Contribution
SB29,C00002766,19678643,,,COM,EMERGE,,,,,,"1001 Connecticut Avenue, NW",Suite 206,Washington,DC,20036,,,2023-07-31,15000.00,0.00,Donation,011,,,,,,,,,,,,,,,,,,,Donation
