form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00002766,19636841,,,CCM,Lucas Kunce for Missouri,,,,,,PO Box 1240,,Independence,MO,64051,P2024,,2023-07-05,5000.00,0.00,Contribution,011,C00771972,Lucas Kunce for Missouri,S2MO00528,Kunce,Lucas,,,,S,MO,,,,,,,,,Contribution
SB23,C00002766,19643214,,,CCM,Lisa Blunt Rochester for Congress,,,,,,PO Box 9767,,Wilmington,DE,19809,P2024,,2023-07-10,-2500.00,0.00,Voided Check from 6/15/2023,011,C00590778,Lisa Blunt Rochester for Congress,H6DE00206,Blunt Rochester,Lisa,,,,H,DE,01,,,,,,,,Voided Check from 6/15/2023
SB23,C00002766,19648144,,,PAC,All for Our Country Leadership PAC,,,,,,c/o von Nida Counsulting,"810 7th Street, NE, #212",Washington,DC,20002,,,2023-07-18,2000.00,0.00,Contribution,011,C00629212,,,,,,,,,,,,,,,,,,Contribution
SB23,C00002766,19648145,,,CCM,Friends Of Jahana Hayes,,,,,,PO Box 1487,,Waterbury,CT,06721,G2024,,2023-07-18,500.00,0.00,Contribution,011,C00677898,Friends Of Jahana Hayes,H8CT05245,Hayes,Jahana,,,,H,CT,05,,,,,,,,Contribution
SB23,C00002766,19677217,,,CCM,Mannion for New York,,,,,,PO Box 11131,,Syracuse,NY,13218,P2024,,2023-07-24,5000.00,0.00,Contribution,011,C00845461,Mannion for New York,H4NY22085,Mannion,John,,,,H,NY,22,,,,,,,,Contribution
SB23,C00002766,19677218,,,CCM,Emilia Sykes For Congress,,,,,,PO Box 137,,Akron,OH,44309,P2024,,2023-07-24,5000.00,0.00,Contribution,011,C00801274,Emilia Sykes For Congress,H2OH13264,Sykes,Emilia,,,,H,OH,13,,,,,,,,Contribution
SB23,C00002766,19677248,,,CCM,Cartwright for Congress,,,,,,c/o CFO Compliance,"One Park Row, 5th Floor",Providence,RI,02903,G2024,,2023-07-25,5000.00,0.00,Contribution,011,C00509968,Cartwright for Congress,H2PA17079,Cartwright,Matt,,,,H,PA,08,,,,,,,,Contribution
SB23,C00002766,19677874,,,CCM,Lisa Blunt Rochester for Senate,,,,,,"415 New Jersey Avenue, SE",#1,Washington,DC,20003,P2024,,2023-07-26,2500.00,0.00,Contribution,011,C00843391,Lisa Blunt Rochester for Senate,S4DE00060,Blunt Rochester,Lisa,,,,S,DE,,,,,,,,,Contribution
SB23,C00002766,19677957,,,CCM,Biden for President,,,,,,PO Box 58174,,Philadelphia,PA,19102,P2024,,2023-07-27,5000.00,0.00,Contribution,011,C00703975,Biden for President,,Biden,Joseph,R,,Jr.,P,,,,,,,,,,Contribution
SB23,C00002766,19677958,,,CCM,Biden for President,,,,,,PO Box 58174,,Philadelphia,PA,19102,G2024,,2023-07-27,5000.00,0.00,Contribution,011,C00703975,Biden for President,,Biden,Joseph,R,,Jr.,P,,,,,,,,,,Contribution
SB23,C00002766,19677959,,,PTY,DNC Services Corp./Dem. Nat'l Committee,,,,,,"430 South Capitol St., SE",,Washington,DC,20003,,,2023-07-27,15000.00,0.00,Contribution,011,C00010603,,,,,,,,,,,,,,,,,,Contribution
SB23,C00002766,19677960,,,PTY,DNC Services Corp./Dem. Nat'l Committee,,,,,,"430 South Capitol St., SE",,Washington,DC,20003,,,2023-07-27,45000.00,0.00,Contribution - Legal Fund,011,C00010603,,,,,,,,,,,,,,,,,,Contribution - Legal Fund
SB23,C00002766,19677961,,,PTY,DNC Services Corp./Dem. Nat'l Committee,,,,,,"430 South Capitol St., SE",,Washington,DC,20003,,,2023-07-27,45000.00,0.00,Contribution - Building Fund,011,C00010603,,,,,,,,,,,,,,,,,,Contribution - Building Fund
SB23,C00002766,19677962,,,PTY,DNC Services Corp./Dem. Nat'l Committee,,,,,,"430 South Capitol St., SE",,Washington,DC,20003,,,2023-07-27,45000.00,0.00,Contribution - Convention Fund,011,C00010603,,,,,,,,,,,,,,,,,,Contribution - Convention Fund
SB23,C00002766,19678272,,,CCM,Casey For Congress,,,,,,635 Park Ave,,Woonsocket,RI,02895,S2023,Special-Primary2023,2023-07-28,1000.00,0.00,Contribution,011,C00836973,Casey For Congress,H4RI01232,Casey,Stephen,,,,H,RI,01,,,,,,,,Contribution
