form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00565630,SB23.5652,,,CCM,ANNA PAULINA LUNA FOR CONGRESS,,,,,,1201 GANDY BLVD N,P.O. BOX 23064,SAINT PETERSBURG,FL,33742,P2024,,2023-03-22,1000.00,,Political Contribution,011,C00718239,ANNA PAULINA LUNA FOR CONGRESS,,,,,,,H,FL,13,,,,,,,,
SB23,C00565630,SB23.5644,,,CCM,BRANDON FOR CONGRESS NY,,,,,,PO BOX 3580,,SYRACUSE,NY,13220,P2024,,2023-03-07,3000.00,,Political Contribution,011,C00806307,BRANDON FOR CONGRESS NY,H2NY22212,WILLIAMS,BRANDON MCDONALD,,,,H,NY,22,,,,,,,,
SB23,C00565630,SB23.5665,,,CCM,BRIAN FITZPATRICK FOR CONGRESS,,,,,,PO BOX 939,,LANGHORNE,PA,19047,P2024,,2023-03-29,1000.00,,Political Contribution,011,C00607416,BRIAN FITZPATRICK FOR CONGRESS,,,,,,,H,PA,08,,,,,,,,
SB23,C00565630,SB23.5651,,,CCM,CISCOMANI FOR CONGRESS,,,,,,PO BOX 35103,,TUCSON,AZ,85740,P2024,,2023-03-22,2000.00,,Political Contribution,011,C00786194,CISCOMANI FOR CONGRESS,,,,,,,H,AZ,06,,,,,,,,
SB23,C00565630,SB23.5637,,,CCM,DESPOSITO FOR NEW YORK,,,,,,PO BOX 188,,ISLAND PARK,NY,11558,P2024,,2023-03-07,3000.00,,Political Contributions,011,C00809426,DESPOSITO FOR NEW YORK,H2NY04277,DESPOSITO,ANTHONY P,,,,H,NY,04,,,,,,,,
SB23,C00565630,SB23.5661,,,CCM,DON BACON FOR CONGRESS,,,,,,P.O. BOX 391368,,OMAHA,NE,68139,P2024,,2023-03-29,1000.00,,Political Contribution,011,C00575167,DON BACON FOR CONGRESS,,,,,,,H,NE,02,,,,,,,,
SB23,C00565630,SB23.5649,,,CCM,JOHN DUARTE FOR CONGRESS,,,,,,9460 TEGNER ROAD,,HILMAR,CA,95324,P2024,,2023-03-22,2000.00,,Political Contibution,011,C00808279,JOHN DUARTE FOR CONGRESS,,,,,,,H,CA,13,,,,,,,,
SB23,C00565630,SB23.5670,,,CCM,KEAN FOR CONGRESS,,,,,,PO BOX 999,,Edison,NJ,08818,P2024,,2023-03-29,1000.00,,Political Cintribution,011,C00703058,KEAN FOR CONGRESS,,,,,,,H,NJ,07,,,,,,,,
SB23,C00565630,SB23.5647,,,CCM,KEN CALVERT FOR CONGRESS COMMITTEE,,,,,,PO BOX 2438,,CORONA,CA,92878,P2024,,2023-03-22,3000.00,,Political Contribution,011,C00257337,KEN CALVERT FOR CONGRESS COMMITTEE,,,,,,,H,CA,41,,,,,,,,
SB23,C00565630,SB23.5671,,,CCM,KIGGANS FOR CONGRESS,,,,,,P.O. BOX 5042,,VIRGINIA BEACH,VA,23471,P2024,,2023-03-29,1000.00,,Political Contribution,011,C00776120,KIGGANS FOR CONGRESS,,,,,,,H,VA,02,,,,,,,,
SB23,C00565630,SB23.5628,,,CCM,LALOTA FOR CONGRESS,,,,,,PO BOX 5744,,HAUPPAUGE,NY,11788,P2024,,2023-03-07,3000.00,,Political Contributions,011,C00806018,LALOTA FOR CONGRESS,,,,,,,H,NY,01,,,,,,,,
SB23,C00565630,SB23.5634,,,CCM,LAWLER FOR CONGRESS,,,,,,PO BOX 87,,SOUTH SALEM,NY,10590,P2024,,2023-03-07,3000.00,,Political Contribution,011,C00815415,LAWLER FOR CONGRESS,,,,,,,H,NY,17,,,,,,,,
SB23,C00565630,SB23.5660,,,CCM,LORI CHAVEZ-DEREMER FOR CONGRESS,,,,,,11805 SE EASTBOURNE LANE,,HAPPY VALLEY,OR,97086,P2024,,2023-03-29,2000.00,,Political Contribution,011,C00784520,LORI CHAVEZ-DEREMER FOR CONGRESS,,,,,,,H,OR,05,,,,,,,,
SB23,C00565630,SB23.5631,,,CCM,MARC FOR US INC.,,,,,,PO BOX 5158,,POUGHKEEPSIE,NY,12602,P2024,,2023-03-07,3000.00,,Political Contributions,011,C00789586,MARC FOR US INC.,,,,,,,H,NY,19,,,,,,,,
SB23,C00565630,SB23.5662,,,CCM,MICHELLE STEEL FOR CONGRESS,,,,,,9070 IRVINE CENTER DRIVE,SUITE 150,IRVINE,CA,92618,P2024,,2023-03-29,2000.00,,Political Contribution,011,C00704981,MICHELLE STEEL FOR CONGRESS,,,,,,,H,CA,45,,,,,,,,
SB23,C00565630,SB23.5653,,,CCM,Mike Garcia for Congress,,,,,,"1451 QUAIL STREET, SUITE 101",,"NEWPORT BEACH, CA 92660",CA,92660,P2024,,2023-03-22,2000.00,,Political Contribution,011,c00701102,Mike Garcia for Congress,,,,,,,H,CA,25,,,,,,,,
SB23,C00565630,SB23.5669,,,CCM,MILLER-MEEKS FOR CONGRESS,,,,,,PO BOX 33,,OTTUMWA,IA,52501,P2024,,2023-03-29,1000.00,,Political Contribution,011,C00558825,MILLER-MEEKS FOR CONGRESS,,,,,,,H,IA,01,,,,,,,,
SB23,C00565630,SB23.5668,,,CCM,MONICA FOR CONGRESS,,,,,,1317 W FRONTAGE RD,STE A,ALAMO,TX,78516,P2024,,2023-03-29,2000.00,,Political Contribution,011,C00765719,MONICA FOR CONGRESS,,,,,,,H,TX,15,,,,,,,,
SB23,C00565630,SB23.5648,,,CAN,,Salazr,Maria,Elvira,,,P.O. Box 558033,,Miami,FL,33255,P2024,,2023-03-22,2500.00,,Political Contribution,011,,,,Salazr,Maria,Elvira,,,,,,,,,,,,,
SB23,C00565630,SB23.5646,,,CCM,Tony Gonzalez For Congress,,,,,,11613 Huebner,,San Antonio,TX,78248,P2024,,2023-03-08,2500.00,,Political Contribution,011,c00706614,Tony Gonzalez For Congress,,,,,,,H,TX,23,,,,,,,,
SB23,C00565630,SB23.5650,,,CCM,VALADAO FOR CONGRESS,,,,,,5132 N PALM AVE #227,,FRESNO,CA,93704,P2024,,2023-03-22,2500.00,,Political Contribution,011,C00499392,VALADAO FOR CONGRESS,,,,,,,H,CA,21,,,,,,,,
