form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB22,C00858373,SB22.I5596,,,CCM,MIKE JOHNSON FOR LOUSIANA,,,,,,C/O 228 S. WASHINGTON ST.,STE. 115,ALEXANDRIA,VA,22314,G2024,,2024-04-30,95000.00,,DISTRIBUTION OF NET JFC PROCEEDS,,C00608695,,H6LA04138,JOHNSON,JAMES,MICHAEL,,,H,LA,04,  ,,,,,,,
SB22,C00858373,SB22.I5597,,,CCM,MIKE JOHNSON FOR LOUSIANA,,,,,,C/O 228 S. WASHINGTON ST.,STE. 115,ALEXANDRIA,VA,22314,P2024,,2024-04-30,85000.00,,DISTRIBUTION OF NET JFC PROCEEDS,,C00608695,,H6LA04138,JOHNSON,JAMES,MICHAEL,,,H,LA,04,  ,,,,,,,
SB22,C00858373,SB22.I5513,,,PAC,AMERICAN REVIVAL PAC,,,,,,C/O 228 S WASHINGTON ST,STE 115,ALEXANDRIA,VA,22314,,,2024-04-30,130000.00,,DISTRIBUTION OF NET JFC PROCEEDS,,C00639229,,,,,,,,,,,  ,,,,,,,
SB22,C00858373,SB22.I5532,,,PTY,NRCC,,,,,,320 1ST ST SE,,WASHINGTON,DC,20003,,,2024-04-30,450000.00,,DISTRIBUTION OF NET JFC PROCEEDS,,C00075820,,,,,,,,,,,  ,,,,,,,
SB22,C00858373,SB22.I5536,,,PTY,NRCC,,,,,,320 1ST ST SE,,WASHINGTON,DC,20003,,,2024-04-30,270000.00,,DISTRIBUTION OF NET JFC PROCEEDS,,C00075820,,,,,,,,,,,  ,,,,,,,BUILDING
SB22,C00858373,SB22.I5540,,,PTY,NRCC,,,,,,320 1ST ST SE,,WASHINGTON,DC,20003,,,2024-04-30,122000.00,,DISTRIBUTION OF NET JFC PROCEEDS,,C00075820,,,,,,,,,,,  ,,,,,,,LEGAL PROCEEDINGS
SB22,C00858373,SB22.I5598,,,CCM,MIKE JOHNSON FOR LOUSIANA,,,,,,C/O 228 S. WASHINGTON ST.,STE. 115,ALEXANDRIA,VA,22314,G2024,,2024-05-31,148457.97,,DISTRIBUTION OF NET JFC PROCEEDS,,C00608695,,H6LA04138,JOHNSON,JAMES,MICHAEL,,,H,LA,04,  ,,,,,,,
SB22,C00858373,SB22.I5599,,,CCM,MIKE JOHNSON FOR LOUSIANA,,,,,,C/O 228 S. WASHINGTON ST.,STE. 115,ALEXANDRIA,VA,22314,P2024,,2024-05-31,146108.07,,DISTRIBUTION OF NET JFC PROCEEDS,,C00608695,,H6LA04138,JOHNSON,JAMES,MICHAEL,,,H,LA,04,  ,,,,,,,
SB22,C00858373,SB22.I5514,,,PAC,AMERICAN REVIVAL PAC,,,,,,C/O 228 S WASHINGTON ST,STE 115,ALEXANDRIA,VA,22314,,,2024-05-31,206227.23,,DISTRIBUTION OF NET JFC PROCEEDS,,C00639229,,,,,,,,,,,  ,,,,,,,
SB22,C00858373,SB22.I5533,,,PTY,NRCC,,,,,,320 1ST ST SE,,WASHINGTON,DC,20003,,,2024-05-31,608738.56,,DISTRIBUTION OF NET JFC PROCEEDS,,C00075820,,,,,,,,,,,  ,,,,,,,
SB22,C00858373,SB22.I5537,,,PTY,NRCC,,,,,,320 1ST ST SE,,WASHINGTON,DC,20003,,,2024-05-31,389737.30,,DISTRIBUTION OF NET JFC PROCEEDS,,C00075820,,,,,,,,,,,  ,,,,,,,BUILDING
SB22,C00858373,SB22.I5541,,,PTY,NRCC,,,,,,320 1ST ST SE,,WASHINGTON,DC,20003,,,2024-05-31,261555.00,,DISTRIBUTION OF NET JFC PROCEEDS,,C00075820,,,,,,,,,,,  ,,,,,,,LEGAL PROCEEDINGS
SB22,C00858373,SB22.I5550,,,CCM,BRANDON FOR CONGRESS NY22,,,,,,PO BOX 3580,,SYRACUSE,NY,13220,G2024,,2024-06-28,15046.46,,DISTRIBUTION OF NET JFC PROCEEDS,,C00806307,,H2NY22212,WILLIAMS,BRANDON,MCDONALD,,,H,NY,22,  ,,,,,,,
SB22,C00858373,SB22.I5551,,,CCM,BRANDON FOR CONGRESS NY22,,,,,,PO BOX 3580,,SYRACUSE,NY,13220,P2024,,2024-06-28,18836.73,,DISTRIBUTION OF NET JFC PROCEEDS,,C00806307,,H2NY22212,WILLIAMS,BRANDON,MCDONALD,,,H,NY,22,  ,,,,,,,
SB22,C00858373,SB22.I5518,,,CCM,BRIAN FITZPATRICK FOR ALL OF US,,,,,,PO BOX 939,,LANGHORNE,PA,19047,G2024,,2024-06-28,9253.92,,DISTRIBUTION OF NET JFC PROCEEDS,,C00607416,,H6PA08277,FITZPATRICK,BRIAN,,,,H,PA,01,  ,,,,,,,
SB22,C00858373,SB22.I5519,,,CCM,BRIAN FITZPATRICK FOR ALL OF US,,,,,,PO BOX 939,,LANGHORNE,PA,19047,P2024,,2024-06-28,2534.24,,DISTRIBUTION OF NET JFC PROCEEDS,,C00607416,,H6PA08277,FITZPATRICK,BRIAN,,,,H,PA,01,  ,,,,,,,
SB22,C00858373,SB22.I5527,,,CCM,CISCOMANI FOR CONGRESS,,,,,,P.O. BOX 35103,,TUCSON,AZ,85740,G2024,,2024-06-28,16015.40,,DISTRIBUTION OF NET JFC PROCEEDS,,C00786194,,H2AZ02360,CISCOMANI,JUAN,,,,H,AZ,,  ,,,,,,,
SB22,C00858373,SB22.I5528,,,CCM,CISCOMANI FOR CONGRESS,,,,,,P.O. BOX 35103,,TUCSON,AZ,85740,P2024,,2024-06-28,15940.46,,DISTRIBUTION OF NET JFC PROCEEDS,,C00786194,,H2AZ02360,CISCOMANI,JUAN,,,,H,AZ,,  ,,,,,,,
SB22,C00858373,SB22.I5628,,,CCM,COUGHLIN FOR CONGRESS,,,,,,9856 ARCHER LN,,DUBLIN,OH,430178914,G2024,,2024-06-28,5273.62,,DISTRIBUTION OF NET JFC PROCEEDS,,C00853077,,H4OH13153,COUGHLIN,KEVIN,,,,H,OH,13,  ,,,,,,,
SB22,C00858373,SB22.I5629,,,CCM,COUGHLIN FOR CONGRESS,,,,,,9856 ARCHER LN,,DUBLIN,OH,430178914,G2024,,2024-06-28,2896.26,,DISTRIBUTION OF NET JFC PROCEEDS,,C00853077,,H4OH13153,COUGHLIN,KEVIN,,,,H,OH,13,  ,,,,,,,
SB22,C00858373,SB22.I5591,,,CCM,DERRICK ANDERSON FOR VA,,,,,,PO BOX 330,,FREDERICKSBURG,VA,22404,G2024,,2024-06-28,33247.56,,DISTRIBUTION OF NET JFC PROCEEDS,,C00791574,,H2VA07170,ANDERSON,DERRICK,,,,H,VA,07,  ,,,,,,,
SB22,C00858373,SB22.I5592,,,CCM,DERRICK ANDERSON FOR VA,,,,,,PO BOX 330,,FREDERICKSBURG,VA,22404,P2024,,2024-06-28,46097.85,,DISTRIBUTION OF NET JFC PROCEEDS,,C00791574,,H2VA07170,ANDERSON,DERRICK,,,,H,VA,07,  ,,,,,,,
SB22,C00858373,SB22.I5593,,,CCM,DESPOSITO FOR CONGRESS,,,,,,PO BOX 188,,ISLAND PARK,NY,11558,G2024,,2024-06-28,17942.73,,DISTRIBUTION OF NET JFC PROCEEDS,,C00809426,,H2NY04277,DESPOSITO,ANTHONY,P,,,H,NY,04,  ,,,,,,,
SB22,C00858373,SB22.I5594,,,CCM,DESPOSITO FOR CONGRESS,,,,,,PO BOX 188,,ISLAND PARK,NY,11558,P2024,,2024-06-28,21733.00,,DISTRIBUTION OF NET JFC PROCEEDS,,C00809426,,H2NY04277,DESPOSITO,ANTHONY,P,,,H,NY,04,  ,,,,,,,
SB22,C00858373,SB22.I5511,,,CCM,DON BACON FOR CONGRESS,,,,,,P.O. BOX 391368,,OMAHA,NE,68139,G2024,,2024-06-28,9253.92,,DISTRIBUTION OF NET JFC PROCEEDS,,C00575167,,H6NE02125,BACON,DONALD,,,,H,NE,,  ,,,,,,,
SB22,C00858373,SB22.I5512,,,CCM,DON BACON FOR CONGRESS,,,,,,P.O. BOX 391368,,OMAHA,NE,68139,P2024,,2024-06-28,7251.65,,DISTRIBUTION OF NET JFC PROCEEDS,,C00575167,,H6NE02125,BACON,DONALD,,,,H,NE,,  ,,,,,,,
SB22,C00858373,SB22.I5623,,,CCM,ELECTGABEEVANS.COM,,,,,,PO BOX 350608,,WESTMINSTER,CO,80035,G2024,,2024-06-28,50464.28,,DISTRIBUTION OF NET JFC PROCEEDS,,C00849844,,H4CO08034,EVANS,TIMOTHY,GABRIEL JOSEPH,,,H,CO,08,  ,,,,,,,
SB22,C00858373,SB22.I5624,,,CCM,ELECTGABEEVANS.COM,,,,,,PO BOX 350608,,WESTMINSTER,CO,80035,P2024,,2024-06-28,57682.93,,DISTRIBUTION OF NET JFC PROCEEDS,,C00849844,,H4CO08034,EVANS,TIMOTHY,GABRIEL JOSEPH,,,H,CO,08,  ,,,,,,,
SB22,C00858373,SB22.I5621,,,CCM,ESPOSITO FOR CONGRESS,,,,,,PO BOX 622,,GOSHEN,NY,10924,G2024,,2024-06-28,45365.10,,DISTRIBUTION OF NET JFC PROCEEDS,,C00852889,,H4NY18117,ESPOSITO,ALISON,,,,H,NY,18,  ,,,,,,,
SB22,C00858373,SB22.I5622,,,CCM,ESPOSITO FOR CONGRESS,,,,,,PO BOX 622,,GOSHEN,NY,10924,P2024,,2024-06-28,57682.93,,DISTRIBUTION OF NET JFC PROCEEDS,,C00852889,,H4NY18117,ESPOSITO,ALISON,,,,H,NY,18,  ,,,,,,,
SB22,C00858373,SB22.I5507,,,CCM,FRIENDS OF DAVID SCHWEIKERT,,,,,,8175 EAST EVANS ROAD,# 13176,SCOTTSDALE,AZ,85267,G2024,,2024-06-28,17942.73,,DISTRIBUTION OF NET JFC PROCEEDS,,C00540617,,H4AZ06045,SCHWEIKERT,DAVID,S.,,,H,AZ,06,  ,,,,,,,
SB22,C00858373,SB22.I5508,,,CCM,FRIENDS OF DAVID SCHWEIKERT,,,,,,8175 EAST EVANS ROAD,# 13176,SCOTTSDALE,AZ,85267,P2024,,2024-06-28,15940.46,,DISTRIBUTION OF NET JFC PROCEEDS,,C00540617,,H4AZ06045,SCHWEIKERT,DAVID,S.,,,H,AZ,06,  ,,,,,,,
SB22,C00858373,SB22.I5584,,,CCM,GEORGE LOGAN FOR CONGRESS,,,,,,26 CATOONAH STREET,BOX 72,RIDGEFIELD,CT,06877,G2024,,2024-06-28,42272.34,,DISTRIBUTION OF NET JFC PROCEEDS,,C00784926,,H2CT05222,LOGAN,GEORGE,S,,,H,CT,05,  ,,,,,,,
