form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB22,C00879338,SB.25,,,CCM,DOBSON FOR CONGRESS,,,,,,PO BOX 6051,,MONTGOMERY,AL,36106,G2024,,2024-09-26,17462.71,,DISTRIBUTION OF NET JFC PROCEEDS GENERAL 2024,,C00855494,,,DOBSON,CAROLEENE,,,,H,AL,02,  ,,,,,,,
SB22,C00879338,SB.31,,,CCM,ELISE FOR CONGRESS,,,,,,PO BOX 500,,GLENS FALLS,NY,12801,G2024,,2024-09-26,3266.03,,DISTRIBUTION OF NET JFC PROCEEDS GENERAL 2024,,C00547893,,,STEFANIK,ELISE,,,,H,NY,21,  ,,,,,,,
SB22,C00879338,SB.27,,,CCM,ESPOSITO FOR CONGRESS,,,,,,PO BOX 622,,GOSHEN,NY,10924,G2024,,2024-09-26,14589.44,,DISTRIBUTION OF NET JFC PROCEEDS GENERAL 2024,,C00852889,,,ESPOSITO,ALISON,,,,H,NY,18,  ,,,,,,,
SB22,C00879338,SB.29,,,CCM,FEDORCHAK FOR ND,,,,,,PO BOX 2422,,BISMARCK,ND,58502,G2024,,2024-09-26,12367.70,,DISTRIBUTION OF NET JFC PROCEEDS GENERAL 2024,,C00869370,,,FEDORCHAK,JULIE,,,,H,ND,00,  ,,,,,,,
SB22,C00879338,SB.30,,,CCM,LAURIE BUCKOUT FOR CONGRESS,,,,,,PO BOX 97275,,RALEIGH,NC,27624,G2024,,2024-09-26,12288.41,,DISTRIBUTION OF NET JFC PROCEEDS GENERAL 2024,,C00853499,,,BUCKOUT,LAURIE,,,,H,NC,01,  ,,,,,,,
SB22,C00879338,SB.26,,,CCM,MAYRA FLORES FOR CONGRESS,,,,,,PO BOX 516,,LOS INDIOS,TX,78567,G2024,,2024-09-26,17171.35,,DISTRIBUTION OF NET JFC PROCEEDS GENERAL 2024,,C00768994,,,FLORES,MAYRA,,,,H,TX,34,  ,,,,,,,
SB22,C00879338,SB.28,,,CCM,MONIQUE FOR CONGRESS,,,,,,PO BOX 51034,,EUGENE,OR,97405,G2024,,2024-09-26,12461.02,,DISTRIBUTION OF NET JFC PROCEEDS GENERAL 2024,,C00856401,,,DESPAIN,MONIQUE,,,,H,OR,04,  ,,,,,,,
SB22,C00879338,SB.24,,,CCM,YVETTE4CONGRESS,,,,,,PO BOX 404,,LA LUZ,NM,88337,G2024,,2024-09-26,17600.81,,DISTRIBUTION OF NET JFC PROCEEDS GENERAL 2024,,C00655571,,,HERRELL,YVETTE,,,,H,NM,02,  ,,,,,,,
SB22,C00879338,SB.21,,,PAC,E-PAC,,,,,,PO BOX 500,,GLENS FALLS,NY,12801,,,2024-09-26,6160.93,,DISTRIBUTION OF NET JFC PROCEEDS,,C00570945,,,,,,,,,,,  ,,,,,,,
SB22,C00879338,SB.22,,,PTY,NRCC,,,,,,320 FIRST STREET SE,,WASHINGTON,DC,20003,,,2024-09-26,2597.98,,DISTRIBUTION OF NET JFC PROCEEDS,,C00075820,,,,,,,,,,,  ,,,,,,,
SB22,C00879338,SB.23,,,PTY,NRCC,,,,,,320 FIRST STREET SE,,WASHINGTON,DC,20003,,,2024-09-26,1335.04,,DISTRIBUTION OF NET JFC PROCEEDS ,,C00075820,,,,,,,,,,,  ,,,,,,,BUILDING FUND
