form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00875591,SB29.4126,,,ORG,FIRST CITIZENS BANK,,,,,,1825 KILDAIRE FARM ROAD,,CARY,NC,27518,,,2024-05-31,6.50,,BANK FEE - PAPER STATEMENT FEE,001,,,,,,,,,,,,,,,,,,X,
SB29,C00875591,SB29.4134,,,ORG,FIRST CITIZENS BANK,,,,,,1825 KILDAIRE FARM ROAD,,CARY,NC,27518,,,2024-05-31,6.50,,BANK FEE - PAPER STATEMENT FEE,001,C00875591,MAKE EDUCATION GREAT AGAIN - MEGAPAC,,,,,,,,,,,,,,,,X,
SB29,C00875591,SB29.4127,,,ORG,FIRST CITIZENS BANK,,,,,,1825 KILDAIRE FARM ROAD,,CARY,NC,27518,,,2024-06-28,6.50,,BANK FEE - PAPER STATEMENT FEE,001,C00875591,MAKE EDUCATION GREAT AGAIN - MEGAPAC,,,,,,,,,,,,,,,,X,
SB29,C00875591,SB29.4129,,,ORG,FIRST CITIZENS BANK,,,,,,1825 KILDAIRE FARM ROAD,,CARY,NC,27518,,,2024-06-28,6.50,,BANK FEE - PAPER STATEMENT FEE,001,C00875591,MAKE EDUCATION GREAT AGAIN - MEGAPAC,,,,,,,,,,,,,,,,X,
SB29,C00875591,SB29.4141,,,ORG,FIRST CITIZENS BANK,,,,,,1825 KILDAIRE FARM ROAD,,CARY,NC,27518,,,2024-06-28,36.00,,BANK FEE - PAPER STATEMENT FEE,001,C00875591,MAKE EDUCATION GREAT AGAIN - MEGAPAC,,,,,,,,,,,,,,,,X,
SB29,C00875591,SB29.4142,,,ORG,POSTNET,,,,,,3434 KILDAIRE FARM RD #135,,CARY,NC,27518,,,2024-05-16,10.75,,OFFICE EXPENSES,001,C00875591,MAKE EDUCATION GREAT AGAIN - MEGAPAC,,,,,,,,,,,,,,,,X,
SB29,C00875591,SB29.4114,,,ORG,SQUARESPACE,,,,,,Eight Clarkson Street 12th Floor N,,NEW YORK,NY,10014,,,2024-05-08,40.00,,WEBSITE FEES,001,,,,,,,,,,,,,,,,,,X,
SB29,C00875591,SB29.4116,,,ORG,SQUARESPACE,,,,,,Eight Clarkson Street 12th Floor N,,NEW YORK,NY,10014,,,2024-05-15,40.00,,WEBSITE FEES,001,,,,,,,,,,,,,,,,,,X,
SB29,C00875591,SB29.4136,,,ORG,SQUARESPACE,,,,,,Eight Clarkson Street 12th Floor N,,NEW YORK,NY,10014,,,2024-06-10,40.00,,WEBSITE FEES,001,C00875591,MAKE EDUCATION GREAT AGAIN - MEGAPAC,,,,,,,,,,,,,,,,X,
SB29,C00875591,SB29.4139,,,ORG,SQUARESPACE,,,,,,Eight Clarkson Street 12th Floor N,,NEW YORK,NY,10014,,,2024-06-17,40.00,,,,C00875591,MAKE EDUCATION GREAT AGAIN - MEGAPAC,,,,,,,,,,,,,,,,X,
