form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00206177,SB29.70017,,,CCM,ACE FOR KANSAS,,,,,,P.O. BOX 26453,,OVERLAND PARK,KS,66225,G2024,,2024-08-29,500.00,,KS State Repr District 28,,,,,,,,,,,,,,,,,,,,
SB29,C00206177,SB29.69935,,,CCM,Allenbrand 4 Commission,,,,,,26879 W. Shadow Cir,,Olathe,KS,66061,P2024,,2024-07-10,500.00,,Re-elect Johnson County Commissioner District 6,,,,,,,,,,,,,,,,,,,,
SB29,C00206177,SB29.69990,,,CCM,Allenbrand 4 Commission,,,,,,26879 W. Shadow Cir,,Olathe,KS,66061,G2024,,2024-08-29,500.00,,Re-elect for Johnson County Commissioner District 6,,,,,,,,,,,,,,,,,,,,
SB29,C00206177,SB29.69926,,,CCM,ALLISON FOR KANSAS,,,,,,P.O. BOX 292,,OLATHE,KS,66051,P2024,,2024-07-10,500.00,,Kansas House District 15,,,,,,,,,,,,,,,,,,,,
SB29,C00206177,SB29.70006,,,CCM,ALLISON FOR KANSAS,,,,,,P.O. BOX 292,,OLATHE,KS,66051,G2024,,2024-08-29,500.00,,Kansas House District 15,,,,,,,,,,,,,,,,,,,,
SB29,C00206177,SB29.70055,,,CCM,ASHLEY AUNE FOR MISSOURI,,,,,,P.O. BOX 919995,,KANSAS CITY,MO,64190,G2024,,2024-08-29,500.00,,MO State Repr. District 14,,,,,,,,,,,,,,,,,,,,
SB29,C00206177,SB29.70050,,,ORG,BECK FOR MISSOURI,,,,,,9426 BRENDA AVENUE,,ST.LOUIS,MO,63123,,,2024-08-29,2400.00,,State Senate 1st District,,,,,,,,,,,,,,,,,,,,
SB29,C00206177,SB29.70030,,,CCM,Benson4Kansas,,,,,,4829 W. 144th Terrace,,Leawood,KS,66224,G2024,,2024-09-03,500.00,,Kansas House District 27,,,,,,,,,,,,,,,,,,,,
SB29,C00206177,SB29.69963,,,CCM,Bluestem Foundation for Economic Freedom,,,,,,PO Box 2481,,Topeka,KS,66601,,,2024-08-02,30000.00,,to Support Pro-working Family Candidates/Poliicies,,,,,,,,,,,,,,,,,,,,
SB29,C00206177,SB29.70007,,,CCM,CINDY NEIGHBOR FOR KANSAS,,,,,,10405 W. 52ND TERRACE,,SHAWNEE,KS,66203,G2024,,2024-08-29,500.00,,State Repr District 18,,,,,,,,,,,,,,,,,,,,
