form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00083279,EB86198,,,ORG,CALIFORNIA ASSOCIATION OF REALTORS,,,,,,"915 L STREET, STE. 1460",,SACRAMENTO,CA,95814,,,2024-04-02,1431.90,,REIMBURSEMENT FOR FUNDRAISING EXPENSE,003,,,,,,,,,,,,,,,,,,,
SB21B,C00083279,EB86199,,,ORG,CALIFORNIA ASSOCIATION OF REALTORS,,,,,,"915 L STREET, STE. 1460",,SACRAMENTO,CA,95814,,,2024-04-02,39719.12,,REIMBURSEMENT FOR FUNDRAISING EXPENSE,003,,,,,,,,,,,,,,,,,,,
SB21B,C00083279,EB86200,,,ORG,CALIFORNIA ASSOCIATION OF REALTORS,,,,,,"915 L STREET, STE. 1460",,SACRAMENTO,CA,95814,,,2024-04-02,252.86,,REIMBURSEMENT FOR FUNDRAISING EXPENSE,003,,,,,,,,,,,,,,,,,,,
SB21B,C00083279,EB86674,,,ORG,CALIFORNIA ASSOCIATION OF REALTORS,,,,,,"915 L STREET, STE. 1460",,SACRAMENTO,CA,95814,,,2024-04-19,8647.75,,BANK CHARGES,001,,,,,,,,,,,,,,,,,,,
SB21B,C00083279,EB88593,,,ORG,CITIBANK,,,,,,4464 VAN NUYS BLVD.,,SHERMAN OAKS,CA,91403,,,2024-04-04,17.00,,BANK CHARGE,001,,,,,,,,,,,,,,,,,,,
SB21B,C00083279,EB88595,,,ORG,CITIBANK,,,,,,4464 VAN NUYS BLVD.,,SHERMAN OAKS,CA,91403,,,2024-04-18,204.50,,BANK CHARGE,001,,,,,,,,,,,,,,,,,,,
SB21B,C00083279,EB88596,,,ORG,CITIBANK,,,,,,4464 VAN NUYS BLVD.,,SHERMAN OAKS,CA,91403,,,2024-05-20,84.50,,BANK CHARGE,001,,,,,,,,,,,,,,,,,,,
SB21B,C00083279,EB88597,,,ORG,CITIBANK,,,,,,4464 VAN NUYS BLVD.,,SHERMAN OAKS,CA,91403,,,2024-06-18,84.50,,BANK CHARGE,001,,,,,,,,,,,,,,,,,,,
SB21B,C00083279,EB86677,,,ORG,CITRUS VALLEY ASSOCIATION OF REALTORS,,,,,,504 E. ROUTE 66,,GLENDORA,CA,91740,,,2024-06-10,2044.00,,REIMBURSEMENT FOR FUNDRAISING EXPENSE,003,,,,,,,,,,,,,,,,,,,
SB21B,C00083279,XB85EB86677,EB86677,SB21B,ORG,STREET LEVEL STRATEGIES,,,,,,"80 W. SIERRA MADRE, STE. 504",,SIERRA MADRE,CA,91024,,,2024-06-10,2044.00,,,003,,,,,,,,,,,,CITRUS VALLEY ASSOCIATION OF REALTORS,504 E. ROUTE 66,,GLENDORA,CA,91740,X,
SB21B,C00083279,EB86201,,,ORG,FRANCHISE TAX BOARD,,,,,,P.O. BOX 942857,,SACRAMENTO,CA,94257,,,2024-04-08,11747.00,,STATE TAX PAYMENT,001,,,,,,,,,,,,,,,,,,,
SB21B,C00083279,EB86654,,,ORG,INTERNAL REVENUE SERVICE,,,,,,324 25TH STREET,,OGDEN,UT,84401,,,2024-04-10,26441.00,,FEDERAL TAX PAYMENT,001,,,,,,,,,,,,,,,,,,,
SB21B,C00083279,EB86678,,,ORG,MAMMOTH LAKES BOARD OF REALTORS,,,,,,"549 OLD MAMMOTH RD., STE. 11A",,MAMMOTH LAKES,CA,93546,,,2024-06-17,154.65,,REIMBURSEMENT FOR FUNDRAISING EXPENSE,003,,,,,,,,,,,,,,,,,,,
SB21B,C00083279,EB90081,,,ORG,MERRILL LYNCH,,,,,,"5260 N. PALM AVE., STE. 100",,FRESNO,CA,93704,,,2024-06-30,171.00,,BANK CHARGES,001,,,,,,,,,,,,,,,,,,,
SB21B,C00083279,EB86673,,,ORG,SOUTHLAND REGIONAL ASSOCIATION OF REALTORS,,,,,,7232 BALBOA BLVD.,,VAN NUYS,CA,91406,,,2024-04-18,1086.16,,REIMBURSEMENT FOR FUNDRAISING EXPENSE,003,,,,,,,,,,,,,,,,,,,
SB21B,C00083279,EB86672,,,ORG,TULARE COUNTY ASSOCIATION OF REALTORS,,,,,,2424 E. VALLEY OAKS DR.,,VISALIA,CA,93292,,,2024-04-17,89.86,,REIMBURSEMENT FOR FUNDRAISING EXPENSE,003,,,,,,,,,,,,,,,,,,,
SB21B,C00083279,EB86676,,,ORG,TULARE COUNTY ASSOCIATION OF REALTORS,,,,,,2424 E. VALLEY OAKS DR.,,VISALIA,CA,93292,,,2024-05-10,140.00,,REIMBURSEMENT FOR FUNDRAISING,003,,,,,,,,,,,,,,,,,,,
