form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00373696,500065221,,,CCM,ARMSTRONG FOR CONGRESS,,,,,,1515 Burnt Boat Dr,# 112,Bismarck,ND,585031333,P2024,,2023-02-06,1000.00,0.00,Contribution,,C00670547,,,ARMSTRONG,KELLY,,,,H,ND,01,,,,,,,,
SB23,C00373696,500065223,,,CCM,BALDERSON FOR CONGRESS,,,,,,4679 Winterset Dr,,Columbus,OH,432208113,P2024,,2023-02-06,1000.00,0.00,Contribution,,C00662650,,,BALDERSON,WILLIAM,TROY,,,H,OH,12,,,,,,,,
SB23,C00373696,500065224,,,CCM,BARRAGAN FOR CONGRESS,,,,,,1840 S Gaffey St,# 421,San Pedro,CA,907315324,P2024,,2023-02-06,2500.00,0.00,Contribution,,C00577353,,,Barragan,Nanette,,,,H,CA,44,,,,,,,,
SB23,C00373696,500065225,,,CCM,BILIRAKIS FOR CONGRESS,,,,,,PO Box 606,,Tarpon Springs,FL,346880606,P2024,,2023-02-06,2500.00,0.00,Contribution,,C00408534,,,Bilirakis,Gus,M,,,H,FL,12,,,,,,,,
SB23,C00373696,500065426,,,CCM,CASTOR FOR CONGRESS,,,,,,301 W Platt St,# 385,Tampa,FL,336062292,P2024,,2023-02-13,1000.00,0.00,Contribution,,C00410761,,,Castor,Kathy,,Rep.,,H,FL,14,,,,,,,,
SB23,C00373696,500065214,,,CCM,CATHY MCMORRIS RODGERS FOR CONGRESS,,,,,,PO Box 137,,Spokane,WA,992100137,P2024,,2023-02-06,3000.00,0.00,Contribution,,C00390476,,,McMorris Rodgers,Cathy,,,,H,WA,05,,,,,,,,
SB23,C00373696,500065215,,,PAC,CMR POLITICAL ACTION COMMITTEE,,,,,,PO Box 2485,,Springfield,VA,221520485,,,2023-02-06,3000.00,0.00,Contribution,,C00469429,CMR POLITICAL ACTION COMMITTEE,,,,,,,,,,,,,,,,,
SB23,C00373696,500065428,,,PAC,CMR POLITICAL ACTION COMMITTEE,,,,,,PO Box 2485,,Springfield,VA,221520485,,,2023-02-06,1000.00,0.00,Contribution,,C00469429,CMR POLITICAL ACTION COMMITTEE,,,,,,,,,,,,,,,,,
SB23,C00373696,500065220,,,PAC,CONTINUING AMERICA'S STRENGTH AND SECURITY PAC,,,,,,PO Box 80694,,Baton Rouge,LA,708980694,,,2023-02-06,5000.00,0.00,Contribution,,C00480228,CONTINUING AMERICA'S STRENGTH AND SECURITY PAC,,,,,,,,,,,,,,,,,
SB23,C00373696,500065222,,,CCM,DAN CRENSHAW FOR CONGRESS,,,,,,PO Box 430965,,Houston,TX,772430965,P2024,,2023-02-06,1000.00,0.00,Contribution,,C00660795,,,CRENSHAW,DANIEL,,,,H,TX,02,,,,,,,,
SB23,C00373696,500065227,,,CCM,DARREN SOTO FOR CONGRESS,,,,,,338 N Magnolia Ave,Ste D,Orlando,FL,328011639,P2024,,2023-02-06,2500.00,0.00,Contribution,,C00581074,,,Soto,Darren,,,,H,FL,09,,,,,,,,
SB23,C00373696,500065210,,,CCM,DEBBIE DINGELL FOR CONGRESS,,,,,,19855 Outer Dr,Ste 103,Dearborn,MI,481242022,P2024,,2023-02-06,1500.00,0.00,Contribution,,C00558213,,,Dingell,Debbie,,,,H,MI,06,,,,,,,,
SB23,C00373696,500065216,,,CCM,DEBORAH ROSS FOR CONGRESS,,,,,,PO Box 28258,,Raleigh,NC,276118258,P2024,,2023-02-06,1000.00,0.00,Contribution,,C00729277,,,ROSS,DEBORAH,,,,H,NC,02,,,,,,,,
SB23,C00373696,500065226,,,CCM,DR. RAUL RUIZ FOR CONGRESS,,,,,,PO Box 3433,,Palm Desert,CA,922613433,P2024,,2023-02-06,2500.00,0.00,Contribution,,C00502575,,,Ruiz,Raul,DR.,,,H,CA,25,,,,,,,,
SB23,C00373696,500065212,,,CCM,FRIENDS OF JOHN BARRASSO,,,,,,PO Box 52008,,Casper,WY,826052008,P2024,,2023-02-06,1500.00,0.00,Contribution,,C00436386,,,Barrasso,John,,Sen.,,S,WY,,,,,,,,,
SB23,C00373696,500065217,,,CCM,JULIA BROWNLEY FOR CONGRESS,,,,,,PO Box 2018,,Thousand Oaks,CA,913582018,P2024,,2023-02-06,1000.00,0.00,Contribution,,C00513077,,,Brownley,Julia,,Rep.,,H,CA,26,,,,,,,,
