form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00219642,88474338,,,PAC,Congressional Black Caucus PAC,,,,,,PO Box 33079,,Washington,DC,20033,,,2024-03-14,-5000.00,0.00,Void - Congressional Black Caucus PAC - check dated 7/17/2023,011,C00147512,,,,,,,,,,,,,,,,,,Void - Congressional Black Caucus PAC - check dated 7/17/2023
SB23,C00219642,88474347,,,CCM,Stanton For Congress,,,,,,4340 E Indian School Road,Suite 21-518,Phoenix,AZ,85018,P2024,,2024-03-14,-2500.00,0.00,Void - Stanton For Congress - check dated 8/30/2023,011,C00657304,Stanton For Congress,H8AZ09040,Stanton,Greg,,Rep.,,H,AZ,04,,,,,,,,Void - Stanton For Congress - check dated 8/30/2023
SB23,C00219642,88477916,,,CCM,Elfreth For Maryland,,,,,,PO Box 5935,,Annapolis,MD,21403,P2024,,2024-03-15,1000.00,0.00,Contribution,011,C00855353,Elfreth For Maryland,H4MD03156,Elfreth,Sarah,,Sen.,,H,MD,03,,,,,,,,Contribution
SB23,C00219642,88488673,,,PTY,DCCC,,,,,,"430 South Capitol Street, SE",2nd Floor,Washington,DC,20003,,,2024-03-20,15000.00,0.00,Contribution,011,C00000935,,,,,,,,,,,,,,,,,,Contribution
SB23,C00219642,88488674,,,PTY,DSCC,,,,,,120 Maryland Avenue NE,,Washington,DC,20002,,,2024-03-20,15000.00,0.00,Contribution,011,C00042366,,,,,,,,,,,,,,,,,,Contribution
SB23,C00219642,88488675,,,PAC,Turquoise PAC,,,,,,611 Pennsylvania Ave SE,#143,Washington,DC,20003,,,2024-03-20,2500.00,0.00,Contribution,011,C00517235,,,,,,,,,,,,,,,,,,Contribution
SB23,C00219642,88488676,,,CCM,Tammy Baldwin For Senate,,,,,,PO Box 696,,Madison,WI,53701,G2024,,2024-03-20,2500.00,0.00,Contribution,011,C00326801,Tammy Baldwin For Senate,S2WI00219,Baldwin,Tammy,,Sen.,,S,WI,,,,,,,,,Contribution
SB23,C00219642,88488677,,,CCM,Shaheen For Senate,,,,,,PO Box 33079,,Washington,DC,20033,P2026,,2024-03-20,2500.00,0.00,Contribution,011,C00457325,Shaheen For Senate,S0NH00219,Shaheen,Jeanne,,Sen.,,S,NH,,,,,,,,,Contribution
SB23,C00219642,88488678,,,PAC,Responsibility and Freedom Work PAC (RFWPAC),,,,,,PO Box 54,,Jackson,MS,39205,,,2024-03-20,2500.00,0.00,Contribution,011,C00368696,,,,,,,,,,,,,,,,,,Contribution
SB23,C00219642,88488679,,,CCM,Thom Tillis Committee,,,,,,PO Box 97396,,Raleigh,NC,27624,P2026,,2024-03-20,2500.00,0.00,Contribution,011,C00545772,Thom Tillis Committee,S4NC00162,Tillis,Thom,,Sen.,,S,NC,,,,,,,,,Contribution
