form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00685297,500049620,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-02-05,1716.53,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00685297,500053758,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-02-12,3027.58,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00685297,500054922,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-02-19,2366.28,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00685297,500053761,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-02-26,2432.52,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00685297,500050464,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-02-28,706.28,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00685297,500050381,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-03-05,1465.03,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00685297,500055178,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-03-12,4262.62,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00685297,500055358,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-03-19,3766.32,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00685297,500055915,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-03-26,3151.45,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00685297,500055916,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-03-31,2496.32,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00685297,500055938,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-04-02,920.42,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00685297,500055970,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-04-09,3542.02,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00685297,500079830,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-04-16,4027.20,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00685297,500111680,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-04-23,5043.80,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00685297,500190887,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-04-30,4576.42,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00685297,500191710,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-05-07,3302.97,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00685297,500191895,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-05-14,3785.39,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00685297,500196443,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-05-21,3265.78,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00685297,500196657,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2023-05-28,3013.62,0.00,Merchant Fees,,,,,,,,,,,,,,,,,,,,
