form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00685297,500053989,,,CCM,Andrea Salinas For Oregon,,,,,,PO Box 230985,,Tigard,OR,972810985,P2024,,2023-03-16,1000.00,0.00,Contribution,,C00793703,,,SALINAS,ANDREA,,,,H,OR,06,,,,,,,,
SB23,C00685297,500055390,,,CCM,Andrea Salinas For Oregon,,,,,,PO Box 230985,,Tigard,OR,972810985,P2024,,2023-03-27,2000.00,0.00,Contribution,,C00793703,,,SALINAS,ANDREA,,,,H,OR,06,,,,,,,,
SB23,C00685297,500053765,,,CCM,Angie Craig For Congress,,,,,,PO Box 22116,,Eagan,MN,551220116,P2024,,2023-03-16,1000.00,0.00,Contribution,,C00575209,,,CRAIG,ANGELA,DAWN,,,H,MN,02,,,,,,,,
SB23,C00685297,500055410,,,CCM,Angie Craig For Congress,,,,,,PO Box 22116,,Eagan,MN,551220116,P2024,,2023-03-27,2000.00,0.00,Contribution,,C00575209,,,CRAIG,ANGELA,DAWN,,,H,MN,02,,,,,,,,
SB23,C00685297,500191940,,,CCM,Angie Craig For Congress,,,,,,PO Box 22116,,Eagan,MN,551220116,P2024,,2023-05-22,2000.00,0.00,Contribution,,C00575209,,,CRAIG,ANGELA,DAWN,,,H,MN,02,,,,,,,,
SB23,C00685297,500192010,,,CCM,Angie Craig For Congress,,,,,,PO Box 22116,,Eagan,MN,551220116,G2024,,2023-05-22,500.00,0.00,Contribution,,C00575209,,,CRAIG,ANGELA,DAWN,,,H,MN,02,,,,,,,,
SB23,C00685297,500200375,,,ORG,Apollo Artistry,,,,,,1165 N Clark St,Ste 700,Chicago,IL,606102821,,,2023-06-14,3000.00,0.00,InKind: Website Graphics,,C00840702,PRO-CHOICE WOMEN,,,,,,,,,,,,,,,,,
SB23,C00685297,500055183,,,CCM,Barbara Lee For US Senate,,,,,,PO Box 6787,,Oakland,CA,946030787,P2024,,2023-03-16,1000.00,0.00,Contribution,,C00833608,,,Lee,Barbara,,,,S,CA,00,,,,,,,,
SB23,C00685297,500049634,,,CCM,Barragan For Congress,,,,,,1840 S Gaffey St,# 421,San Pedro,CA,907315324,P2024,,2023-03-16,1000.00,0.00,Contribution,,C00577353,,,BARRAGAN,NANETTE,,,,H,CA,44,,,,,,,,
SB23,C00685297,500055411,,,CCM,Barragan For Congress,,,,,,1840 S Gaffey St,# 421,San Pedro,CA,907315324,P2024,,2023-03-27,2000.00,0.00,Contribution,,C00577353,,,BARRAGAN,NANETTE,,,,H,CA,44,,,,,,,,
