form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00214981,11801316,,,COM,Dustin Burrows Campaign,,,,,,PO Box 2569,,Lubbock,TX,79408,,,2024-02-08,10000.00,0.00,Non-Federal Campaign Contribution,011,,,,Burrows,Dustin,,,,,,,,,,,,,,Non-Federal Campaign Contribution
SB29,C00214981,11801394,,,COM,Friends of Paul Bettencourt,,,,,,1 E Greenway Plaza STE 225,,Houston,TX,77046,,,2024-02-08,1000.00,0.00,Non-Federal Campaign Contribution,011,,,,Bettencourt,Paul,,,,,,,,,,,,,,Non-Federal Campaign Contribution
SB29,C00214981,11801400,,,COM,Nathan Johnson Campaign,,,,,,PO Box 670994,,Dallas,TX,753670994,,,2024-02-08,1000.00,0.00,Non-Federal Campaign Contribution,011,,,,Johnson,Nathan,,,,,,,,,,,,,,Non-Federal Campaign Contribution
SB29,C00214981,11801420,,,COM,Jill Dutton For Texas House,,,,,,411 VZCR 4503,,Ben Wheeler,TX,75754,,,2024-02-08,2500.00,0.00,Non-Federal Campaign Contribution,011,,,,Dutton,Jill,,,,,,,,,,,,,,Non-Federal Campaign Contribution
SB29,C00214981,11801421,,,COM,Texans for Trent Ashby,,,,,,P.O. Box 412,,Lufkin,TX,75902,,,2024-02-08,1000.00,0.00,Non-Federal Campaign Contribution,011,,,,Ashby,Trent,,,,,,,,,,,,,,Non-Federal Campaign Contribution
SB29,C00214981,11801422,,,COM,Travis Clardy for Texas State Representative,,,,,,209 E. Main St.,,Nacogdoches,TX,75961,,,2024-02-08,1000.00,0.00,Non-Federal Campaign Contribution,011,,,,Clardy,Travis,,,,,,,,,,,,,,Non-Federal Campaign Contribution
SB29,C00214981,11801423,,,COM,Toth for State House,,,,,,67 Chestnut Meadow Dr.,Suite# 100,Conroe,TX,77384,,,2024-02-08,1000.00,0.00,Non-Federal Campaign Contribution,011,,,,Toth,Steve,,,,,,,,,,,,,,Non-Federal Campaign Contribution
SB29,C00214981,11801434,,,COM,Terry Wilson Campaign,,,,,,P.O. Box 489,,Marble Falls,TX,78654,,,2024-02-08,1000.00,0.00,Non-Federal Campaign Contribution,011,,,,Wilson,Terry,,,,,,,,,,,,,,Non-Federal Campaign Contribution
SB29,C00214981,11801445,,,COM,Texans for Dade,,,,,,P.O. Box 848,,Nederland,TX,77627,,,2024-02-08,5000.00,0.00,Non-Federal Campaign Contribution,011,,,,Phelan,Dade,,,,,,,,,,,,,,Non-Federal Campaign Contribution
SB29,C00214981,11801446,,,COM,Christian Manuel Campaign,,,,,,505 Orleans St,,Beaumont,TX,77701,,,2024-02-08,500.00,0.00,Non-Federal Campaign Contribution,011,,,,Manuel,Christian,,,,,,,,,,,,,,Non-Federal Campaign Contribution
SB29,C00214981,11801457,,,COM,Greg Bonnen Campaign,,,,,,405 David St,,Friendswood,TX,77546,,,2024-02-08,1000.00,0.00,Non-Federal Campaign Contribution,011,,,,Bonnen,Greg,,,,,,,,,,,,,,Non-Federal Campaign Contribution
SB29,C00214981,11801491,,,COM,Jacey Jetton Campaign,,,,,,77 Sugar Creek Center Blvd.,Suite 600,Sugar Land,TX,77478,,,2024-02-08,1000.00,0.00,Non-Federal Campaign Contribution,011,,,,Jetton,Jacey,,,,,,,,,,,,,,Non-Federal Campaign Contribution
