form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00027359,48604490,,,PTY,BLUE DOG PAC,,,,,,P.O. Box 83142,,Gaithersburg,MD,20883,,,2023-05-02,5000.00,0.00,,011,,,,,,,,,,,,,,,,,,,
SB23,C00027359,48604491,,,CCM,Bob Casey for Senate Committee,,,,,,P.O. Box 58746,,Philadelphia,PA,19102,P2024,,2023-05-02,2500.00,0.00,,011,,,,CASEY,BOB,,,,S,PA,,,,,,,,,
SB23,C00027359,48604493,,,PAC,Future Forum PAC,,,,,,P.O. Box 83142,,Gaithersburg,MD,20883,,,2023-05-02,5000.00,0.00,,011,C00625988,,,,,,,,,,,,,,,,,,
SB23,C00027359,48604743,,,CCM,Johnson For Congress,,,,,,PO Box 906,,Marietta,OH,45750,P2024,,2023-05-03,2500.00,0.00,,011,C00476820,Johnson For Congress,H0OH06189,Johnson,Bill,,Rep.,USAF (Ret),H,OH,06,,,,,,,,
SB23,C00027359,48607549,,,CCM,Friends Of Dave Joyce,,,,,,9856 Archer Ln,,Dublin,OH,430178914,P2024,,2023-05-05,5000.00,0.00,,011,C00527457,Friends Of Dave Joyce,H2OH14064,Joyce,Dave,,Rep.,,H,OH,14,,,,,,,,
SB23,C00027359,48607550,,,CCM,Kaine for Virginia,,,,,,1490-5A Quarterpath Rd.,272,Williamsburg,VA,23185,P2024,,2023-05-05,2500.00,0.00,,011,,,,Kaine,Tim,,,,S,VA,,,,,,,,,
SB23,C00027359,48607551,,,PAC,Shore PAC,,,,,,495 Broadway,,Long Branch,NJ,07740,,,2023-05-05,5000.00,0.00,,011,,,,,,,,,,,,,,,,,,,
SB23,C00027359,48607552,,,PAC,Congressional Progressive Caucus PAC,,,,,,PO BOX 33079,,Washington,DC,20033,,,2023-05-05,5000.00,0.00,,011,C00513176,,,,,,,,,,,,,,,,,,
SB23,C00027359,48613888,,,PTY,IADLC - ITALIAN AMERICAN DEMOCRATIC LEADERSHIP COUNCIL,,,,,,"555 Eleventh Street, NW",#402,WASHINGTON,DC,20004,,,2023-05-11,5000.00,0.00,,011,,,,,,,,,,,,,,,,,,,
SB23,C00027359,48613976,,,PAC,New Democrat Coalition Action Fund,,,,,,233 PENNSYLVANIA AVE SE,2nd FLOOR,Washington,DC,20003,,,2023-05-11,5000.00,0.00,,011,C00409730,,,,,,,,,,,,,,,,,,
SB23,C00027359,48638552,,,PAC,Fair Shot PAC,,,,,,P.O. Box 15,,Boston,MA,02137,,,2023-05-23,5000.00,0.00,,011,C00574970,,,,,,,,,,,,,,,,,,
SB23,C00027359,48638553,,,CCM,Richard E Neal For Congress Committee,,,,,,76 Magnolia Terrace,,Springfield,MA,01108,P2024,,2023-05-23,5000.00,0.00,,011,C00226522,Richard E Neal For Congress Committee,H8MA02041,Neal,Richard,,Rep.,,H,MA,01,,,,,,,,
SB23,C00027359,48645161,,,CCM,Committee To Elect Jared Golden,,,,,,PO Box 7108,,Lewiston,ME,04240,P2024,,2023-05-30,1000.00,0.00,,011,C00653816,Committee To Elect Jared Golden,H8ME02185,Golden,Jared,,Rep.,USMC (Ret),H,ME,02,,,,,,,,
SB23,C00027359,48645162,,,CCM,STEPHEN LYNCH FOR CONGRESS,,,,,,PO BOX 15394,,WASHINGTON,DC,20003,P2024,,2023-05-30,5000.00,0.00,,011,,,,LYNCH,STEPHEN,,,F,H,MA,08,,,,,,,,
SB23,C00027359,48645163,,,CCM,Becca Balint For Vermont,,,,,,P.O. Box 291,,Burlington,VT,05402,P2024,,2023-05-30,1000.00,0.00,,011,C00797175,Becca Balint For Vermont,H2VT01076,Balint,Becca,,Rep.,,H,VT,01,,,,,,,,
SB23,C00027359,48645164,,,CCM,Re-Elect McGovern Committee,,,,,,P.O. BOX 60405,,WORCESTER,MA,016060405,P2024,,2023-05-30,5000.00,0.00,,011,,,,MCGOVERN,JAMES,,,,H,MA,02,,,,,,,,
SB23,C00027359,48645224,,,CCM,Moulton for Congress,,,,,,P.O. Box 2013,,Salem,MA,01970,P2024,,2023-05-30,1000.00,0.00,,011,C00547240,Moulton for Congress,,Moulton,Seth,,,,H,MA,06,,,,,,,,
SB23,C00027359,48645225,,,CCM,Chris Pappas For Congress,,,,,,PO Box 313,,Manchester,NH,03105,P2024,,2023-05-30,2500.00,0.00,,011,C00660464,Chris Pappas For Congress,H8NH01210,Pappas,Chris,,Rep.,,H,NH,01,,,,,,,,
SB23,C00027359,48813931,,,CCM,Kuster for Congress,,,,,,PO Box 1498,,Concord,NH,03302,P2024,,2023-05-30,2500.00,0.00,,011,,,,Kuster,Ann,McLane,,,H,NH,02,,,,,,,,
