form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00002766,19782155,,,CCM,Maggie for NH,,,,,,PO Box 298,,Concord,NH,03302,P2024,,2023-10-02,5000.00,0.00,Contribution,011,C00588772,Maggie for NH,,Hassan,Maggie,,,,S,NH,,,,,,,,,Contribution
SB23,C00002766,19782160,,,PAC,Congressional Black Caucus PAC,,,,,,PO Box 33079,,Washington,DC,20033,,,2023-10-02,5000.00,0.00,Contribution,011,C00147512,,,,,,,,,,,,,,,,,,Contribution
SB23,C00002766,19782818,,,PTY,DSCC,,,,,,"120 MARYLAND AVENUE, NE",,WASHINGTON,DC,20002,,,2023-10-04,5000.00,0.00,Contribution,011,C00042366,,,,,,,,,,,,,,,,,,Contribution
SB23,C00002766,19782819,,,PTY,DCCC,,,,,,"430 South Capitol Street, SE",2nd Floor,Washington,DC,20003,,,2023-10-04,30000.00,0.00,Contribution - Building Fund,011,C00000935,,,,,,,,,,,,,,,,,,Contribution - Building Fund
SB23,C00002766,19782820,,,PTY,DCCC,,,,,,"430 South Capitol Street, SE",2nd Floor,Washington,DC,20003,,,2023-10-04,45000.00,0.00,Contribution - Recount Fund,011,C00000935,,,,,,,,,,,,,,,,,,Contribution - Recount Fund
SB23,C00002766,19783049,,,PTY,Rhode Island Democratic Party (Federal),,,,,,PO Box 6004,,Providence,RI,02940,,,2023-10-04,-1000.00,0.00,Voided Check from 6/12/2023,011,,,,,,,,,,,,,,,,,,,Voided Check from 6/12/2023
SB23,C00002766,19813656,,,CCM,Klobuchar For Minnesota,,,,,,PO Box 4146,,St Paul,MN,55104,G2024,,2023-10-11,2000.00,0.00,Contribution,011,C00431353,Klobuchar For Minnesota,S6MN00267,Klobuchar,Amy,,,,S,MN,,,,,,,,,Contribution
SB23,C00002766,19813754,,,CCM,Greg Casar for Congress,,,,,,P.O. Box 301923,,Austin,TX,78703,P2024,,2023-10-11,2500.00,0.00,Contribution,011,C00791897,Greg Casar for Congress,,Casar,Greg,,,,H,TX,35,,,,,,,,Contribution
SB23,C00002766,19814927,,,PAC,Blue Majority PAC,,,,,,"499 S Capitol Street, SW",Suite 420,Washington,DC,20003,,,2023-10-12,5000.00,0.00,Contribution,011,C00529693,,H2WI02124,,,,,,,,,,,,,,,,Contribution
SB23,C00002766,19814941,,,CCM,Tammy Baldwin For Senate,,,,,,P.O. Box 696,,Madison,WI,53701,P2024,,2023-10-13,5000.00,0.00,Contribution,011,C00326801,Tammy Baldwin For Senate,S2WI00219,Baldwin,Tammy,,,,S,WI,,,,,,,,,Contribution
SB23,C00002766,19815179,,,PAC,Morelle Victory Fund,,,,,,PO Box 90914,,Rochester,NY,14609,,,2023-10-16,5000.00,0.00,Contribution,011,C00714527,,,,,,,,,,,,,,,,,,Contribution
SB23,C00002766,19815202,,,CCM,Shontel Brown For Congress,,,,,,"413 New Jersey Avenue, SE",,Washington,DC,20003,P2024,,2023-10-16,1000.00,0.00,Contribution,011,C00764381,Shontel Brown For Congress,H2OH11169,Brown,Shontel,,,,H,OH,11,,,,,,,,Contribution
SB23,C00002766,19830851,,,CCM,Friends Of Bennie Thompson,,,,,,"413 New Jersey Avenue, SE",,Washington,DC,20003,P2024,,2023-10-17,1000.00,0.00,Contribution,011,C00279851,Friends Of Bennie Thompson,H4MS02068,Thompson,Bennie,,,,H,MS,02,,,,,,,,Contribution
SB23,C00002766,19832305,,,COM,Biden Victory Fund,,,,,,"430 South Capitol Street, SE",,Washington,DC,20003,,,2023-10-23,60000.00,0.00,Contribution,011,,,,,,,,,,,,,,,,,,,Contribution
SB23,C00002766,19832508,,,CCM,Derek Marshall For Congress,,,,,,PO Box 2836,,Victorville,CA,92395,P2024,,2023-10-24,500.00,0.00,Contribution,011,C00765461,Derek Marshall For Congress,H2CA08214,Marshall,Derek,,,,H,CA,23,,,,,,,,Contribution
