form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00545194,500071110,,,ORG,Buchanan for Florida,,,,,,133 Harbor Dr S,,Venice,FL,342852214,G2024,,2024-09-16,5000.00,0.00,Non-Federal Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00545194,500071094,,,ORG,Catherine Stefani for Assembly 2024,,,,,,312 Clay St,Ste 300,Oakland,CA,946073510,G2024,,2024-09-16,1500.00,0.00,Non-Federal Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00545194,500071112,,,ORG,Citizens for Building Florida's Future,,,,,,1103 Hays St,,Tallahassee,FL,323012631,G2024,,2024-09-16,5000.00,0.00,Non-Federal Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00545194,500071105,,,ORG,Donovan for Assembly,,,,,,5302 Woodbridge Ln S,,Greenfield,WI,532213234,G2024,,2024-09-16,500.00,0.00,Non-Federal Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00545194,500071097,,,ORG,Friends for Jessie,,,,,,6633 S Crane Dr,,Oak Creek,WI,531541211,G2024,,2024-09-16,500.00,0.00,Non-Federal Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00545194,500071109,,,ORG,Friends of Corey Simon,,,,,,2460 -A MITCHAM Dr,,Tallahassee,FL,32308,G2024,,2024-09-16,5000.00,0.00,Non-Federal Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00545194,500071113,,,ORG,Friends of Grif Griffitts,,,,,,133 Harbor Dr S,,Venice,FL,342852214,G2024,,2024-09-16,2500.00,0.00,Non-Federal Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00545194,500071107,,,ORG,Friends of Lisa Subeck,,,,,,818 S Gammon Rd,Apt 4,Madison,WI,537191376,G2024,,2024-09-16,250.00,0.00,Non-Federal Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00545194,500071103,,,ORG,Friends of Pat Snyder,,,,,,PO Box 1312,,Wausau,WI,544021312,G2024,,2024-09-16,500.00,0.00,Non-Federal Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00545194,500071100,,,ORG,Friends of Steve Doyle,,,,,,N5525 Hauser Rd,,Onalaska,WI,546508913,G2024,,2024-09-16,500.00,0.00,Non-Federal Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00545194,500071111,,,ORG,Growing Florida's Leadership,,,,,,2055 NW Diamond Creek Way,,Jensen Beach,FL,349574427,G2024,,2024-09-16,5000.00,0.00,Non-Federal Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00545194,500071106,,,ORG,Kaufert for Assembly,,,,,,1360 Alpine Ln,,Neenah,WI,549564433,G2024,,2024-09-16,500.00,0.00,Non-Federal Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00545194,500071096,,,ORG,Kurtz for Assembly,,,,,,PO Box 23,,Wonewoc,WI,539680023,G2024,,2024-09-16,500.00,0.00,Non-Federal Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00545194,500071108,,,ORG,Lots of People Supporting Mike Bare,,,,,,543 Harvest Ln,,Verona,WI,535931716,G2024,,2024-09-16,250.00,0.00,Non-Federal Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00545194,500071102,,,ORG,Maggy Krell for Assembly 2024,,,,,,400 Capitol Mall,Ste 2400,Sacramento,CA,958144428,G2024,,2024-09-16,1500.00,0.00,Non-Federal Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00545194,500071092,,,ORG,Pfaff for State Senate,,,,,,PO Box 684,,La Crosse,WI,546020684,,,2024-09-16,1000.00,0.00,Non-Federal Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00545194,500071098,,,ORG,Taxpayers for Marklein,,,,,,S11665 Soeldner Rd,,Spring Green,WI,535889757,G2024,,2024-09-16,500.00,0.00,Non-Federal Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00545194,500071101,,,ORG,Tip for WI,,,,,,3304 27th St,,Kenosha,WI,531441427,G2024,,2024-09-16,500.00,0.00,Non-Federal Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00545194,500071099,,,COM,WI Republican Assembly Campaign Committee,,,,,,148 E Johnson St,,Madison,WI,537032120,,,2024-09-16,9000.00,0.00,Non-Federal Contribution,,,,,,,,,,,,,,,,,,,,
SB29,C00545194,500071104,,,ORG,Zimmerman for Wisconsin,,,,,,W10887 87th Ave,,River Falls,WI,54022,G2024,,2024-09-16,1000.00,0.00,Non-Federal Contribution,,,,,,,,,,,,,,,,,,,,
