form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00612820,E-725,,,IND,,Rodgers,Antwain,,,,411 West Woodruff,,Hazel Park,MI,48030,G2024,,2024-11-03,83.34,2024-11-04,1961582.26,Event Entertainment,007,,S,P80000722,Harris,Kamala,D.,,,P,00,,Berman,Jeff,,,,2024-12-05,
SE,C00612820,E-660,,,ORG,Community Change Action,,,,,,1536 U Street Northwest,,Washington,DC,20009,G2024,,2024-10-28,3769.74,2024-10-28,1703515.43,Sticker Printing,006,,S,P80000722,Harris,Kamala,D.,,,P,00,,Berman,Jeff,,,,2024-12-05,
SE,C00612820,E-692,,,ORG,Community Change Action,,,,,,1536 U Street Northwest,,Washington,DC,20009,G2024,,2024-10-31,7453.84,2024-10-31,1840969.27,"In-kind Staff: Services to plan, draft & distribute communications",001,,S,P80000722,Harris,Kamala,D.,,,P,00,,Berman,Jeff,,,,2024-12-05,X
SE,C00612820,E-693,,,ORG,Community Change Action,,,,,,1536 U Street Northwest,,Washington,DC,20009,G2024,,2024-10-31,287.89,2024-10-31,69194.61,"In-kind Staff: Services to plan, draft & distribute communications",001,,S,S6PA00217,Casey,Robert,P.,,Jr.,S,00,PA,Berman,Jeff,,,,2024-12-05,X
SE,C00612820,E-694,,,ORG,Community Change Action,,,,,,1536 U Street Northwest,,Washington,DC,20009,G2024,,2024-10-31,169.70,2024-10-31,78170.11,"In-kind Staff: Services to plan, draft & distribute communications",001,,S,S2WI00219,Baldwin,Tammy,,,,S,00,WI,Berman,Jeff,,,,2024-12-05,X
SE,C00612820,E-695,,,ORG,Community Change Action,,,,,,1536 U Street Northwest,,Washington,DC,20009,G2024,,2024-10-31,426.17,2024-10-31,61936.33,"In-kind Staff: Services to plan, draft & distribute communications",001,,S,H2CA13115,Gray,Adam,C.,,,H,13,CA,Berman,Jeff,,,,2024-12-05,X
SE,C00612820,E-696,,,ORG,Community Change Action,,,,,,1536 U Street Northwest,,Washington,DC,20009,G2024,,2024-10-31,309.30,2024-10-31,61819.46,"In-kind Staff: Services to plan, draft & distribute communications",001,,S,H4NY22085,Mannion,John,W,,,H,22,NY,Berman,Jeff,,,,2024-12-05,X
SE,C00612820,E-697,,,ORG,Community Change Action,,,,,,1536 U Street Northwest,,Washington,DC,20009,G2024,,2024-10-31,116.87,2024-10-31,51489.00,"In-kind Staff: Services to plan, draft & distribute communications",001,,S,H2OH01194,Landsman,Greg,,,,H,01,OH,Berman,Jeff,,,,2024-12-05,X
SE,C00612820,E-698,,,ORG,Community Change Action,,,,,,1536 U Street Northwest,,Washington,DC,20009,G2024,,2024-10-31,404.76,2024-10-31,52852.02,"In-kind Staff: Services to plan, draft & distribute communications",001,,S,H8PA15229,Wild,Susan,,,,H,07,PA,Berman,Jeff,,,,2024-12-05,X
SE,C00612820,E-699,,,ORG,Community Change Action,,,,,,1536 U Street Northwest,,Washington,DC,20009,G2024,,2024-10-31,116.87,2024-10-31,1004.91,"In-kind Staff: Services to plan, draft & distribute communications",001,,S,H2NM02191,Vasquez,Gabriel,,,,H,02,NM,Berman,Jeff,,,,2024-12-05,X
