form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00612820,B-680,,,ORG,Center for Racial and Gender Equity,,,,,,2243 East 71st Street,,Chicago,IL,60649,G2024,,2024-10-25,10000.00,0.00,Donation,012,,Center for Racial and Gender Equity,,,,,,,,,,,,,,,,,
SB29,C00612820,B-564,,,ORG,Divvy,,,,,,6220 America Center Drive,STE 100,San Jose,CA,95002,G2024,,2024-10-23,404.69,,Credit Card Payment - See Memos if Itemized.,007,,,,,,,,,,,,,,,,,,,
SB29,C00612820,B-565,B-564,,ORG,Amazon,,,,,,410 Terry Avenue North,,Seattle,WA,98109,G2024,,2024-10-23,13.54,,Event Catering Supplies & Volunteer Gifts - Not attibutable to any candidate for federal office.,007,,,,,,,,,,,,,,,,,,X,MEMO: Subvendor of-Divvy
SB29,C00612820,B-566,B-564,,ORG,FedEx,,,,,,7900 Legacy Drive,,Plano,TX,75024,G2024,,2024-10-23,75.85,,Event Banner Printing - Not attributable to any candidate for federal office.,007,,,,,,,,,,,,,,,,,,X,MEMO: Subvendor of-Divvy
SB29,C00612820,B-567,B-564,,ORG,Amazon,,,,,,410 Terry Avenue North,,Seattle,WA,98109,G2024,,2024-10-23,138.26,,Event Equipment & Volunteer Gifts - Not attributable to any candidate for federal office.,007,,,,,,,,,,,,,,,,,,X,MEMO: Subvendor of-Divvy
SB29,C00612820,B-568,B-564,,ORG,Randalls,,,,,,250 East Parkcenter Boulevard,,Boise,ID,83706,G2024,,2024-10-23,44.38,,Event Catering Supplies - Not attributable to any candidate for federal office.,007,,,,,,,,,,,,,,,,,,X,MEMO: Subvendor of-Divvy
SB29,C00612820,B-569,B-564,,ORG,Randalls,,,,,,250 East Parkcenter Boulevard,,Boise,ID,83706,G2024,,2024-10-23,48.15,,Event Catering Supplies - Not attributable to any candidate for federal office.,007,,,,,,,,,,,,,,,,,,X,MEMO: Subvendor of-Divvy
SB29,C00612820,B-739,,,ORG,Divvy,,,,,,6220 America Center Drive,STE 100,San Jose,CA,95002,G2024,,2024-11-04,116.66,193.82,Event Catering - Not attributable to any candidates for federal office.,007,,Menjos Entertainment Complex,,,,,,,,,,,,,,,,,
SB29,C00612820,B-743,,,ORG,Divvy,,,,,,6220 America Center Drive,STE 100,San Jose,CA,95002,G2024,,2024-11-04,77.16,193.82,Event Catering - Not attributable to any candidate for federal office.,007,,Menjos Entertainment Complex,,,,,,,,,,,,,,,,,
SB29,C00612820,B-685,,,ORG,Faith in Minnesota,,,,,,2356 University Avenue West,,Saint Paul,MN,55114,G2024,,2024-10-24,5000.00,0.00,Donation,012,,Faith in Minnesota,,,,,,,,,,,,,,,,,
SB29,C00612820,B-679,,,ORG,Family Forward Action Fund,,,,,,PO Box 15146,,Portland,OR,97293,G2024,,2024-10-29,8000.00,0.00,Donation,012,,Family Forward Action Fund,,,,,,,,,,,,,,,,,
SB29,C00612820,B-681,,,ORG,Maine People's Alliance,,,,,,565 Congress Street,STE 200,Portland,ME,04101,G2024,,2024-10-25,5000.00,0.00,Donation,012,,Maine People's Alliance,,,,,,,,,,,,,,,,,
SB29,C00612820,B-750,,,ORG,"Make the Road Action, Inc.",,,,,,449 Troutman Street,,Brooklyn,NY,11237,,,2024-11-07,20000.00,,Donation,012,,,,,,,,,,,,,,,,,,,
SB29,C00612820,B-731,,,ORG,Menjos Entertainment Complex,,,,,,950 West McNichols Road,,Detroit,MI,48203,G2024,,2024-11-04,200.00,193.82,IN KIND MADE: In-kind Event Venue  - Not attributable to any candidate for federal office.,007,,Menjos Entertainment Complex,,,,,,,,,,,,,,,,X,
SB29,C00612820,B-378,,,ORG,Michigan Peoples Campaign,,,,,,PO Box 32992,,Detroit,MI,48232,G2024,,2024-10-21,75000.00,,Donation,012,,,,,,,,,,,,,,,,,,,
SB29,C00612820,B-632,,,ORG,New Jersey Organizing Project,,,,,,128 Bartlett Avenue,,Eagleswood,NJ,08092,G2024,,2024-10-29,810.00,,Donation,012,,,,,,,,,,,,,,,,,,,
SB29,C00612820,B-683,,,ORG,Nuestras Raices Music,,,,,,Jose A. Gonzalez,350 Clover Glen Court,Henderson,NV,89015,G2024,,2024-10-18,500.00,0.00,Event Entertainment - Not attributable to any candidate for federal office.,001,,Nuestras Raices Music,,,,,,,,,,,,,,,,,
SB29,C00612820,B-682,,,ORG,Nuestras Raices Music,,,,,,Jose A. Gonzalez,350 Clover Glen Court,Henderson,NV,89015,G2024,,2024-10-19,900.00,0.00,Event Entertainment - Not attributable to any candidate for federal office.,001,,Nuestras Raices Music,,,,,,,,,,,,,,,,,
SB29,C00612820,B-712,,,IND,,Hughes,Recardo,,,,950 West McNichols Road,,Detroit,MI,48203,G2024,,2024-11-01,233.33,0.00,Event Entertainment - Not attibutable to any candidate for federal office.,007,,,,,,,,,,,,,,,,,,,
SB29,C00612820,B-748,,,IND,,Glosson,Sherrad,,,,1525 Cherboneau Place,Apt 12,Detroit,MI,48207,G2024,,2024-11-04,1000.00,0.00,Videographer - Not attributable to any candidate for federal office.,007,,,,,,,,,,,,,,,,,,,
