form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00032979,70761690,,,CCM,Adam for Colorado,,,,,,1001 CONNECTICUT AVE NW SE 725,,Washington,DC,20036,G2024,,2024-10-03,2500.00,0.00,GENERAL 2024,011,,,,Frisch,Adam,,,,H,CO,03,,,,,,,,GENERAL 2024
SB23,C00032979,70761696,,,CCM,Diana Degette For Congress,,,,,,P.O. Box 61337,,Denver,CO,80206,G2024,,2024-10-03,2500.00,0.00,GENERAL 2024,011,C00311639,Diana Degette For Congress,H6CO01141,DeGette,Diana,,Rep.,,H,CO,01,,,,,,,,GENERAL 2024
SB23,C00032979,70761701,,,CCM,KENMITCHELLFORVA,,,,,,850 W Market St,,Harrisonburg,VA,22801,G2024,,2024-10-03,2500.00,0.00,GENERAL 2024,011,C00867317,KENMITCHELLFORVA,H4VA06061,Mitchell,Ken,,Mr.,,H,VA,06,,,,,,,,GENERAL 2024
SB23,C00032979,70761705,,,CCM,Lucia Baez-Geller For Congress,,,,,,PO Box 454012,,Miami,FL,33245,G2024,,2024-10-03,5000.00,0.00,GENERAL 2024,011,C00856096,Lucia Baez-Geller For Congress,H4FL27010,Baez-Geller,Lucia,,Ms.,,H,FL,27,,,,,,,,GENERAL 2024
SB23,C00032979,70761825,,,CCM,Josh Harder For Congress,,,,,,1001 CT AVE NW STE 725,,WASHINGTON,DC,20036,G2024,,2024-10-03,5000.00,0.00,GENERAL 2024,011,C00639146,Josh Harder For Congress,H8CA10126,Harder,Joshua,,,,H,CA,10,,,,,,,,GENERAL 2024
SB23,C00032979,70761826,,,CCM,Castor For Congress,,,,,,301 W PLATT ST #385,,Tampa,FL,33606,G2024,,2024-10-03,5000.00,0.00,GENERAL 2024,011,C00410761,Castor For Congress,H6FL11126,Castor,Kathy,,Ms.,,H,FL,14,,,,,,,,GENERAL 2024
SB23,C00032979,70761827,,,CCM,LOIS FRANKEL FOR CONGRESS,,,,,,PO BOX 480503,,DELRAY BEACH,FL,33446,G2024,,2024-10-03,5000.00,0.00,GENERAL 2024,011,C00494856,LOIS FRANKEL FOR CONGRESS,H2FL14053,Frankel,Lois,,Ms.,,H,FL,22,,,,,,,,GENERAL 2024
SB23,C00032979,70764384,,,CCM,Maggie For Congress,,,,,,131 Daniel Webster Hwy,#949,Nashua,NH,03060,G2024,,2024-10-08,5000.00,0.00,GENERAL 2024,011,C00878454,Maggie For Congress,H4NH02399,Goodlander,Maggie,,Ms.,,H,NH,02,,,,,,,,GENERAL 2024
SB23,C00032979,70764387,,,CCM,Schmitt For Senate,,,,,,101 W Argonne Dr,#24,Saint Louis,MO,63122,P2028,,2024-10-08,5000.00,0.00,PRIMARY 2028,011,C00775015,Schmitt For Senate,S2MO00544,Schmitt,Eric,,Sen.,,S,MO,,,,,,,,,PRIMARY 2028
SB23,C00032979,70764388,,,CCM,Friends Of Bennie Thompson,,,,,,413 NEW JERSEY AVE SE,,Washington,DC,30003,G2024,,2024-10-08,2500.00,0.00,GENERAL 2024,011,C00279851,Friends Of Bennie Thompson,H4MS02068,Thompson,Bennie,G.,Rep.,,H,MS,02,,,,,,,,GENERAL 2024
SB23,C00032979,70764389,,,CCM,Friends Of Bennie Thompson,,,,,,413 NEW JERSEY AVE SE,,Washington,DC,30003,G2024,,2024-10-08,2500.00,0.00,GENERAL 2024,011,C00279851,Friends Of Bennie Thompson,H4MS02068,Thompson,Bennie,G.,Rep.,,H,MS,02,,,,,,,,GENERAL 2024
SB23,C00032979,70764397,,,CCM,Morrison For Congress,,,,,,PO Box 684,,Wayzata,MN,55391,G2024,,2024-10-08,5000.00,0.00,GENERAL 2024,011,C00856062,Morrison For Congress,H4MN03118,Morrison,Kelly,,Sen.,,H,MN,03,,,,,,,,GENERAL 2024
