form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00032979,70794058,,,,BERLIN ROSEN INC,,,,,,15 MAIDEN LANE STE 1600,,NEW YORK,NY,10038,G2024,,2024-10-15,10000.00,2024-10-16,10000.00,TEAMSTERS 2024 GOTV DIGITAL ADS,011,C00812388,S,H2AK01158,Peltola,Mary,,,,H,00,AK,Zuckerman,Fred E.,,,,2024-11-12,
SE,C00032979,70794332,,,,BERLIN ROSEN INC,,,,,,15 MAIDEN LANE STE 1600,,NEW YORK,NY,10038,G2024,,2024-10-15,10000.00,2024-10-16,10000.00,TEAMSTERS 2024 GOTV DIGITAL ADS,011,C00845461,S,,MANNION,JOHN,,,,H,22,NY,Zuckerman,Fred E.,,,,2024-11-12,
SE,C00032979,70794637,,,,BERLIN ROSEN INC,,,,,,15 MAIDEN LANE STE 1600,,NEW YORK,NY,10038,G2024,,2024-10-15,10000.00,2024-10-16,10000.00,TEAMSTERS 2024 GOTV DIGITAL ADS,011,C00658567,S,H8PA15229,Wild,Susan,,,,H,07,PA,Zuckerman,Fred E.,,,,2024-11-12,
SE,C00032979,70795010,,,,BERLIN ROSEN INC,,,,,,15 MAIDEN LANE STE 1600,,NEW YORK,NY,10038,G2024,,2024-10-15,10000.00,2024-10-16,10000.00,TEAMSTERS 2024 GOTV DIGITAL ADS,011,C00806174,S,H2WA03217,GLUESENKEMP PEREZ,MARIE,,,,H,03,WA,Zuckerman,Fred E.,,,,2024-11-12,
SE,C00032979,70795602,,,,BERLIN ROSEN INC,,,,,,15 MAIDEN LANE STE 1600,,NEW YORK,NY,10038,G2024,,2024-10-15,10000.00,2024-10-16,10000.00,TEAMSTERS 2024 GOTV DIGITAL ADS,011,C00834218,S,S4MI00470,Slotkin,Elissa,,Rep.,,S,,MI,Zuckerman,Fred E.,,,,2024-11-12,
SE,C00032979,70796176,,,,BERLIN ROSEN INC,,,,,,15 MAIDEN LANE STE 1600,,NEW YORK,NY,10038,G2024,,2024-10-15,10000.00,2024-10-16,10000.00,TEAMSTERS 2024 GOTV DIGITAL ADS,011,C00412304,S,S6MT00162,Tester,Jon,,Mr.,,S,,MT,Zuckerman,Fred E.,,,,2024-11-12,
SE,C00032979,70796994,,,,BERLIN ROSEN INC,,,,,,15 MAIDEN LANE STE 1600,,NEW YORK,NY,10038,G2024,,2024-10-15,10000.00,2024-10-16,10000.00,TEAMSTERS 2024 GOTV DIGITAL ADS,011,C00264697,S,S6OH00163,Brown,Sherrod,,Sen.,,S,,OH,Zuckerman,Fred E.,,,,2024-11-12,
SE,C00032979,70797320,,,,BERLIN ROSEN INC,,,,,,15 MAIDEN LANE STE 1600,,NEW YORK,NY,10038,P2024,,2024-10-15,10000.00,2024-10-16,10000.00,TEAMSTERS 2024 GOTV DIGITAL ADS,011,C00431056,S,S6PA00217,Casey,Robert,,Mr.,,S,,PA,Zuckerman,Fred E.,,,,2024-11-12,
SE,C00032979,70797585,,,,BERLIN ROSEN INC,,,,,,15 MAIDEN LANE STE 1600,,NEW YORK,NY,10038,G2024,,2024-10-15,10000.00,2024-10-16,10000.00,TEAMSTERS 2024 GOTV DIGITAL ADS,011,C00326801,S,S2WI00219,Baldwin,Tammy,,Ms.,,S,,WI,Zuckerman,Fred E.,,,,2024-11-12,
SE,C00032979,70809605,,,,MAIN STREET MEDIA GROUP,,,,,,P.O. BOX 25093,,ALEXANDRIA,VA,22313,G2024,,2024-10-15,10000.00,2024-10-16,10000.00,SOCIAL MEDIA ADS,011,C00694778,S,H0NY11078,Malliotakis,Nicole,,Rep.,,H,11,NY,Zuckerman,Fred E.,,,,2024-11-12,
SE,C00032979,70817305,,,,MAIN STREET MEDIA GROUP,,,,,,P.O. BOX 25093,,ALEXANDRIA,VA,22313,G2024,,2024-10-15,10000.00,2024-10-16,10000.00,SOCIAL MEDIA ADS,011,C00607416,S,H6PA08277,Fitzpatrick,Brian,,Rep.,,H,01,PA,Zuckerman,Fred E.,,,,2024-11-12,
