form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00441949,501360679,,,ORG,Omni Shoreham Hotel,,,,,,2500 Calvert St NW,,Washington,DC,200082649,G2024,,2024-05-24,1078.97,0.00,"In-Kind: See Schedule B, Line 23 of May Monthly Report",,C00801274,,,SYKES,EMILIA,,,,H,OH,13,,,,,,,X,*
SB21B,C00441949,501360680,,,ORG,Omni Shoreham Hotel,,,,,,2500 Calvert St NW,,Washington,DC,200082649,P2024,,2024-05-24,1078.97,0.00,"In-Kind: See Schedule B, Line 23 of May Monthly Report",,C00773820,,,ENGEL,KIRSTEN,,,,H,AZ,06,,,,,,,X,*
SB21B,C00441949,501360681,,,ORG,Omni Shoreham Hotel,,,,,,2500 Calvert St NW,,Washington,DC,200082649,P2024,,2024-05-24,1078.98,0.00,"In-Kind: See Schedule B, Line 23 of May Monthly Report",,C00711150,,,JONES,MONDAIRE,,,,H,NY,17,,,,,,,X,*
SB21B,C00441949,501360682,,,ORG,Omni Shoreham Hotel,,,,,,2500 Calvert St NW,,Washington,DC,200082649,P2024,,2024-05-24,1078.97,0.00,"In-Kind: See Schedule B, Line 23 of May Monthly Report",,C00793703,,,SALINAS,ANDREA,,,,H,OR,06,,,,,,,X,*
SB21B,C00441949,501360666,,,ORG,Stripe,,,,,,510 Townsend St,,San Francisco,CA,941034918,,,2024-05-01,0.25,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00441949,501360667,,,ORG,Stripe,,,,,,510 Townsend St,,San Francisco,CA,941034918,,,2024-05-01,28.50,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00441949,501360668,,,ORG,Stripe,,,,,,510 Townsend St,,San Francisco,CA,941034918,,,2024-05-03,0.25,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00441949,501360669,,,ORG,Stripe,,,,,,510 Townsend St,,San Francisco,CA,941034918,,,2024-05-11,0.50,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00441949,501360670,,,ORG,Stripe,,,,,,510 Townsend St,,San Francisco,CA,941034918,,,2024-05-12,0.25,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00441949,501360671,,,ORG,Stripe,,,,,,510 Townsend St,,San Francisco,CA,941034918,,,2024-05-17,0.25,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00441949,501360672,,,ORG,Stripe,,,,,,510 Townsend St,,San Francisco,CA,941034918,,,2024-05-19,0.25,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00441949,501360673,,,ORG,Stripe,,,,,,510 Townsend St,,San Francisco,CA,941034918,,,2024-05-26,0.50,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00441949,501360674,,,ORG,Stripe,,,,,,510 Townsend St,,San Francisco,CA,941034918,,,2024-05-29,0.25,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00441949,501360675,,,ORG,Stripe,,,,,,510 Townsend St,,San Francisco,CA,941034918,,,2024-05-31,18.00,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00441949,501360676,,,ORG,Stripe,,,,,,510 Townsend St,,San Francisco,CA,941034918,,,2024-05-31,0.25,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00441949,501360683,,,ORG,Stripe,,,,,,510 Townsend St,,San Francisco,CA,941034918,,,2024-05-31,590.15,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,
