form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00312785,B865826,,,PAC,Build the Bench PAC,,,,,,499 S Capitol St SW Ste 420,,Washington,DC,20003,O2024,Not Applicable,2024-01-25,2504.45,,Contribution,011,C00794198,,,,,,,,,, ,,,,,,,X,In-kind: Fundraising Gifts
SB23,C00312785,B869506,,,CCM,Huizenga for Congress,,,,,,PO Box 254,,Zeeland,MI,49464,P2024,,2024-02-20,5000.00,,Contribution,011,C00459297,,H0MI02094,Huizenga,Bill,,,,H,MI,04,,,,,,,,
SB23,C00312785,B869385,,,PAC,Upper Hand Fund,,,,,,PO Box 2485,,Springfield,VA,22152,O2024,Not Applicable,2024-02-20,1175.45,,Contribution,011,C00503151,,,,,,,,,, ,,,,,,,X,In-kind: Fundraising gifts
SB23,C00312785,B869507,,,CCM,David Rouzer for Congress,,,,,,PO Box 3142,,Wilmington,NC,28406,P2024,,2024-03-05,2500.00,,Contribution,011,C00501643,,H2NC07096,Rouzer,David,,,,H,NC,07,,,,,,,,
SB23,C00312785,B869508,,,CCM,Don Davis for NC,,,,,,PO Box 511,,Snow Hill,NC,28580,P2024,,2024-03-05,2500.00,,Contribution,011,C00795211,,H2NC02287,Davis,Don,,,,H,NC,01,,,,,,,,
SB23,C00312785,B869509,,,CCM,Hudson for Congress,,,,,,P.O. Box 5053,,Concord,NC,28027,P2024,,2024-03-05,5000.00,,Contribution,011,C00504522,,H2NC08185,Hudson,Richard,,,,H,NC,09,,,,,,,,
SB23,C00312785,B869513,,,CCM,Aaron Bean For Congress,,,,,,2640A Mitcham Drive,,Tallahassee,FL,32308,G2024,,2024-03-06,5000.00,,Contribution,011,C00816983,,H2FL04211,Bean,Aaron,P,,,H,FL,04,,,,,,,,
SB23,C00312785,B869512,,,CCM,Ashley Hinson for Congress,,,,,,PO Box 811,,Marion,IA,52302,P2024,,2024-03-06,2500.00,,Contribution,011,C00706267,,H0IA01174,Hinson,Ashley,A,,,H,IA,02,,,,,,,,
SB23,C00312785,B869510,,,CCM,Citizens for John Rutherford,,,,,,3030 Hartley Rd. #120,,Jacksonville,FL,32257,G2024,,2024-03-06,5000.00,,Contribution,011,C00615294,,H6FL04105,Rutherford,John,,,,H,FL,05,,,,,,,,
SB23,C00312785,B869511,,,CCM,Kat for Congress,,,,,,5200 NW 43rd St. Suite 102-180,,Gainesville,FL,32606,G2024,,2024-03-06,5000.00,,Contribution,011,C00730895,,H0FL03175,Cammack,Kat,,,,H,FL,03,,,,,,,,
SB23,C00312785,B869516,,,PTY,DCCC,,,,,,430 S. Capitol St. SE 2nd Fl.,,Washington,DC,20003,O2024,Not Applicable,2024-03-12,15000.00,,Contribution,011,C00000935,,,,,,,,,, ,,,,,,,,
SB23,C00312785,B869515,,,PTY,DSCC,,,,,,120 Maryland Ave. NE,,Washington,DC,20002,O2024,Not Applicable,2024-03-12,15000.00,,Contribution,011,C00042366,,,,,,,,,, ,,,,,,,,
SB23,C00312785,B869386,,,PAC,Motor City PAC,,,,,,611 Pennsylvania Ave SE Ste 143,,Washington,DC,20003,O2024,Not Applicable,2024-03-12,580.00,,Contribution,011,C00507574,,,,,,,,,, ,,,,,,,X,In-kind: Fundraising gifts
SB23,C00312785,B869514,,,PTY,NRCC,,,,,,320 1st St. SE,,Washington,DC,20003,O2024,Not Applicable,2024-03-12,15000.00,,Contribution,011,C00075820,,,,,,,,,, ,,,,,,,,
SB23,C00312785,B869517,,,PTY,NRSC,,,,,,425 Second Street NE,,Washington,DC,20002,O2024,Not Applicable,2024-03-12,15000.00,,Contribution,011,C00027466,,,,,,,,,, ,,,,,,,,
SB23,C00312785,B869389,,,CCM,Banks for Senate,,,,,,P.O. Box 11431,,Fort Wayne,IN,46858,P2024,,2024-03-18,656.25,,Contribution,011,C00577999,,H6IN03229,Banks,Jim,,,,S,IN, ,,,,,,,X,In-kind: Fundraising gifts
SB23,C00312785,B869518,,,PTY,Premium Cigar PAC,,,,,,513 Capitol Court NE Ste 300,,Washington,DC,20002,O2024,Not Applicable,2024-03-22,5000.00,,Contribution,011,C00450239,,,,,,,,,, ,,,,,,,,
SB23,C00312785,B869219,,,PAC,DanPAFirst PAC,,,,,,P.O. Box 183,,Hudson,WI,54016,O2024,Not Applicable,2024-03-28,2500.00,,Contribution,011,C00708172,,,,,,,,,, ,,,,,,,,
SB23,C00312785,B869215,,,CCM,Emmer for Congress,,,,,,PO Box 279,,Anoka,MN,55330,P2024,,2024-03-28,5000.00,,Contribution,011,C00545749,,H4MN06087,Emmer,Tom,,,,H,MN,06,,,,,,,,
SB23,C00312785,B869217,,,CCM,Laurel Lee for Congress,,,,,,P.O. Box 2743,,Brandon,FL,33509,P2024,,2024-03-28,1000.00,,Contribution,011,C00815373,,H2FL15241,Lee,Laurel,,,,H,FL,15,,,,,,,,
SB23,C00312785,B869218,,,CCM,Mike Kelly for Congress,,,,,,PO Box 476,,Lyndora,PA,16045,P2024,,2024-03-28,2500.00,,Contribution,011,C00474189,,H0PA03271,Kelly,George J. (Mike),,,,H,PA,16,,,,,,,,
SB23,C00312785,B869221,,,PAC,PM Staffing LLC,,,,,,P.O. Box 183,,Hudson,WI,54016,O2024,Not Applicable,2024-03-28,386.25,,Contribution,011,C00708172,DanPAFirst PAC,,,,,,,,, ,,,,,,,,"In-kind: Event Expenses, staffing"
SB23,C00312785,B869220,,,PAC,United Parcel Services,,,,,,P.O. Box 183,,Hudson,WI,54016,O2024,Not Applicable,2024-03-28,280.00,,Contribution,011,C00708172,DanPAFirst PAC,,,,,,,,, ,,,,,,,,"In-kind: Event Expenses, food and beverage"
