form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00458570,501175852,,,CCM,Alsobrooks For Senate,,,,,,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,P2024,,2024-05-14,5000.00,0.00,Contribution,,C00840017,,,Alsobrooks,Angela,,,,S,MD,,,,,,,,,
SB23,C00458570,501175853,,,CCM,Alsobrooks For Senate,,,,,,1101 Mercantile Ln,Ste 100,Upper Marlboro,MD,207745360,G2024,,2024-05-14,5000.00,0.00,Contribution,,C00840017,,,Alsobrooks,Angela,,,,S,MD,,,,,,,,,
SB23,C00458570,501179220,,,CCM,Colin Allred For Senate,,,,,,PO Box 601631,,Dallas,TX,753601631,G2024,,2024-06-24,5000.00,0.00,Contribution,,C00839597,,,Allred,Colin,,,,S,TX,,,,,,,,,
SB23,C00458570,501179224,,,CCM,Debbie For Florida,,,,,,PO Box 432250,,South Miami,FL,332432250,P2024,,2024-06-24,5000.00,0.00,Contribution,,C00848648,,,MUCARSEL-POWELL,Debbie,,,,S,FL,,,,,,,,,
SB23,C00458570,501179300,,,PTY,DSCC,,,,,,120 Maryland Ave NE,,Washington,DC,200025610,O2024,Headquarters Account,2024-06-24,5000.00,0.00,Contribution,,C00042366,DSCC,,,,,,,,,,,,,,,,,
SB23,C00458570,501179301,,,PTY,DSCC,,,,,,120 Maryland Ave NE,,Washington,DC,200025610,O2024,Legal,2024-06-24,45000.00,0.00,Contribution,,C00042366,DSCC,,,,,,,,,,,,,,,,,
SB23,C00458570,501179331,,,CCM,ELISSA SLOTKIN FOR MICHIGAN,,,,,,PO Box 4145,,East Lansing,MI,488264145,G2024,,2024-06-24,5000.00,0.00,Contribution,,C00834218,,,Slotkin,Elissa,,,,S,MI,,,,,,,,,
SB23,C00458570,501165674,,,PAC,EMILY'S LIST,,,,,,10621 Regent Park Ct,,Fairfax,VA,220304210,,,2024-04-05,5000.00,0.00,Contribution,,C00193433,EMILY'S LIST,,,,,,,,,,,,,,,,,
SB23,C00458570,501179215,,,CCM,FRIENDS OF MAZIE HIRONO,,,,,,PO Box 677,,Honolulu,HI,968090677,G2024,,2024-06-25,2500.00,0.00,Contribution,,C00420760,,,Hirono,Mazie,,,,S,HI,,,,,,,,,
SB23,C00458570,501179298,,,CCM,Gallego For Arizona,,,,,,PO Box 1710,,Phoenix,AZ,850011710,P2024,,2024-06-24,5000.00,0.00,Contribution,,C00558627,,,Gallego,Ruben,,,,S,AZ,,,,,,,,,
SB23,C00458570,501179338,,,CCM,Lisa Blunt-Rochester For Senate,,,,,,PO Box 9767,,Wilmington,DE,198090767,P2024,,2024-06-24,5000.00,0.00,Contribution,,C00843391,,,Blunt Rochester,Lisa,,,,S,DE,,,,,,,,,
SB23,C00458570,501175855,,,PTY,MONTANA DEMOCRATIC PARTY,,,,,,PO Box 802,,Helena,MT,596240802,,,2024-05-16,5000.00,0.00,Contribution,,C00010033,MONTANA DEMOCRATIC PARTY,,,,,,,,,,,,,,,,,
SB23,C00458570,501179216,,,CCM,Schiff For Senate,,,,,,611 Pennsylvania Ave SE,# 143,Washington,DC,200034303,G2024,,2024-06-25,4000.00,0.00,Contribution,,C00343871,,,Schiff,Adam,,,,S,CA,,,,,,,,,
