form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00428557,500687591,,,ORG,24 Seven LLC,,,,,,110 E 9th St,Ste C901,Los Angeles,CA,900795901,,,2024-09-13,680.00,0.00,Staffing Services,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00428557,500686758,,,ORG,24 Seven LLC,,,,,,110 E 9th St,Ste C901,Los Angeles,CA,900795901,,,2024-09-20,255.00,0.00,Staffing Services,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00428557,500686734,,,PAC,"AAPI Victory Fund, Inc.",,,,,,122 C St NW,Ste 360,Washington,DC,200012149,,,2024-09-13,75000.00,0.00,Contribution,,C00589507,"AAPI Victory Fund, Inc.",,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00428557,500686744,,,ORG,ActBlue Technical Services,,,,,,PO Box 382110,,Cambridge,MA,022382110,,,2024-09-01,4.71,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00428557,500686743,,,ORG,ActBlue Technical Services,,,,,,PO Box 382110,,Cambridge,MA,022382110,,,2024-09-08,119.22,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00428557,500686742,,,ORG,ActBlue Technical Services,,,,,,PO Box 382110,,Cambridge,MA,022382110,,,2024-09-15,160.99,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00428557,500686741,,,ORG,ActBlue Technical Services,,,,,,PO Box 382110,,Cambridge,MA,022382110,,,2024-09-22,121.31,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00428557,500686740,,,ORG,ActBlue Technical Services,,,,,,PO Box 382110,,Cambridge,MA,022382110,,,2024-09-29,242.87,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00428557,500686739,,,ORG,ActBlue Technical Services,,,,,,PO Box 382110,,Cambridge,MA,022382110,,,2024-09-30,20.92,0.00,Credit Card Processing Fees,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00428557,500687592,,,ORG,AIO Creative Studio,,,,,,,,Atlanta,GA,,,,2024-09-13,2500.00,0.00,Marketing Services,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00428557,500686737,,,ORG,Amalgamated Bank,,,,,,275 7th Ave,Fl 8,New York,NY,100016995,,,2024-09-26,348.00,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00428557,500686754,,,ORG,Bill.com,,,,,,1810 Embarcadero Rd,,Palo Alto,CA,943033308,,,2024-09-17,1699.01,0.00,Accounting Software,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00428557,500686750,,,ORG,First Bank,,,,,,11901 Olive Blvd,,Saint Louis,MO,631416736,,,2024-09-12,53.12,0.00,Bank Fees,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00428557,500687590,,,ORG,Geneva Savvy Media,,,,,,,,Washington,DC,,,,2024-09-25,2338.00,0.00,Media Consulting Services,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00428557,500686751,,,ORG,Grow Progress Inc.,,,,,,1325 G St NW,Ste 500,Washington,DC,200053136,,,2024-09-06,7200.00,0.00,Digital Consulting Services,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00428557,500686756,,,ORG,IB5K LLC,,,,,,319 Lafayette St,Unit 195,New York,NY,100122711,,,2024-09-06,7500.00,0.00,Software,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00428557,500687588,,,ORG,"Lebin Yates Consulting, LLC",,,,,,PO Box 41112,,Austin,TX,787040019,,,2024-09-30,265.79,0.00,Compliance Services,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00428557,500686753,,,ORG,"Olson Remcho, LLP",,,,,,555 Capitol Mall,Ste 400,Sacramento,CA,958144503,,,2024-09-05,2716.05,0.00,Legal Services,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00428557,500686755,,,ORG,"Sandler, Reiff, Young & Lamb, P.C.",,,,,,1090 Vermont Ave NW,Ste 750,Washington,DC,200054970,,,2024-09-04,367.50,0.00,Legal Services,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00428557,500686736,,,ORG,Stamps.com,,,,,,475 Lenfant Plz SW,,Washington,DC,202600004,,,2024-09-16,29.99,0.00,Postage Subscription,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
