form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00735183,SB29.6951,,,COM,ADLCC,,,,,,934 W McDowell Rd,,Phoenix,AZ,85007,,,2024-07-08,1000.00,,Contribution to Non-Federal Committee,,,,,,,,,,,,,,,,,,,,
SB29,C00735183,SB29.6952,,,COM,ADLCC,,,,,,934 W McDowell Rd,,Phoenix,AZ,85007,,,2024-09-26,5000.00,,Contribution to Non-Federal Committee,,,,,,,,,,,,,,,,,,,,
SB29,C00735183,SB29.7055,,,ORG,Amalgamated Bank,,,,,,76155,,New York,NY,10001,,,2024-07-26,195.50,,Bank Fees (Non-Contribution Account),,,,,,,,,,,,,,,,,,,,
SB29,C00735183,SB29.7067,,,ORG,Amalgamated Bank,,,,,,76155,,New York,NY,10001,,,2024-08-29,505.96,,Bank Fees (Non-Contribution Account),,,,,,,,,,,,,,,,,,,,
SB29,C00735183,SB29.7077,,,ORG,Amalgamated Bank,,,,,,76155,,New York,NY,10001,,,2024-09-26,978.00,,Bank Fees (Non-Contribution Account),,,,,,,,,,,,,,,,,,,,
SB29,C00735183,SB29.6958,,,COM,Analise Ortiz for Arizona,,,,,,P.O. Box 14842,,Phoenix,AZ,85063,,,2024-07-18,2000.00,,Contribution to Non-Federal Committee,,,,,,,,,,,,,,,,,,,,
SB29,C00735183,SB29.7012,,,COM,Arizona Power PAC,,,,,,PO Box 97241,,Phoenix,AZ,85060,,,2024-08-16,10000.00,,Contribution to Non-Federal Committee,,,,,,,,,,,,,,,,,,,,
SB29,C00735183,SB29.6996,,,COM,Ashwin for Georgia,,,,,,PO Box 4433,,Alpharetta,GA,30023,,,2024-08-12,3300.00,,Contribution to Non-Federal Committee,,,,,,,,,,,,,,,,,,,,
SB29,C00735183,SB29.7004,,,COM,Assembly Democratic Campaign Committee,,,,,,PO Box 814,,Madison,WI,53701,,,2024-08-21,12000.00,,Contribution to Non-Federal Committee,,,,,,,,,,,,,,,,,,,,
SB29,C00735183,SB29.6922,,,COM,"Au for Georgia, inc.",,,,,,5805 State Bridge Road,Suite G238,Johns Creek,GA,30097,,,2024-08-12,3300.00,,Contribution to Non-Federal Committee,,,,,,,,,,,,,,,,,,,,
