form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00394452,SB21B.E1732110,,,ORG,Watermark Associates,,,,,,31566 Railroad Canyon Rd.,Ste 2 - PMB 1405,Canyon Lake,CA,925879446,G2022,,2023-12-01,250.00,0.00,Podcast videography and editing,001,,,,,,,,,,,,,,,,,,,
SB21B,C00394452,SB21B.E1728190,,,ORG,Watermark Associates,,,,,,31566 Railroad Canyon Rd.,Ste 2 - PMB 1405,Canyon Lake,CA,925879446,G2022,,2023-07-07,250.00,0.00,Podcast videography and editing,001,,,,,,,,,,,,,,,,,,,
SB21B,C00394452,SB21B.E1728192,,,ORG,Watermark Associates,,,,,,31566 Railroad Canyon Rd.,Ste 2 - PMB 1405,Canyon Lake,CA,925879446,G2022,,2023-07-07,753.00,0.00,Consulting fundraising plan,,,,,,,,,,,,,,,,,,,,
SB21B,C00394452,SB21B.E1729685,,,ORG,Watermark Associates,,,,,,31566 Railroad Canyon Rd.,Ste 2 - PMB 1405,Canyon Lake,CA,925879446,G2022,,2023-08-03,250.00,0.00,Podcast videography and editing,001,,,,,,,,,,,,,,,,,,,
SB21B,C00394452,SB21B.E1729687,,,ORG,Watermark Associates,,,,,,31566 Railroad Canyon Rd.,Ste 2 - PMB 1405,Canyon Lake,CA,925879446,G2022,,2023-08-03,753.00,0.00,Fundraising consulting plan,,,,,,,,,,,,,,,,,,,,
SB21B,C00394452,SB21B.E1730155,,,ORG,Watermark Associates,,,,,,31566 Railroad Canyon Rd.,Ste 2 - PMB 1405,Canyon Lake,CA,925879446,G2022,,2023-09-01,753.00,0.00,Fundraising consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00394452,SB21B.E1730157,,,ORG,Watermark Associates,,,,,,31566 Railroad Canyon Rd.,Ste 2 - PMB 1405,Canyon Lake,CA,925879446,G2022,,2023-09-01,250.00,0.00,Podcast videography and editing,001,,,,,,,,,,,,,,,,,,,
SB21B,C00394452,SB21B.E1730743,,,ORG,Watermark Associates,,,,,,31566 Railroad Canyon Rd.,Ste 2 - PMB 1405,Canyon Lake,CA,925879446,G2022,,2023-10-03,1003.00,0.00,Fundraising consulting and podcast,,,,,,,,,,,,,,,,,,,,
SB21B,C00394452,SB21B.E1731542,,,ORG,Watermark Associates,,,,,,31566 Railroad Canyon Rd.,Ste 2 - PMB 1405,Canyon Lake,CA,925879446,G2022,,2023-11-01,250.00,0.00,Podcast videography and editing,001,,,,,,,,,,,,,,,,,,,
SB21B,C00394452,SB21B.E1731544,,,ORG,Watermark Associates,,,,,,31566 Railroad Canyon Rd.,Ste 2 - PMB 1405,Canyon Lake,CA,925879446,G2022,,2023-11-01,753.00,0.00,Fundraising consulting,,,,,,,,,,,,,,,,,,,,
