form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00432260,SB21B.21783,,,ORG,Authorize.NET,,,,,,808 East Utah Valley Dr.,,American Fork,UT,84003,,,2024-07-02,149.90,,credit card processing fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00432260,SB21B.21760,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,,,2024-07-12,-64.39,,pull from advance for I.E. Line 24,,,,,,,,,,,,,,,,,,,,
SB21B,C00432260,SB21B.21765,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,,,2024-07-12,-64.39,,pull from advance for I.E. Line 24,,,,,,,,,,,,,,,,,,,,
SB21B,C00432260,SB21B.21774,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,,,2024-07-12,-64.39,,pull from advance for I.E. Line 24,,,,,,,,,,,,,,,,,,,,
SB21B,C00432260,SB21B.21782,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,,,2024-07-12,-64.39,,pull from advance for I.E. Line 24,,,,,,,,,,,,,,,,,,,,
SB21B,C00432260,SB21B.21785,,,ORG,"FatLab, LLC",,,,,,1732 1st Ave.,#24150,New York,NY,10128,,,2024-07-09,390.00,,website maintenance,,,,,,,,,,,,,,,,,,,,
SB21B,C00432260,SB21B.21786,,,ORG,"FatLab, LLC",,,,,,1732 1st Ave.,#24150,New York,NY,10128,,,2024-07-30,390.00,,website maintenance,,,,,,,,,,,,,,,,,,,,
SB21B,C00432260,SB21B.21787,,,ORG,FedEx,,,,,,PO Box 371461,,Pittsburgh,PA,152507461,,,2024-07-02,238.33,,express mail,,,,,,,,,,,,,,,,,,,,
SB21B,C00432260,SB21B.21788,,,ORG,FedEx,,,,,,PO Box 371461,,Pittsburgh,PA,152507461,,,2024-07-08,66.20,,express mail,,,,,,,,,,,,,,,,,,,,
SB21B,C00432260,SB21B.21789,,,ORG,FedEx,,,,,,PO Box 371461,,Pittsburgh,PA,152507461,,,2024-07-09,20.70,,express mail,,,,,,,,,,,,,,,,,,,,
SB21B,C00432260,SB21B.21790,,,ORG,FedEx,,,,,,PO Box 371461,,Pittsburgh,PA,152507461,,,2024-07-16,59.25,,express mail,,,,,,,,,,,,,,,,,,,,
SB21B,C00432260,SB21B.21791,,,ORG,FedEx,,,,,,PO Box 371461,,Pittsburgh,PA,152507461,,,2024-07-23,9.75,,express mail,,,,,,,,,,,,,,,,,,,,
SB21B,C00432260,SB21B.21792,,,ORG,FedEx,,,,,,PO Box 371461,,Pittsburgh,PA,152507461,,,2024-07-30,156.40,,express mail,,,,,,,,,,,,,,,,,,,,
SB21B,C00432260,SB21B.21798,,,ORG,Stripe,,,,,,185 Berry St.,Ste. 550,San Francisco,CA,94107,,,2024-07-05,11.79,,credit card processing fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00432260,SB21B.21794,,,ORG,Stripe,,,,,,185 Berry St.,Ste. 550,San Francisco,CA,94107,,,2024-07-08,396.88,,credit card processing fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00432260,SB21B.21799,,,ORG,Stripe,,,,,,185 Berry St.,Ste. 550,San Francisco,CA,94107,,,2024-07-12,34.96,,credit card processing fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00432260,SB21B.21795,,,ORG,Stripe,,,,,,185 Berry St.,Ste. 550,San Francisco,CA,94107,,,2024-07-15,11.00,,credit card processing fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00432260,SB21B.21800,,,ORG,Stripe,,,,,,185 Berry St.,Ste. 550,San Francisco,CA,94107,,,2024-07-19,11.26,,credit card processing fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00432260,SB21B.21796,,,ORG,Stripe,,,,,,185 Berry St.,Ste. 550,San Francisco,CA,94107,,,2024-07-22,83.64,,credit card processing fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00432260,SB21B.21801,,,ORG,Stripe,,,,,,185 Berry St.,Ste. 550,San Francisco,CA,94107,,,2024-07-26,12.16,,credit card processing fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00432260,SB21B.21797,,,ORG,Stripe,,,,,,185 Berry St.,Ste. 550,San Francisco,CA,94107,,,2024-07-29,211.95,,credit card processing fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00432260,SB21B.21793,,,ORG,Truist Bank,,,,,,214 N Tryon St.,,Charlotte,NC,282021078,,,2024-07-22,176.88,,bank fees,,,,,,,,,,,,,,,,,,,,
