form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00785899,SB29.5650,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,02144,,,2024-05-01,17.78,,Non-Contribution Account: Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB29,C00785899,SB29.5651,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,02144,,,2024-05-03,691.25,,Non-Contribution Account: Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB29,C00785899,SB29.5652,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,02144,,,2024-05-06,395.00,,Non-Contribution Account: Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB29,C00785899,SB29.5653,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,02144,,,2024-05-13,79.00,,Non-Contribution Account: Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB29,C00785899,SB29.5748,,,ORG,"Executive PR and Talent, LLC",,,,,,3436 Magazine St,#438,New Orleans,LA,70115,,,2024-05-23,3775.00,,Event Entertainment,,,,,,,,,,,,,,,,,,,,
SB29,C00785899,SB29.5654,,,ORG,"Next Level Partners, LLC",,,,,,PO Box 15320,,Washington,DC,20003,,,2024-05-24,5635.72,,Non-Contribution Account: Consultant - Compliance,,,,,,,,,,,,,,,,,,,,
SB29,C00785899,SB29.5668,,,ORG,"Rolla Group, LLC",,,,,,"211 S St, NW",,Washington,DC,20001,,,2024-05-01,1500.00,,Non-Contribution Account: Consultant - Fundraising/Management,,,,,,,,,,,,,,,,,,,,
SB29,C00785899,SB29.5669,,,ORG,"Rolla Group, LLC",,,,,,"211 S St, NW",,Washington,DC,20001,,,2024-05-02,2982.77,,Non-Contribution Account: Reimbursement (Vendors that aggregate over $200 listed below),,,,,,,,,,,,,,,,,,,,
SB29,C00785899,SB29.5669.0,SB29.5669,SB29,ORG,Blacklane,,,,,,929 Colorado Ave,,Santa Monica,CA,90401,,,2024-05-02,425.00,,Non-Contribution Account: Transportation,,,,,,,,,,,,,,,,,,,X,
SB29,C00785899,SB29.5669.1,SB29.5669,SB29,ORG,Blacklane,,,,,,929 Colorado Ave,,Santa Monica,CA,90401,,,2024-05-02,425.00,,Non-Contribution Account: Transportation,,,,,,,,,,,,,,,,,,,X,
SB29,C00785899,SB29.5669.2,SB29.5669,SB29,ORG,Blacklane,,,,,,929 Colorado Ave,,Santa Monica,CA,90401,,,2024-05-02,558.71,,Non-Contribution Account: Transportation,,,,,,,,,,,,,,,,,,,X,
SB29,C00785899,SB29.5669.3,SB29.5669,SB29,ORG,Blacklane,,,,,,929 Colorado Ave,,Santa Monica,CA,90401,,,2024-05-02,395.00,,Non-Contribution Account: Transportation,,,,,,,,,,,,,,,,,,,X,
SB29,C00785899,SB29.5669.4,SB29.5669,SB29,ORG,Blacklane,,,,,,929 Colorado Ave,,Santa Monica,CA,90401,,,2024-05-02,1179.06,,Non-Contribution Account: Transportation,,,,,,,,,,,,,,,,,,,X,
