form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00692327,SB23.10,,,CCM,BILIRAKIS FOR CONGRESS,,,,,,PO BOX 606,,TARPON SPRINGS,FL,34688,P2024,,2023-12-14,5000.00,,COMMITTEE CONTRIBUTION,,,,,BILIRAKIS,GUS,,REP,,H,FL,12,  ,,,,,,,
SB23,C00692327,SB23.11,,,CCM,BILIRAKIS FOR CONGRESS,,,,,,PO BOX 606,,TARPON SPRINGS,FL,34688,G2024,,2023-12-14,5000.00,,COMMITTEE CONTRIBUTION,,,,,BILIRAKIS,GUS,,REP,,H,FL,12,  ,,,,,,,
SB23,C00692327,SB23.1,,,CCM,DEB FISCHER FOR US SENATE,,,,,,PO BOX 83287,,LINCOLN,NE,68501,P2024,,2023-08-02,5000.00,,COMMITTEE CONTRIBUTION,,,,,FISCHER,DEB,,SEN,,S,NE,,  ,,,,,,,
SB23,C00692327,SB23.2,,,CCM,DEB FISCHER FOR US SENATE,,,,,,PO BOX 83287,,LINCOLN,NE,68501,G2024,,2023-08-02,5000.00,,COMMITTEE CONTRIBUTION,,,,,FISCHER,DEB,,SEN,,S,NE,,  ,,,,,,,
SB23,C00692327,SB23.5,,,CCM,JD VANCE FOR SENATE INC,,,,,,PO BOX 6564,,CINCINNATI,OH,45206,P2028,,2023-10-12,5000.00,,COMMITTEE CONTRIBUTION,,,,,VANCE,JD,,SEN,,S,OH,,  ,,,,,,,
SB23,C00692327,SB23.6,,,CCM,JOSH HAWLEY FOR SENATE,,,,,,PO BOX 31476,,ST LOUIS,MO,63131,P2024,,2023-10-23,5000.00,,COMMITTEE CONTRIBUTION,,,,,HAWLEY,JOSH,,SEN,,S,MO,,  ,,,,,,,
SB23,C00692327,SB23.7,,,CCM,JOSH HAWLEY FOR SENATE,,,,,,PO BOX 31476,,ST LOUIS,MO,63131,G2024,,2023-10-23,5000.00,,COMMITTEE CONTRIBUTION,,,,,HAWLEY,JOSH,,SEN,,S,MO,,  ,,,,,,,
SB23,C00692327,SB23.3,,,CCM,PETE RICKETTS FOR SENATE,,,,,,555 METRO PLACE N,STE 525,DUBLIN,OH,43017,P2024,,2023-10-10,5000.00,,COMMITTEE CONTRIBUTION,,,,,RICKETTS,PETE,,SEN,,S,NE,,  ,,,,,,,
SB23,C00692327,SB23.4,,,CCM,PETE RICKETTS FOR SENATE,,,,,,555 METRO PLACE N,STE 525,DUBLIN,OH,43017,G2024,,2023-10-10,5000.00,,COMMITTEE CONTRIBUTION,,,,,RICKETTS,PETE,,SEN,,S,NE,,  ,,,,,,,
SB23,C00692327,SB23.8,,,CCM,TED CRUZ FOR SENATE,,,,,,PO BOX 25376,,HOUSTON,TX,77265,P2024,,2023-10-23,5000.00,,COMMITTEE CONTRIBUTION,,,,,CRUZ,TED,,SEN,,S,TX,,  ,,,,,,,
SB23,C00692327,SB23.9,,,CCM,TED CRUZ FOR SENATE,,,,,,PO BOX 25376,,HOUSTON,TX,77265,G2024,,2023-10-23,5000.00,,COMMITTEE CONTRIBUTION,,,,,CRUZ,TED,,SEN,,S,TX,,  ,,,,,,,
