form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00370569,SB29.5807,,,CCM,Citizens for Jordan Harris,,,,,,PO Box 32097,,Philadelphia,PA,19146,P2023,,2023-04-24,1000.00,,campaign contribution,011,,Citizens for Jordan Harris,,,,,,,,,,,,,,,,,
SB29,C00370569,SB29.5808,,,CCM,Committee to Elect Joe Emrick,,,,,,2312 Blue Jay Dr,,Nazareth,PA,18064,P2023,,2023-05-02,1000.00,,campaign contribution,011,,Committee to Elect Joe Emrick,,,,,,,,PA,,,,,,,,,
SB29,C00370569,SB29.5811,,,CCM,Friends of Arvind Venkat,,,,,,10675 Perry Hwy,PO Box 489,Wexford,PA,15090,P2023,,2023-05-22,1000.00,,campaign contribution,011,,Friends of Arvind Venkat,,,,,,,,,,,,,,,,,
SB29,C00370569,SB29.5831,,,CCM,Friends of Austin Davis,,,,,,PO Box 304,,McKeesport,PA,15134,G2023,,2023-06-21,1000.00,,campaign contribution,011,,Friends of Austin Davis,,,,,,,,PA,,,,,,,,,
SB29,C00370569,SB29.5817,,,CCM,Friends of Dan Miller,,,,,,PO Box 13421,,Pittsburgh,PA,15243,G2023,,2023-06-09,2500.00,,campaign contribution,011,,Friends of Dan Miller,,,,,,,,PA,,,,,,,,,
SB29,C00370569,SB29.5800,,,CCM,Friends of Jim Haddock,,,,,,855 Suscon Rd,,Pittston Township,PA,18640,P2023,,2023-04-14,500.00,,campaign contribution,011,,Friends of Jim Haddock,,,,,,,,PA,,,,,,,,,
SB29,C00370569,SB29.5799,,,CCM,Friends of Joanna McClinton,,,,,,PO Box 16668,,Philadelphia,PA,19139,P2023,,2023-04-14,1000.00,,campaign contribution,011,,Friends of Joanna McClinton,,,,,,,,,,,,,,,,,
SB29,C00370569,SB29.5823,,,CCM,Friends of Lisa Borowski,,,,,,439 Midland Ave,,Wayne,PA,19087,G2023,,2023-06-19,1000.00,,campaign contribution,011,,Friends of Lisa Borowski,,,,,,,,PA,,,,,,,,,
SB29,C00370569,SB29.5813,,,CCM,Friends of Lisa Boscola,,,,,,PO Box 4534,,Bethlehem,PA,18018,G2023,,2023-05-22,500.00,,campaign contribution,011,,Friends of Lisa Boscola,,,,,,,,PA,,,,,,,,,
SB29,C00370569,SB29.5812,,,CCM,Friends of Matt Bradford,,,,,,PO Box 349,,Norristown,PA,19404,G2023,,2023-05-22,2000.00,,campaign contribution,011,,Friends of Matt Bradford,,,,,,,,,,,,,,,,,
SB29,C00370569,SB29.5820,,,CCM,Friends of Pat Harkins,,,,,,3224 Colonial Ave,,Erie,PA,16506,G2023,,2023-06-19,500.00,,campaign contribution,011,,Friends of Pat Harkins,,,,,,,,PA,,,,,,,,,
SB29,C00370569,SB29.5830,,,CCM,Friends of Tarik Khan,,,,,,261 Lemonte St,,Philadelphia,PA,19128,G2023,,2023-06-19,2000.00,,campaign contribution,011,,Friends of Tarik Khan,,,,,,,,,,,,,,,,,
SB29,C00370569,SB29.5804,,,CCM,Heather Boyd For PA,,,,,,315 Upland Way,,Upper Darby,PA,19026,S2023,Special-Primary,2023-04-24,10000.00,,campaign contribution,011,,Heather Boyd For PA,,,,,,,,PA,,,,,,,,,
SB29,C00370569,SB29.5803,,,ORG,Leanne for PA,,,,,,PO Box 22,,Swarthmore,PA,19081,P2023,,2023-04-14,1000.00,,campaign contribution,011,,Leanne for PA,,,,,,,,,,,,,,,,,
SB29,C00370569,SB29.5827,,,CCM,Major for PA,,,,,,PO Box 449,,Ford City,PA,16226,G2023,,2023-06-19,1000.00,,campaign contribution,011,,Major for PA,,,,,,,,PA,,,,,,,,,
SB29,C00370569,SB29.5826,,,CCM,Maria for PA,,,,,,PO Box 1006,,Spring House,PA,19477,G2023,,2023-06-19,1000.00,,campaign contribution,011,,Maria for PA,,,,,,,,,,,,,,,,,
