form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00835868,18254457,,,PTY,DCCC,,,,,,"430 South Capitol Street SE, 2nd F",,Washington,DC,200034024,,,2024-07-18,2500.00,0.00,Contribution,011,C00000935,,,,,,,,,,,,,,,,,,Contribution
SB23,C00835868,18254458,,,PTY,DCCC,,,,,,"430 South Capitol Street SE, 2nd F",,Washington,DC,200034024,,,2024-07-17,5000.00,0.00,Contribution,011,C00000935,,,,,,,,,,,,,,,,,,Contribution
SB23,C00835868,19471053,,,CCM,Brian Fitzpatrick For All Of Us,,,,,,PO Box 939,,Langhorne,PA,19047,G2024,,2024-07-12,1500.00,0.00,Contribution,011,C00607416,Brian Fitzpatrick For All Of Us,H6PA08277,Fitzpatrick,Brian,,Rep.,,H,PA,01,,,,,,,,Contribution
SB23,C00835868,19609944,,,CCM,Mark Pocan for Congress,,,,,,PO Box 327,,Madison,WI,53701,G2024,,2024-08-14,1000.00,0.00,Contribution,011,C00502179,Mark Pocan for Congress,H2WI02124,Pocan,Mark,,Rep.,,H,WI,02,,,,,,,,Contribution
SB23,C00835868,19609945,,,CCM,Elissa Slotkin for Michigan,,,,,,PO Box 4145,,East Lansing,MI,48826,G2024,,2024-08-14,500.00,0.00,Contribution,011,C00834218,Elissa Slotkin for Michigan,S4MI00470,Slotkin,Elissa,,Rep.,,S,MI,,,,,,,,,Contribution
SB23,C00835868,19655946,,,CCM,Rosen for Nevada,,,,,,PO Box 46110,,Las Vegas,NV,89114,G2024,,2024-08-21,500.00,0.00,Contribution,011,C00606939,Rosen for Nevada,S8NV00156,Rosen,Jacky,,Sen.,,S,NV,,,,,,,,,Contribution
SB23,C00835868,19655948,,,CCM,Bob Casey for Senate Inc,,,,,,PO Box 58746,,Philadelphia,PA,19102,G2024,,2024-08-21,500.00,0.00,Contribution,011,C00431056,Bob Casey for Senate Inc,S6PA00217,Casey,Robert,P,Sen.,,S,PA,,,,,,,,,Contribution
SB23,C00835868,19655949,,,CCM,Tammy Baldwin for Senate,,,,,,PO Box 696,,Madison,WI,53701,G2024,,2024-08-21,500.00,0.00,Contribution,011,C00326801,Tammy Baldwin for Senate,S2WI00219,Baldwin,Tammy,,Sen.,,S,WI,,,,,,,,,Contribution
SB23,C00835868,19655950,,,CCM,John Curtis for Utah,,,,,,PO Box 296,,Provo,UT,84603,G2024,,2024-08-21,500.00,0.00,Contribution,011,C00647339,John Curtis for Utah,S4UT00282,Curtis,John,,Rep.,,S,UT,,,,,,,,,Contribution
SB23,C00835868,19655951,,,CCM,Alsobrooks for Senate,,,,,,"1101 Mercantile Ln, Ste 100",,Upper Marlboro,MD,20774,G2024,,2024-08-21,500.00,0.00,Contribution,011,C00840017,Alsobrooks for Senate,S4MD00327,Alsobrooks,Angela,,Ms.,,S,MD,,,,,,,,,Contribution
SB23,C00835868,19712370,,,CCM,Elissa Slotkin for Michigan,,,,,,PO Box 4145,,East Lansing,MI,48826,G2024,,2024-09-09,500.00,0.00,Contribution,011,C00834218,Elissa Slotkin for Michigan,S4MI00470,Slotkin,Elissa,,Rep.,,S,MI,,,,,,,,,Contribution
SB23,C00835868,19713465,,,CCM,Friends of Mark Warner,,,,,,"611 Pennsylvania Ave SE, #143",,Washington,DC,20003,P2026,,2024-09-10,1000.00,0.00,Contribution,011,C00438713,Friends of Mark Warner,S6VA00093,Warner,Mark,Robert,Sen.,,S,VA,,,,,,,,,Contribution
SB23,C00835868,19766072,,,CCM,Darren Soto for Congress,,,,,,PO Box 421349,,Kissimmee,FL,34742,G2024,,2024-09-23,1000.00,0.00,Contribution,011,C00581074,Darren Soto for Congress,H6FL09179,Soto,Darren,,Rep.,,H,FL,09,,,,,,,,Contribution
SB23,C00835868,19766073,,,CCM,Judy Chu for Congress,,,,,,"16633 Ventura Blvd, #1008",,Encino,CA,91436,G2024,,2024-09-23,1000.00,0.00,Contribution,011,C00458125,Judy Chu for Congress,H0CA32101,Chu,Judy,,Rep.,,H,CA,28,,,,,,,,Contribution
SB23,C00835868,19766093,,,PTY,DSCC,,,,,,120 Maryland Ave NE,,Washington,DC,20002,,,2024-09-24,5000.00,0.00,Contribution,011,,,,,,,,,,,,,,,,,,,Contribution
SB23,C00835868,19766094,,,PTY,DSCC,,,,,,120 Maryland Ave NE,,Washington,DC,20002,,,2024-09-25,5000.00,0.00,Contribution,011,,,,,,,,,,,,,,,,,,,Contribution
SB23,C00835868,20045604,,,COM,New York Majority Fund,,,,,,"124 Washington St, Ste 101",,Foxboro,MA,02035,,,2024-09-27,3300.00,0.00,Contribution,011,,,,,,,,,,,,,,,,,,,Contribution
