form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00425686,SB23.9750,,,CCM,CITIZENS TO ELECT RICK LARSEN,,,,,,PO BOX 326,,EVERETT,WA,98206,P2024,,2024-02-29,2000.00,,,,C00345546,,,,,,,,H,WA,02,,,,,,,,
SB23,C00425686,SB23.9750.0,SB23.9750,SB23,CCM,CITIZENS TO ELECT RICK LARSEN,,,,,,PO BOX 326,,EVERETT,WA,98206,G2024,,2024-02-29,500.00,,,,C00345546,,,,,,,,H,WA,02,,,,,,,X,
SB23,C00425686,SB23.9769,,,CCM,COMMITTEE TO ELECT MIKE EZELL,,,,,,P.O. BOX 1842,,GULFPORT,MS,39502,P2024,,2024-02-08,1000.00,,,,C00776393,,,,,,,,H,MS,04,,,,,,,,
SB23,C00425686,SB23.9767,,,CCM,CRAMER FOR SENATE,,,,,,PO BOX 396,,BISMARCK,ND,58502,P2024,,2024-02-08,1000.00,,,,C00504704,,,,,,,,S,ND,01,,,,,,,,
SB23,C00425686,SB23.9751,,,CCM,FRIENDS OF DAVE JOYCE,,,,,,9856 ARCHER LN,,DUBLIN,OH,43017,P2024,,2024-02-29,2000.00,,,,C00527457,,,,,,,,H,OH,14,,,,,,,,
SB23,C00425686,SB23.9749,,,CAN,,GRAVES,GARRET,,,,1967 OLEANDER STREET,,BATON ROUGE,LA,70806,P2024,,2024-03-27,2000.00,,,,,,H4LA06153,,,,,,H,LA,06,,,,,,,,
SB23,C00425686,SB23.9754,,,CCM,GRAVES FOR CONGRESS,,,,,,"2345 GRAND, SUITE 2400",,KANSAS CITY,MO,64108,G2024,,2024-01-25,5000.00,,,,C00359034,,,,,,,,H,MO,06,,,,,,,,
SB23,C00425686,SB23.9753,,,CCM,JEFFRIES FOR CONGRESS,,,,,,"3430 CONNECTICUT AVENUE, NW #11704",,WASHINGTON,DC,20008,P2024,,2024-02-15,2500.00,,,,C00503052,,,,,,,,H,NY,08,,,,,,,,
SB23,C00425686,SB23.9764,,,CCM,MARC FOR US INC.,,,,,,PO BOX 219,,LEEDS,NY,12451,P2024,,2024-02-08,1500.00,,,,C00789586,,,,,,,,H,NY,19,,,,,,,,
SB23,C00425686,SB23.9771,,,CCM,MIKE JOHNSON FOR LOUISIANA,,,,,,C/O 228 S. WASHINGTON ST.,STE. 115,ALEXANDRIA,VA,22314,P2024,,2024-01-25,2500.00,,,,C00608695,,,,,,,,H,LA,04,,,,,,,,
