form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00001636,SB23.83323,,,CCM,Alsobrooks for Senate,,,,,,P.O. Box 6058,,Largo,MD,20792,G2024,,2024-05-20,5000.00,,"Senate, MD",,,,,,,,,,,,,,,,,,,,
SB23,C00001636,SB23.83338,,,CCM,Alsobrooks for Senate,,,,,,P.O. Box 6058,,Largo,MD,20792,G2024,,2024-05-29,5000.00,,"Senate, MD",,,,,,,,,,,,,,,,,,,,
SB23,C00001636,SB23.83320,,,CCM,Angus King for US Senate,,,,,,200 East Jefferson St,,Falls Church,VA,22046,P2024,,2024-05-16,2500.00,,"Senate, ME",,,,,,,,,,,,,,,,,,,,
SB23,C00001636,SB23.83283,,,PAC,Cantwell Victory Fund 2024,,,,,,401 2nd Ave South Suite 303,,Seattle,WA,98104,,,2024-05-09,4000.00,,Senator Cantwell Victory Fund,,,,,,,,,,,,,,,,,,,,
SB23,C00001636,SB23.83282,,,PAC,Casey Keystone Victory Fund,,,,,,"750 1st Street NE, Suite 1070",,Washington,DC,20002,,,2024-05-09,2500.00,,Senator Casey Victory Fund,,,,,,,,,,,,,,,,,,,,
SB23,C00001636,SB23.83336,,,CCM,Chris Coons for Delaware,,,,,,PO Box 15854,,Washington,DC,20003,P2026,,2024-05-23,2500.00,,"Senate, DE",,,,,,,,,,,,,,,,,,,,
SB23,C00001636,SB23.83287,,,CCM,CHRIS PAPPAS FOR CONGRESS,,,,,,P.O. Box 313,,Manchester,NH,03105,G2024,,2024-05-09,1500.00,,"House, NH, 1 dst",,,,,,,,,,,,,,,,,,,,
SB23,C00001636,SB23.83289,,,CCM,CITIZENS TO ELECT RICK LARSEN,,,,,,PO BOX 326,,EVERETT,WA,98206,G2024,,2024-05-09,1000.00,,"House, WA, 2 dst",,,,,,,,,,,,,,,,,,,,
SB23,C00001636,SB23.83280,,,CCM,Conaway for Congress,,,,,,P.O. Box 493,,Willingboro,NJ,08046,P2024,,2024-05-06,5000.00,,"House, NJ, 3 dst",,,,,,,,,,,,,,,,,,,,
SB23,C00001636,SB23.83293,,,CCM,DAN NEWHOUSE FOR CONGRESS,,,,,,PO BOX 10949,,YAKIMA,WA,98909,P2024,,2024-05-09,2000.00,,"House, WA, 4 dst",,,,,,,,,,,,,,,,,,,,
SB23,C00001636,SB23.83294,,,CCM,DAN NEWHOUSE FOR CONGRESS,,,,,,PO BOX 10949,,YAKIMA,WA,98909,G2024,,2024-05-09,3000.00,,"House, WA, 4 dst",,,,,,,,,,,,,,,,,,,,
SB23,C00001636,SB23.83314,,,CCM,DAN NEWHOUSE FOR CONGRESS,,,,,,PO BOX 10949,,YAKIMA,WA,98909,G2024,,2024-05-16,2000.00,,"House, WA, 4 dst",,,,,,,,,,,,,,,,,,,,
SB23,C00001636,SB23.83331,,,PTY,Democratic National Committee,,,,,,"430 South Capitol Street, SE",,Washington,DC,20003,,,2024-05-23,15000.00,,Democratic National Committee,,,,,,,,,,,,,,,,,,,,
SB23,C00001636,SB23.83318,,,CCM,Desposito for New York,,,,,,3410 Alabama Avenue,,Alexandria,VA,22305,P2024,,2024-05-16,1500.00,,"House, NY, 4 dst",,C00809426,,,,,,,,H,NY,04,,,,,,,,
SB23,C00001636,SB23.83324,,,CCM,Foushee for Congress,,,,,,114 Lexington Drive,c/o Halle Mayes,Silver Spring,MD,20901,G2024,,2024-05-20,1000.00,,"House, NC, 4 dst",,,,,,,,,,,,,,,,,,,,
SB23,C00001636,SB23.83339,,,CCM,Foushee for Congress,,,,,,114 Lexington Drive,c/o Halle Mayes,Silver Spring,MD,20901,G2024,,2024-05-29,1000.00,,"House, NC, 4 dst",,,,,,,,,,,,,,,,,,,,
SB23,C00001636,SB23.83333,,,CCM,Gabe Christenson for Washoe County,,,,,,5245 Vista Blvd. Ste. F3-124,,Sparks,NV,89436,P2024,,2024-05-23,5000.00,,"Washoe County Commissioner, NV, 4 dst",,,,,,,,,,,,,,,,,,,,
SB23,C00001636,SB23.83335,,,CCM,Jake Auchincloss for Congress,,,,,,"415 New Jersey Ave. SE, Unit 1",,Washington,DC,20003,G2024,,2024-05-23,1000.00,,"House, MA, 4 dst",,,,,,,,,,,,,,,,,,,,
