form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00001636,SB21B.84725,,,CCM,Alsobrooks for Senate,,,,,,P.O. Box 6058,,Largo,MD,20792,G2024,,2024-05-29,-5000.00,,"Voided, check misprinted",011,,Alsobrooks for Senate,,,,,,,,,,,,,,,,,
SB21B,C00001636,SB21B.84716,,,COM,Cervantes for Illinois,,,,,,P.o. Box 8415,,Chicago,IL,60608,G2024,,2024-05-09,-500.00,,"Void, check lost in mail",011,,,,,,,,,,,,,,,,,,,
SB21B,C00001636,SB21B.84728,,,COM,Charlie Wyatt For Mayor,,,,,,217 E. Locust St.,,Boonville,IN,47909,,,2024-05-29,-400.00,,"Voided, check misprinted",011,,,,,,,,,,,,,,,,,,,
SB21B,C00001636,SB21B.84715,,,COM,Committee to Elect Meg Loughran Cappel,,,,,,529 Northgate Lane,,Shorewood,IL,60404,G2024,,2024-05-09,-250.00,,"Void, check lost in mail",011,,,,,,,,,,,,,,,,,,,
SB21B,C00001636,SB21B.84726,,,CCM,Foushee for Congress,,,,,,114 Lexington Drive,c/o Halle Mayes,Silver Spring,MD,20901,G2024,,2024-05-29,-1000.00,,"Voided, check misprinted",,,Foushee for Congress,,,,,,,,,,,,,,,,,
SB21B,C00001636,SB21B.84717,,,COM,Friends of Aaron Ortiz,,,,,,P.O. Box 32243,,Chicago,IL,60632,G2024,,2024-05-09,-250.00,,"Void, check lost in mail",011,,,,,,,,,,,,,,,,,,,
SB21B,C00001636,SB21B.84720,,,COM,Friends of Elgie Sims,,,,,,"22 West Washington Street, Suite 1",,Chicago,IL,60602,G2024,,2024-05-09,-500.00,,"Void, check lost in mail ",011,,,,,,,,,,,,,,,,,,,
SB21B,C00001636,SB21B.84718,,,COM,Friends of Lakesia,,,,,,1501 N. Clybourn Ave.,Unit D,Chicago,IL,60610,G2024,,2024-05-09,-250.00,,"Void, check lost in mail",011,,,,,,,,,,,,,,,,,,,
SB21B,C00001636,SB21B.84719,,,COM,Friends of Rita Mayfield,,,,,,P.O. Box 344,,Waukegan,IL,60079,G2024,,2024-05-09,-250.00,,"Void, check lost in mail",011,,,,,,,,,,,,,,,,,,,
SB21B,C00001636,SB21B.84727,,,ORG,Illinois AFL-CIO COPE,,,,,,534 S. Second Street,Suite 200,Springfield,IL,62701,P2024,,2024-05-29,-1500.00,,"Voided, ck misprinted",011,,,,,,,,,,,,,,,,,,,
SB21B,C00001636,SB21B.84722,,,COM,Illinois Democratic County Chairs' Association,,,,,,PO Box 3445,,Springfield,IL,62708,,,2024-05-09,-500.00,,"Void, check lost in mail",011,,,,,,,,,,,,,,,,,,,
SB21B,C00001636,SB21B.84723,,,COM,Mary Beth Canty for Illinois,,,,,,"909 W. Euclid Avenue, Unit 441",,Arlington Heights,IL,60006,,,2024-05-09,-250.00,,"Void, check lost in mail",011,,,,,,,,,,,,,,,,,,,
SB21B,C00001636,SB21B.84724,,,COM,Neighbors For Hoan,,,,,,P.O. Box 408158,,Chicago,IL,60640,,,2024-05-09,-250.00,,"Void, check lost in mail",011,,,,,,,,,,,,,,,,,,,
SB21B,C00001636,SB21B.84721,,,COM,Peters for Illinois,,,,,,P.O. Box 15118,,Chicago,IL,60659,,,2024-05-09,-500.00,,"Void, check lost in mail",011,,,,,,,,,,,,,,,,,,,
SB21B,C00001636,SB21B.84714,,,PAC,Smart Solutions PAC,,,,,,"100 M St. SE, Suite 500",,Washington,DC,20003,,,2024-05-07,-5000.00,,"Voided, check lost in mail",011,,Smart Solutions PAC,,,,,,,,,,,,,,,,,
