form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00130773,89282007,,,CCM,Lisa McClain For Congress,,,,,,PO Box 327,,Romeo,MI,48065,P2024,,2024-10-28,-1000.00,0.00,Void - Lisa McClain For Congress,011,C00726042,Lisa McClain For Congress,H0MI10287,McClain,Lisa,,Rep.,,H,MI,09,,,,,,,,Void - Lisa McClain For Congress
SB23,C00130773,89282008,,,CCM,Joe Wilson For Congress,,,,,,PO Box 2145,,West Columbia,SC,291712145,P2024,,2024-10-28,-1000.00,0.00,Void - Joe Wilson For Congress; Check Dated 05.17.2024,011,C00368522,Joe Wilson For Congress,H2SC02059,Wilson,Joe,,Rep.,,H,SC,02,,,,,,,,Void - Joe Wilson For Congress; Check Dated 05.17.2024
SB23,C00130773,89282009,,,CCM,Chrissy Houlahan For Congress,,,,,,PO Box 222,,Devon,PA,19333,G2024,,2024-10-28,-2500.00,0.00,Void - Chrissy Houlahan For Congress; Check Dated 06.19.2024,011,C00637371,Chrissy Houlahan For Congress,H8PA06087,Houlahan,Chrissy,,Rep.,,H,PA,06,,,,,,,,Void - Chrissy Houlahan For Congress; Check Dated 06.19.2024
SB23,C00130773,89282010,,,PAC,Grange PAC,,,,,,"3107 W Place, SE",,Washington,DC,20020,,,2024-10-28,-2500.00,0.00,Void - Grange PAC; Check Dated 07.10.2024,011,C00700203,,,,,,,,,,,,,,,,,,Void - Grange PAC; Check Dated 07.10.2024
SB23,C00130773,89282011,,,PAC,Wolverine PAC,,,,,,PO Box 972480,,Ypsilanti,MI,48197,,,2024-10-28,-2500.00,0.00,Void - Wolverine PAC; Check Dated 08.08.2024,011,C00451583,,,,,,,,,,,,,,,,,,Void - Wolverine PAC; Check Dated 08.08.2024
SB23,C00130773,89282012,,,CCM,Ann Wagner For Congress,,,,,,PO Box 50,,Ballwin,MO,63022,G2024,,2024-10-28,-5000.00,0.00,Void - Ann Wagner For Congress; Check Dated 08.08.2024,011,C00495846,Ann Wagner For Congress,H2MO02102,Wagner,Ann,,Rep.,,H,MO,02,,,,,,,,Void - Ann Wagner For Congress; Check Dated 08.08.2024
SB23,C00130773,89282031,,,CCM,Ann Wagner For Congress,,,,,,PO Box 50,,Ballwin,MO,63022,G2024,,2024-10-29,5000.00,0.00,,011,C00495846,Ann Wagner For Congress,H2MO02102,Wagner,Ann,,Rep.,,H,MO,02,,,,,,,,
SB23,C00130773,89282032,,,PAC,Wolverine PAC,,,,,,PO Box 972480,,Ypsilanti,MI,48197,,,2024-10-29,2500.00,0.00,,011,C00451583,,,,,,,,,,,,,,,,,,
SB23,C00130773,89282033,,,PAC,Grange PAC,,,,,,"3107 W Place, SE",,Washington,DC,20020,,,2024-10-29,2500.00,0.00,,011,C00700203,,,,,,,,,,,,,,,,,,
SB23,C00130773,89282034,,,CCM,Chrissy Houlahan For Congress,,,,,,PO Box 222,,Devon,PA,19333,G2024,,2024-10-29,2500.00,0.00,,011,C00637371,Chrissy Houlahan For Congress,H8PA06087,Houlahan,Chrissy,,Rep.,,H,PA,06,,,,,,,,
SB23,C00130773,89282035,,,CCM,Joe Wilson For Congress,,,,,,PO Box 2145,,West Columbia,SC,291712145,G2024,,2024-10-29,1000.00,0.00,,011,C00368522,Joe Wilson For Congress,H2SC02059,Wilson,Joe,,Rep.,,H,SC,02,,,,,,,,
SB23,C00130773,89282036,,,CCM,Lisa McClain For Congress,,,,,,PO Box 327,,Romeo,MI,48065,G2024,,2024-10-29,1000.00,0.00,,011,C00726042,Lisa McClain For Congress,H0MI10287,McClain,Lisa,,Rep.,,H,MI,09,,,,,,,,
SB23,C00130773,89366252,,,CCM,Tim Sheehy For Montana,,,,,,PO Box 7209,,Helena,MT,59604,G2024,General Debt 2024,2024-11-19,5000.00,0.00,Contribution to Debt Retirement,011,C00844159,Tim Sheehy For Montana,S4MT00183,Sheehy,Tim,,Sen.,,S,MT,,,,,,,,,Contribution to Debt Retirement
SB23,C00130773,89366256,,,PAC,Pennsylvania Honor,,,,,,PO Box 23537,,Pittsburgh,PA,15222,,,2024-11-19,5000.00,0.00,,011,C00851998,,,,,,,,,,,,,,,,,,
SB23,C00130773,89372474,,,PAC,Raptor PAC,,,,,,PO Box 4864,,Midland,TX,79704,,,2024-11-21,4000.00,0.00,,011,C00749481,,,,,,,,,,,,,,,,,,
