form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00029348,27294324,,,CCM,Collins For Senator,,,,,,PO Box 1096,,Bangor,ME,044021096,P2026,,2024-02-26,2500.00,0.00,Contribution,011,C00314575,Collins For Senator,S6ME00159,Collins,Susan,,Sen.,,S,ME,,,,,,,,,Contribution
SB23,C00029348,27294325,,,CCM,Don Davis For Nc,,,,,,PO Box 511,,Snow Hill,NC,28580,P2024,,2024-02-26,1000.00,0.00,Contribution,011,C00795211,Don Davis For Nc,H2NC02287,Davis,Don,,Rep.,Dr.,H,NC,01,,,,,,,,Contribution
SB23,C00029348,27294326,,,CCM,McConnell Senate Committee,,,,,,PO Box 1496,,Louisville,KY,40201,P2026,,2024-02-26,2500.00,0.00,Contribution,011,C00193342,McConnell Senate Committee,S2KY00012,McConnell,Mitch,,Sen.,,S,KY,,,,,,,,,Contribution
SB23,C00029348,27294327,,,CCM,Mike Johnson For Louisiana,,,,,,C/O 228 S. Washington St.,Ste. 115,Alexandria,LA,22314,P2024,,2024-02-26,5000.00,0.00,Contribution,011,C00608695,Mike Johnson For Louisiana,H6LA04138,Johnson,Mike,,Rep.,,H,LA,04,,,,,,,,Contribution
SB23,C00029348,27294328,,,CCM,Scalise For Congress,,,,,,PO Box 23219,,Jefferson,LA,701833219,P2024,,2024-02-26,2500.00,0.00,Contribution,011,C00394957,Scalise For Congress,H0LA01087,Scalise,Steve,,Rep.,,H,LA,01,,,,,,,,Contribution
SB23,C00029348,27294329,,,CCM,Tammy Baldwin For Senate,,,,,,P.O. Box 696,,Madison,WI,53701,P2024,,2024-02-26,5000.00,0.00,Contribution,011,C00326801,Tammy Baldwin For Senate,S2WI00219,Baldwin,Tammy,,Sen.,,S,WI,,,,,,,,,Contribution
SB23,C00029348,27294330,,,CCM,Texans For Senator John Cornyn Inc.,,,,,,PO Box 13026,,Austin,TX,78711,P2026,,2024-02-26,2500.00,0.00,Contribution,011,C00369033,Texans For Senator John Cornyn Inc.,S2TX00106,Cornyn,John,,Sen.,III,S,TX,,,,,,,,,Contribution
SB23,C00029348,27294331,,,CCM,Wicker For Senate,,,,,,PO Box 64,,Jackson,MS,392050064,P2024,,2024-02-26,2500.00,0.00,Contribution,011,C00443218,Wicker For Senate,S8MS00196,Wicker,Roger,,Sen.,,S,MS,,,,,,,,,Contribution
SB23,C00029348,27294332,,,CCM,Tammy Baldwin For Senate,,,,,,P.O. Box 696,,Madison,WI,53701,G2024,,2024-02-26,5000.00,0.00,Contribution,011,C00326801,Tammy Baldwin For Senate,S2WI00219,Baldwin,Tammy,,Sen.,,S,WI,,,,,,,,,Contribution
SB23,C00029348,27294333,,,PTY,VIEWPAC,,,,,,3106 Russell Road,,Alexandria,VA,22305,,,2024-02-26,5000.00,0.00,Contribution,011,,,,,,,,,,,,,,,,,,,Contribution
SB23,C00029348,27294480,,,PTY,New Democrat Coalition Action Fund,,,,,,"910 17th Street, NW",Suite 1050,Washington,DC,20006,,,2024-02-26,5000.00,0.00,Contribution,011,,,,,,,,,,,,,,,,,,,Contribution
SB23,C00029348,27294481,,,PTY,Across the Aisle PAC,,,,,,"600 Pennsylvania Ave, SE",#15845,Washington,DC,20003,,,2024-02-26,5000.00,0.00,Contribution,011,,,,,,,,,,,,,,,,,,,Contribution
SB23,C00029348,27294482,,,PTY,Building Bridges PAC,,,,,,221 N. Patrick Street,,Alexandria,VA,22314,,,2024-02-26,5000.00,0.00,Contribution,011,,,,,,,,,,,,,,,,,,,Contribution
