form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00168070,SB23.10854,,,CCM,ANDREA SALINAS FOR OREGON,,,,,,PO BOX 230985,,TIGARD,OR,97281,P2024,,2023-11-16,1500.00,,,,C00793703,,,,,,,,H,OR,06,,,,,,,,
SB23,C00168070,SB23.10855,,,CCM,BILL CASSIDY FOR US SENATE,,,,,,PO BOX 80505,,BATON ROUGE,LA,70898,P2026,,2023-07-14,2500.00,,,,C00543983,,,,,,,,S,LA,00,,,,,,,,
SB23,C00168070,SB23.10859,,,CCM,BUDDY CARTER FOR CONGRESS,,,,,,PO BOX 10570,,SAVANNAH,GA,31412,P2024,,2023-07-05,1000.00,,,,C00543967,,,,,,,,H,GA,01,,,,,,,,
SB23,C00168070,SB23.10863,,,CCM,CATHY MCMORRIS RODGERS FOR CONGRESS,,,,,,BOX 137,,SPOKANE,WA,99210,P2024,,2023-07-14,1500.00,,,,C00390476,,,,,,,,H,WA,05,,,,,,,,
SB23,C00168070,SB23.10865,,,CCM,CLIFF BENTZ FOR CONGRESS,,,,,,660 MORGAN AVE,,ONTARIO,OR,97914,P2024,,2023-10-10,1000.00,,,,C00725465,,,,,,,,H,OR,02,,,,,,,,
SB23,C00168070,SB23.10887,,,CCM,GREG PENCE FOR CONGRESS,,,,,,PO BOX 275,,TAYLORSVILLE,IN,47280,P2024,,2023-07-05,5000.00,,,,C00658401,,,,,,,,H,IN,06,,,,,,,,
SB23,C00168070,SB23.10866,,,CCM,GUTHRIE FOR CONGRESS,,,,,,PO BOX 22401,,LOUISVILLE,KY,40252,P2024,,2023-10-26,1000.00,,,,C00445023,,,,,,,,H,KY,02,,,,,,,,
SB23,C00168070,SB23.10868,,,CCM,MAGGIE FOR NH,,,,,,PO BOX 298,,CONCORD,NH,03302,G2022,,2023-10-26,2500.00,,,,C00588772,,,,,,,,S,NH,00,,,,,,,,
SB23,C00168070,SB23.10869,,,CCM,MARIE FOR CONGRESS,,,,,,PO BOX 1164,,WASHOUGAL,WA,98671,P2024,,2023-10-26,1000.00,,,,C00806174,,,,,,,,H,WA,03,,,,,,,,
SB23,C00168070,SB23.10871,,,CCM,MARIE FOR CONGRESS,,,,,,PO BOX 1164,,WASHOUGAL,WA,98671,G2024,,2023-12-01,1000.00,,,,C00806174,,,,,,,,H,WA,03,,,,,,,,
SB23,C00168070,SB23.10872,,,CCM,MARIE FOR CONGRESS,,,,,,PO BOX 1164,,WASHOUGAL,WA,98671,P2024,,2023-12-01,4000.00,,,,C00806174,,,,,,,,H,WA,03,,,,,,,,
SB23,C00168070,SB23.10873,,,CCM,MICHAEL BURGESS FOR CONGRESS,,,,,,PO BOX 2334,,DENTON,TX,76202,P2024,,2023-10-10,1000.00,,,,C00372532,,,,,,,,H,TX,26,,,,,,,,
SB23,C00168070,SB23.10874,,,CCM,MIKE BOST FOR CONGRESS COMMITTEE,,,,,,PO BOX 1212,,MURPHYSBORO,IL,62966,P2024,,2023-07-14,1500.00,,,,C00546499,,,,,,,,H,IL,12,,,,,,,,
SB23,C00168070,SB23.10876,,,CCM,MIKE BOST FOR CONGRESS COMMITTEE,,,,,,PO BOX 1212,,MURPHYSBORO,IL,62966,P2024,,2023-12-22,3500.00,,,,C00546499,,,,,,,,H,IL,12,,,,,,,,
SB23,C00168070,SB23.10877,,,CCM,MIKE CRAPO FOR US SENATE,,,,,,PO BOX 1948,,BOISE,ID,83701,P2028,,2023-07-05,1000.00,,,,C00330886,,,,,,,,S,ID,00,,,,,,,,
SB23,C00168070,SB23.10882,,,CCM,MONTANANS FOR TESTER,,,,,,PO BOX 1135,,HELENA,MT,59624,P2024,,2023-07-05,1500.00,,,,C00412304,,,,,,,,S,MT,00,,,,,,,,
SB23,C00168070,SB23.10883,,,CCM,MONTANANS FOR TESTER,,,,,,PO BOX 1135,,HELENA,MT,59624,G2024,,2023-07-05,3500.00,,,,C00412304,,,,,,,,S,MT,00,,,,,,,,
SB23,C00168070,SB23.10884,,,CCM,MULLIN FOR AMERICA,,,,,,PO BOX 1632,,OKLAHOMA CITY,OK,73101,P2026,,2023-07-14,2500.00,,,,C00498345,,,,,,,,S,OK,00,,,,,,,,
SB23,C00168070,SB23.10889,,,CCM,SWALWELL FOR CONGRESS,,,,,,P.O. BOX 2847,,DUBLIN,CA,94568,P2024,,2023-10-26,1000.00,,,,C00502294,,,,,,,,H,CA,14,,,,,,,,
SB23,C00168070,SB23.10890,,,CCM,TERRI SEWELL FOR CONGRESS,,,,,,PO BOX 1964,,BIRMINGHAM,AL,35201,P2024,,2023-10-26,5000.00,,,,C00458976,,,,,,,,H,AL,07,,,,,,,,
