form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00613810,SB21B.6406,,,COM,ActBlue,,,,,,PO Box 441146,,West Somerville,MA,02144,,,2023-01-22,70.93,,Credit Processing Fees,,C00714725,,,,,,,,,,,,,,,,,,
SB21B,C00613810,SB21B.6407,,,COM,ActBlue,,,,,,PO Box 441146,,West Somerville,MA,02144,,,2023-01-29,117.79,,Credit Processing Fees,,C00714725,,,,,,,,,,,,,,,,,,
SB21B,C00613810,SB21B.6408,,,COM,ActBlue,,,,,,PO Box 441146,,West Somerville,MA,02144,,,2023-01-31,28.66,,Credit Processing Fees,,C00714725,,,,,,,,,,,,,,,,,,
SB21B,C00613810,SB21B.6409,,,COM,ActBlue,,,,,,PO Box 441146,,West Somerville,MA,02144,,,2023-02-05,67.31,,Credit Processing Fees,,C00714725,,,,,,,,,,,,,,,,,,
SB21B,C00613810,SB21B.6410,,,COM,ActBlue,,,,,,PO Box 441146,,West Somerville,MA,02144,,,2023-02-12,70.53,,Credit Processing Fees,,C00714725,,,,,,,,,,,,,,,,,,
SB21B,C00613810,SB21B.6411,,,COM,ActBlue,,,,,,PO Box 441146,,West Somerville,MA,02144,,,2023-02-19,50.91,,Credit Processing Fees,,C00714725,,,,,,,,,,,,,,,,,,
SB21B,C00613810,SB21B.6412,,,COM,ActBlue,,,,,,PO Box 441146,,West Somerville,MA,02144,,,2023-02-26,75.53,,Credit Processing Fees,,C00714725,,,,,,,,,,,,,,,,,,
SB21B,C00613810,SB21B.6413,,,COM,ActBlue,,,,,,PO Box 441146,,West Somerville,MA,02144,,,2023-02-28,106.55,,Credit Processing Fees,,C00714725,,,,,,,,,,,,,,,,,,
SB21B,C00613810,SB21B.6414,,,COM,ActBlue,,,,,,PO Box 441146,,West Somerville,MA,02144,,,2023-03-05,59.65,,Credit Processing Fees,,C00714725,,,,,,,,,,,,,,,,,,
SB21B,C00613810,SB21B.6415,,,COM,ActBlue,,,,,,PO Box 441146,,West Somerville,MA,02144,,,2023-03-12,69.30,,Credit Processing Fees,,C00714725,,,,,,,,,,,,,,,,,,
SB21B,C00613810,SB21B.6416,,,COM,ActBlue,,,,,,PO Box 441146,,West Somerville,MA,02144,,,2023-03-19,12.09,,Credit Processing Fees,,C00714725,,,,,,,,,,,,,,,,,,
SB21B,C00613810,SB21B.6419,,,ORG,Amazon,,,,,,410 Terry Ave. North,,Seattle,WA,981095210,,,2023-01-09,198.42,,Office Supplies Expense,,,,,,,,,,,,,,,,,,,,
SB21B,C00613810,SB21B.6434,,,IND,,Bell,Adrienne,,,,3519 E Walnut #972,,Pearland,TX,77588,,,2023-01-12,3225.00,,Wages Expense,,,,,,,,,,,,,,,,,,,,
SB21B,C00613810,SB21B.6435,,,IND,,Bell,Adrienne,,,,3519 E Walnut #972,,Pearland,TX,77588,,,2023-02-14,3225.00,,Wages Expense,,,,,,,,,,,,,,,,,,,,
SB21B,C00613810,SB21B.6436,,,IND,,Bell,Adrienne,,,,3519 E Walnut #972,,Pearland,TX,77588,,,2023-03-01,3025.00,,Wages Expense,,,,,,,,,,,,,,,,,,,,
SB21B,C00613810,SB21B.6437,,,IND,,Bell,Adrienne,,,,3519 E Walnut #972,,Pearland,TX,77588,,,2023-03-15,3225.00,,Wages Expense,,,,,,,,,,,,,,,,,,,,
SB21B,C00613810,SB21B.6424,,,ORG,Google,,,,,,1600 Amphitheatre Pkwy,,Mountain View,CA,94043,,,2023-01-03,20.97,,Software Expense,,,,,,,,,,,,,,,,,,,,
SB21B,C00613810,SB21B.6427,,,ORG,Google,,,,,,1600 Amphitheatre Pkwy,,Mountain View,CA,94043,,,2023-02-02,50.98,,Software Expense,,,,,,,,,,,,,,,,,,,,
SB21B,C00613810,SB21B.6429,,,ORG,Google,,,,,,1600 Amphitheatre Pkwy,,Mountain View,CA,94043,,,2023-03-02,50.98,,Software Expense,,,,,,,,,,,,,,,,,,,,
