form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00838177,EB330,,,CCM,BACCAM FOR IOWA,,,,,,2813 VIRGINIA PL,,Des Moines,IA,50321,P2024,,2024-05-06,200.00,,Contribution,011,C00856021,BACCAM FOR IOWA,,BACCAM,LANON,,,,H,IA,03,,,,,,,,
SB23,C00838177,EB331,,,CCM,GILLEN FOR NY,,,,,,PO BOX 33079,,Washington,DC,20036,P2024,,2024-05-06,200.00,,Contribution,011,C00840165,GILLEN FOR NY,,Gillen,Laura,,,,H,NY,04,,,,,,,,
SB23,C00838177,EB332,,,CCM,MICHELLE VALLEJO FOR CONGRESS,,,,,,PO BOX 1265,,Mission,TX,78573,P2024,,2024-05-06,200.00,,Contribution,011,C00797217,MICHELLE VALLEJO FOR CONGRESS,,VALLEJO,MICHELLE,,,,H,TX,15,,,,,,,,
SB23,C00838177,EB333,,,CCM,MISSY FOR CONGRESS,,,,,,PO BOX 55418,,Virginia Beach,VA,23471,P2024,,2024-05-06,200.00,,Contribution,011,C00849836,MISSY FOR CONGRESS,,Smasal,Missy Cotter,,,,H,VA,02,,,,,,,,
SB23,C00838177,EB335,,,CCM,VARGAS FOR CONGRESS,,,,,,Po Box 746,,BOYS TOWN,NE,68010,P2024,,2024-05-06,200.00,,Contribution,011,C00784371,VARGAS FOR CONGRESS,,VARGAS,ANTHONY 'TONY',,,,H,NE,02,,,,,,,,
SB23,C00838177,EB337,,,COM,Biden Victory Fund,,,,,,430 SOUTH CAPITOL STREET SE,,Washington,DC,20003,,,2024-06-18,5000.00,,Contribution,011,C00744946,Biden Victory Fund,,,,,,,,,,,,,,,,,
SB23,C00838177,EB338,,,CCM,ALTMAN FOR CONGRESS,,,,,,PO BOX 267,,Lambertville,NJ,08530,G2024,,2024-06-27,1000.00,,Contribution,011,C00841643,ALTMAN FOR CONGRESS,,Altman,Sue,,,,H,NJ,07,,,,,,,,
SB23,C00838177,EB339,,,CCM,ANGIE CRAIG FOR CONGRESS,,,,,,P.O. BOX 22116,,Eagan,MN,55122,P2024,,2024-06-27,1000.00,,Contribution,011,C00575209,ANGIE CRAIG FOR CONGRESS,,Craig,Angie,,,,H,MN,02,,,,,,,,
SB23,C00838177,EB356,,,CCM,CARAVEO FOR CONGRESS,,,,,,PO BOX 953,,Eastlake,CO,80614,G2024,,2024-06-27,1000.00,,Contribution,011,C00787788,CARAVEO FOR CONGRESS,,Caraveo,Yadira,,,,H,CO,08,,,,,,,,
SB23,C00838177,EB341,,,CCM,CARTWRIGHT FOR CONGRESS,,,,,,PO BOX 414,,Scranton,PA,18501,G2024,,2024-06-27,1000.00,,Contributions,011,C00509968,CARTWRIGHT FOR CONGRESS,,Cartwright,Matt,,,,H,PA,08,,,,,,,,
