form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB22,C00678367,SB22.5582,,,CCM,DEB FISCHER FOR US SENATE INC,,,,,,5555 SOUTH ST,,LINCOLN,NE,68506,G2024,,2024-10-24,1000.00,,transfer of net proceeds,,C00498907,DEB FISCHER FOR US SENATE INC,S2NE00094,FISCHER,DEBRA S,,,,S,NE,00,,,,,,,,
SB22,C00678367,SB22.5777,,,CCM,DEB FISCHER FOR US SENATE INC,,,,,,5555 SOUTH ST,,LINCOLN,NE,68506,G2024,,2024-11-25,1000.00,,transfer of net proceeds,,C00498907,DEB FISCHER FOR US SENATE INC,S2NE00094,FISCHER,DEBRA S,,,,S,NE,00,,,,,,,,
SB22,C00678367,SB22.5778,,,CCM,DEB FISCHER FOR US SENATE INC,,,,,,5555 SOUTH ST,,LINCOLN,NE,68506,E2024,Recount,2024-11-25,5000.00,,transfer of net proceeds-recount,,C00498907,DEB FISCHER FOR US SENATE INC,S2NE00094,FISCHER,DEBRA S,,,,S,NE,00,,,,,,,,
SB22,C00678367,SB22.5779,,,PAC,NEBRASKA SANDHILLS PAC,,,,,,228 S WASHINGTON ST STE 115,,ALEXANDRIA,VA,22314,,,2024-11-25,2500.00,,transfer of net proceeds,,C00540054,,,,,,,,,,,,,,,,,,
SB22,C00678367,SB22.5701,,,PTY,NRSC,,,,,,425 2ND STREET NE,,WASHINGTON,DC,20002,,,2024-11-04,1000.00,,transfer of net proceeds,,C00027466,,,,,,,,,,,,,,,,,,
SB22,C00678367,SB22.5702,,,PTY,NRSC,,,,,,425 2ND STREET NE,,WASHINGTON,DC,20002,,,2024-11-04,1000.00,,transfer of net proceeds-Legal Fund,,C00027466,,,,,,,,,,,,,,,,,,
SB22,C00678367,SB22.5703,,,PTY,NRSC,,,,,,425 2ND STREET NE,,WASHINGTON,DC,20002,,,2024-11-04,1000.00,,transfer of net proceeds-Building Fund,,C00027466,,,,,,,,,,,,,,,,,,
SB22,C00678367,SB22.5781,,,PTY,NRSC,,,,,,425 2ND STREET NE,,WASHINGTON,DC,20002,,,2024-11-25,11000.00,,transfer of net proceeds,,C00027466,,,,,,,,,,,,,,,,,,
SB22,C00678367,SB22.5782,,,PTY,NRSC,,,,,,425 2ND STREET NE,,WASHINGTON,DC,20002,,,2024-11-25,7000.00,,transfer of net proceeds-Legal Fund,,C00027466,,,,,,,,,,,,,,,,,,
SB22,C00678367,SB22.5783,,,PTY,NRSC,,,,,,425 2ND STREET NE,,WASHINGTON,DC,20002,,,2024-11-25,5000.00,,transfer of net proceeds-Building Fund,,C00027466,,,,,,,,,,,,,,,,,,
