form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00495028,500490110,,,ORG,Waterfront Strategies,,,,,,3050 K St NW,Ste 100,Washington,DC,200075161,O2023,Special General,2024-02-06,416075.00,2024-02-05,6985270.68,Television Advertising,,,S,H6NY03247,Suozzi,Thomas,,,,H,03,NY,Wolff,Brian,,,,2024-06-18,
SE,C00495028,500491520,,,ORG,Solidarity Strategies LLC,,,,,,PO Box 15260,,Washington,DC,200030260,P2024,,2024-02-13,10212.88,2024-02-13,1371199.94,Media Production,,,S,H2CA21233,Salas,Rudy,,,,H,22,CA,Wolff,Brian,,,,2024-06-18,
SE,C00495028,500492240,,,ORG,The Strategy Group,,,,,,730 N Franklin St,Ste 404,Chicago,IL,606547205,P2024,,2024-02-20,29377.58,2024-02-15,1371199.94,Direct Mail,,,S,H2CA21233,Salas,Rudy,,,,H,22,CA,Wolff,Brian,,,,2024-06-18,
SE,C00495028,500492560,,,ORG,50+1 Strategies LLC,,,,,,PO Box 358,,San Francisco,CA,941040358,P2024,,2024-02-23,51372.90,2024-02-26,1371199.94,Digital Advertising,,,O,H2CA20094,Valadao,David,,,,H,22,CA,Wolff,Brian,,,,2024-06-18,
SE,C00495028,500492790,,,ORG,Waterfront Strategies,,,,,,3050 K St NW,Ste 100,Washington,DC,200075161,P2024,,2024-02-27,215169.00,2024-02-22,1371199.94,Television Advertising,,,S,H2CA21233,Salas,Rudy,,,,H,22,CA,Wolff,Brian,,,,2024-06-18,
SE,C00495028,500491511,,,ORG,50+1 Strategies LLC,,,,,,PO Box 358,,San Francisco,CA,941040358,P2024,,2024-02-13,20521.37,2024-02-13,1371199.94,Digital Advertising,,,S,H2CA21233,Salas,Rudy,,,,H,22,CA,Wolff,Brian,,,,2024-06-18,
SE,C00495028,500490111,,,ORG,Waterfront Strategies,,,,,,3050 K St NW,Ste 100,Washington,DC,200075161,O2023,Special General,2024-02-06,836825.00,2024-02-05,6985270.68,Television Advertising,,,O,H4NY03283,Pilip,Mazi,M.,,,H,03,NY,Wolff,Brian,,,,2024-06-18,
SE,C00495028,500491521,,,ORG,Solidarity Strategies LLC,,,,,,PO Box 15260,,Washington,DC,200030260,P2024,,2024-02-13,3000.00,2024-02-13,1371199.94,Media Production,,,O,H2CA20094,Valadao,David,,,,H,22,CA,Wolff,Brian,,,,2024-06-18,
SE,C00495028,500492241,,,ORG,Waterfront Strategies,,,,,,3050 K St NW,Ste 100,Washington,DC,200075161,P2024,,2024-02-20,19895.00,2024-02-15,1371199.94,Radio Advertising,,,O,H2CA20094,Valadao,David,,,,H,22,CA,Wolff,Brian,,,,2024-06-18,
SE,C00495028,500489771,,,ORG,Gambit Strategies LLC,,,,,,2939 Van Ness St NW,Apt 1006,Washington,DC,200084605,O2023,Special General,2024-02-02,5139.00,2024-02-02,6985270.68,Digital Production,,,S,H6NY03247,Suozzi,Thomas,,,,H,03,NY,Wolff,Brian,,,,2024-06-18,
