form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00135368,500130267,,,CCM,Andy Kim for New Jersey,,,,,,PO Box 211,,Marlton,NJ,080530211,G2024,,2024-10-04,1500.00,0.00,Direct Contribution,,C00648220,,,Kim,Andy,,,,S,NJ,,,,,,,,,
SB23,C00135368,500130261,,,CCM,April McClain Delaney for Congress,,,,,,PO Box 83940,,Gaithersburg,MD,208833940,G2024,,2024-10-04,1000.00,0.00,Direct Contribution,,C00854471,,,McClain Delaney,April,,,,H,MD,06,,,,,,,,
SB23,C00135368,500130264,,,CCM,Brittany Pettersen for Colorado,,,,,,PO Box 150887,,Lakewood,CO,802150887,G2024,,2024-10-04,1000.00,0.00,Direct Contribution,,C00637215,,,Pettersen,Brittany,L.,,,,,,,,,,,,,
SB23,C00135368,500130258,,,CCM,CARTWRIGHT FOR CONGRESS,,,,,,PO Box 414,,Scranton,PA,185010414,G2024,,2024-10-04,3000.00,0.00,Direct Contribution,,C00509968,,,CARTWRIGHT,MATT,,,,H,PA,08,,,,,,,,
SB23,C00135368,500130263,,,PAC,CONGRESSIONAL PROGRESSIVE CAUCUS PAC,,,,,,PO Box 33079,,Washington,DC,200330079,O2024,Other 2024,2024-10-04,1500.00,0.00,Direct Contribution,,C00513176,CONGRESSIONAL PROGRESSIVE CAUCUS PAC,,,,,,,,,,,,,,,,,
SB23,C00135368,500130262,,,CCM,DR KIM SCHRIER FOR CONGRESS,,,,,,3020 Issaquah Pine Lake Rd SE,# 331,Sammamish,WA,980757253,G2024,,2024-10-04,1000.00,0.00,Direct Contribution,,C00652628,,,SCHRIER,KIM DR.,,,,H,WA,08,,,,,,,,
SB23,C00135368,500130265,,,CCM,KAPTUR FOR CONGRESS,,,,,,PO Box 899,,Toledo,OH,436970899,G2024,,2024-10-04,2000.00,0.00,Direct Contribution,,C00154625,,,KAPTUR,MARCY HON. M.C.,,,,H,OH,09,,,,,,,,
SB23,C00135368,500130358,,,CCM,McBride for Delaware Inc.,,,,,,PO Box 1904,,Wilmington,DE,198991904,P2024,,2024-10-15,-500.00,0.00,Refund of 9/9/24 Contribution,,C00843763,,,McBride,Sarah,E.,,,H,DE,00,,,,,,,,
SB23,C00135368,500130260,,,CCM,MIKE LEVIN FOR CONGRESS,,,,,,555 Capitol Mall,Ste 400,Sacramento,CA,958144503,G2024,,2024-10-04,2000.00,0.00,Direct Contribution,,C00634253,,,LEVIN,MIKE,,,,H,CA,49,,,,,,,,
SB23,C00135368,500130266,,,CCM,Monica Tranel for Montana,,,,,,PO Box 9384,,Missoula,MT,598079384,G2024,,2024-10-04,1000.00,0.00,Direct Contribution,,C00845008,,,Tranel,Monica,,,,H,MT,01,,,,,,,,
SB23,C00135368,500130268,,,CCM,PRAMILA FOR CONGRESS,,,,,,PO Box 21912,,Seattle,WA,981113912,G2024,,2024-10-04,1000.00,0.00,Direct Contribution,,C00605592,,,JAYAPAL,PRAMILA,,,,H,WA,07,,,,,,,,
SB23,C00135368,500130288,,,ORG,Sierra Club,,,,,,2101 Webster St,Ste 1300,Oakland,CA,946123546,G2024,,2024-10-03,17.32,0.00,Inkind: Press Release,,C00848648,,,Mucarsel-Powell,Debbie,,,,S,FL,,,,,,,,,
SB23,C00135368,500130269,,,ORG,Sierra Club,,,,,,2101 Webster St,Ste 1300,Oakland,CA,946123546,G2024,,2024-10-16,454.00,0.00,Inkind: Online Promotion,,C00010603,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,,,,,,,,,,,,,,,,,
SB23,C00135368,500130270,,,ORG,Sierra Club,,,,,,2101 Webster St,Ste 1300,Oakland,CA,946123546,G2024,,2024-10-16,113.50,0.00,Inkind: Online Promotion,,C00606939,,,ROSEN,JACKY,,,,S,NV,00,,,,,,,,
SB23,C00135368,500130271,,,ORG,Sierra Club,,,,,,2101 Webster St,Ste 1300,Oakland,CA,946123546,G2024,,2024-10-16,113.50,0.00,Inkind: Online Promotion,,C00668228,,,HORSFORD,STEVEN ALEXZANDER,,,,H,NV,04,,,,,,,,
SB23,C00135368,500130272,,,ORG,Sierra Club,,,,,,2101 Webster St,Ste 1300,Oakland,CA,946123546,G2024,,2024-10-16,113.50,0.00,Inkind: Online Promotion,,C00655613,,,LEE,SUSIE,,,,H,NV,03,,,,,,,,
SB23,C00135368,500130273,,,ORG,Sierra Club,,,,,,2101 Webster St,Ste 1300,Oakland,CA,946123546,G2024,,2024-10-16,113.50,0.00,Inkind: Online Promotion,,C00499467,,,TITUS,DINA,,,,H,NV,01,,,,,,,,
SB23,C00135368,500130274,,,ORG,Sierra Club,,,,,,2101 Webster St,Ste 1300,Oakland,CA,946123546,G2024,,2024-10-16,468.64,0.00,Inkind: Online Promotion,,C00840041,,,Kerr,Joe,,,,H,CA,40,,,,,,,,
SB23,C00135368,500130275,,,ORG,Sierra Club,,,,,,2101 Webster St,Ste 1300,Oakland,CA,946123546,G2024,,2024-10-16,468.64,0.00,Inkind: Online Promotion,,C00834028,,,Whitesides,George,,,,H,CA,27,,,,,,,,
SB23,C00135368,500130276,,,ORG,Sierra Club,,,,,,2101 Webster St,Ste 1300,Oakland,CA,946123546,G2024,,2024-10-16,468.64,0.00,Inkind: Online Promotion,,C00851790,,,Tran,Derek,,,,,,,,,,,,,,
SB23,C00135368,500130277,,,ORG,Sierra Club,,,,,,2101 Webster St,Ste 1300,Oakland,CA,946123546,G2024,,2024-10-16,468.64,0.00,Inkind: Online Promotion,,C00791335,,,Ehasz,Ashley,,,,H,PA,01,,,,,,,,
SB23,C00135368,500130279,,,ORG,Sierra Club,,,,,,2101 Webster St,Ste 1300,Oakland,CA,946123546,G2024,,2024-10-16,468.64,0.00,Inkind: Online Promotion,,C00815290,,,RYAN,PATRICK,,,,H,NY,18,,,,,,,,
SB23,C00135368,500130280,,,ORG,Sierra Club,,,,,,2101 Webster St,Ste 1300,Oakland,CA,946123546,G2024,,2024-10-16,468.64,0.00,Inkind: Online Promotion,,C00711150,,,JONES,MONDAIRE,,,,H,NY,17,,,,,,,,
SB23,C00135368,500130281,,,ORG,Sierra Club,,,,,,2101 Webster St,Ste 1300,Oakland,CA,946123546,G2024,,2024-10-16,156.21,0.00,Inkind: Online Promotion,,C00870568,,,Avlon,John,,,,H,NY,01,,,,,,,,
SB23,C00135368,500130282,,,ORG,Sierra Club,,,,,,2101 Webster St,Ste 1300,Oakland,CA,946123546,G2024,,2024-10-16,156.21,0.00,Inkind: Online Promotion,,C00840165,,,Gillen,Laura,,,,H,NY,04,,,,,,,,
SB23,C00135368,500130283,,,ORG,Sierra Club,,,,,,2101 Webster St,Ste 1300,Oakland,CA,946123546,G2024,,2024-10-16,156.21,0.00,Inkind: Online Promotion,,C00845461,,,Mannion,John,,,,H,NY,22,,,,,,,,
SB23,C00135368,500130284,,,ORG,Sierra Club,,,,,,2101 Webster St,Ste 1300,Oakland,CA,946123546,G2024,,2024-10-16,468.64,0.00,Inkind: Online Promotion,,C00793935,,,SORENSEN,ERIC,,,,H,IL,17,,,,,,,,
SB23,C00135368,500130285,,,ORG,Sierra Club,,,,,,2101 Webster St,Ste 1300,Oakland,CA,946123546,G2024,,2024-10-16,468.64,0.00,Inkind: Online Promotion,,C00652719,,,UNDERWOOD,LAUREN A,,,,H,IL,14,,,,,,,,
SB23,C00135368,500130286,,,ORG,Sierra Club,,,,,,2101 Webster St,Ste 1300,Oakland,CA,946123546,G2024,,2024-10-16,468.64,0.00,Inkind: Online Promotion,,C00264697,,,BROWN,SHERROD,,,,S,OH,00,,,,,,,,
SB23,C00135368,500130287,,,ORG,Sierra Club,,,,,,2101 Webster St,Ste 1300,Oakland,CA,946123546,G2024,,2024-10-16,468.64,0.00,Inkind: Online Promotion,,C00509968,,,CARTWRIGHT,MATT,,,,H,PA,08,,,,,,,,
SB23,C00135368,500130259,,,CCM,TONY VARGAS FOR CONGRESS,,,,,,PO Box 746,,Boystown,NE,680100746,G2024,,2024-10-04,1500.00,0.00,Direct Contribution,,C00784371,,,VARGAS,ANTHONY 'TONY',,,,H,NE,02,,,,,,,,
