form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00768200,SB21B-1391,,,PTY,DCCC ,,,,,,430 South Capitol Street SE,2nd Floor,Washington,DC,20003,,,2024-07-02,3175.33,0.00,Generic Cmte. Events/Meetings,,C00000935,DCCC ,,,,,,,,,,,,,,,,,See Attached Memo Entry
SB21B,C00768200,SB21B-1391-10000,SB21B-1391,SB21B,ORG,Goldbelly,,,,,,"27 Union Sq. W, Unit 500",,New York,NY,10003,,,2024-07-02,92.83,0.00,Generic Cmte. Events/Meetings,,,,,,,,,,,,,,,,,,,X,Memo Entry
SB21B,C00768200,SB21B-1391-20000,SB21B-1391,SB21B,ORG,Hyatt Reg Washington Event,,,,,,"5400 LBJ Fwy., Ste. 500",,Dallas,TX,75240,,,2024-07-02,2910.60,0.00,Generic Cmte. Events/Meetings,,,,,,,,,,,,,,,,,,,X,Memo Entry
SB21B,C00768200,SB21B-1391-30000,SB21B-1391,SB21B,ORG,Goldbelly,,,,,,"27 Union Sq. W, Unit 500",,New York,NY,10003,,,2024-07-02,85.95,0.00,Generic Cmte. Events/Meetings,,,,,,,,,,,,,,,,,,,X,Memo Entry
SB21B,C00768200,SB21B-1391-40000,SB21B-1391,SB21B,ORG,Goldbelly,,,,,,"27 Union Sq. W, Unit 500",,New York,NY,10003,,,2024-07-02,85.95,0.00,Generic Cmte. Events/Meetings,,,,,,,,,,,,,,,,,,,X,Memo Entry
SB21B,C00768200,SB21B-1392,,,PTY,DCCC ,,,,,,430 South Capitol Street SE,2nd Floor,Washington,DC,20003,,,2024-07-02,44.00,0.00,Travel ,002,C00000935,DCCC ,,,,,,,,,,,,,,,,,See Attached Memo Entry
SB21B,C00768200,SB21B-1392-10000,SB21B-1392,SB21B,ORG,Amtrak,,,,,,60 Massachusetts Ave. NE,,Washington,DC,20002,,,2024-07-02,35.00,0.00,Travel ,002,,,,,,,,,,,,,,,,,,X,Memo Entry
SB21B,C00768200,SB21B-1392-20000,SB21B-1392,SB21B,ORG,Egencia Fee,,,,,,3150 139th Ave. SE,,Bellevue,WA,98005,,,2024-07-02,9.00,0.00,Travel ,002,,,,,,,,,,,,,,,,,,X,Memo Entry
SB21B,C00768200,SB21B-1393,,,PTY,DCCC ,,,,,,430 South Capitol Street SE,2nd Floor,Washington,DC,20003,,,2024-07-02,375.00,0.00,Travel ,002,C00000935,DCCC ,,,,,,,,,,,,,,,,,See Attached Memo Entry
SB21B,C00768200,SB21B-1393-10000,SB21B-1393,SB21B,ORG,Michelle Tovar,,,,,,430 S Capitol St. SE,Fl. 2,Washington,DC,20003,,,2024-07-02,187.50,0.00,Per Diem ,,,,,,,,,,,,,,,,,,,X,Memo Entry
SB21B,C00768200,SB21B-1393-20000,SB21B-1393,SB21B,ORG,Ryan DeJoy,,,,,,430 S Capitol St. SE,Fl. 2,Washington,DC,20003,,,2024-07-02,187.50,0.00,Per Diem ,,,,,,,,,,,,,,,,,,,X,Memo Entry
SB21B,C00768200,SB21B-1410,,,ORG,ActBlue Technical Services ,,,,,,366 Summer St.,,Somerville,MA,02144,,,2024-07-07,2520.38,0.00,Generic Cmte. Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00768200,SB21B-1400,,,ORG,The Strathdee Group LLC ,,,,,,517 14th St. NE,,Washington,DC,20002,,,2024-07-10,377.84,0.00,Travel ,002,,,,,,,,,,,,,,,,,,,
SB21B,C00768200,SB21B-1401,,,ORG,Inspired Catering Inc. ,,,,,,6 Mountain Farms Rd.,,West Hartford,CT,06117,,,2024-07-10,10711.38,0.00,Generic Cmte. Catering,,,,,,,,,,,,,,,,,,,,
SB21B,C00768200,SB21B-1419,,,ORG,ActBlue Technical Services ,,,,,,366 Summer St.,,Somerville,MA,02144,,,2024-07-14,1915.75,0.00,Generic Cmte. Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00768200,SB21B-1453,,,ORG,ActBlue Technical Services ,,,,,,366 Summer St.,,Somerville,MA,02144,,,2024-07-21,2962.50,0.00,Generic Cmte. Processing Fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00768200,SB21B-1441,,,PTY,DCCC ,,,,,,430 South Capitol Street SE,2nd Floor,Washington,DC,20003,,,2024-07-23,31.03,0.00,Generic Cmte. Printing,,C00000935,DCCC ,,,,,,,,,,,,,,,,,See Attached Memo Entry
SB21B,C00768200,SB21B-1441-10000,SB21B-1441,SB21B,ORG,Fedex,,,,,,544 Farmington Ave.,,Hartford,CT,06105,,,2024-07-23,3.23,0.00,Generic Cmte. Printing,,,,,,,,,,,,,,,,,,,X,Memo Entry
