form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00483487,B-11688,,,CCM,Max For Indiana,,,,,,PO Box 2151,,Noblesville,IN,46061,P2024,,2023-12-08,1000.00,1000.00,political contribution,011,,Max for Indiana,H4IN05237,Engling,Max,,,,H,IN,05,,,,,,,,
SB23,C00483487,B-11670,,,CCM,Craig Riedel For Ohio,,,,,,PO Box 386,,Tiffin,OH,44883,P2024,,2023-12-28,2000.00,2000.00,political contribution,011,C00800003,Craig Riedel for Ohio,H2OH09189,Riedel,Craig,,,,H,OH,09,,,,,,,,
SB23,C00483487,B-11669,,,CCM,"Derrick Anderson For Va, Inc.",,,,,,PO Box 29940,,Henrico,VA,23242,P2024,,2023-12-28,2000.00,2000.00,political contribution,011,C00791574,"Derrick Anderson For Va, Inc.",H2VA07170,Anderson,Derrick,,,,H,VA,07,,,,,,,,
SB23,C00483487,B-11673,,,CCM,George Logan For Congress,,,,,,26 Catoonah Street,Box 72,Ridgefield,CT,06877,P2024,,2023-12-28,2000.00,2000.00,political contribution,011,,,H2CT05222,Logan,George,S,,,H,CT,05,,,,,,,,
SB23,C00483487,B-11674,,,CCM,Joe Teirab For Congess,,,,,,PO Box 1894,,Burnsville,MN,55337,P2024,,2023-12-28,2000.00,2000.00,political contribution,011,C00853929,Joe Teirab For Congess,H4MN02177,Teirab,Joe,,,,H,MN,02,,,,,,,,
SB23,C00483487,B-11676,,,CCM,Judge Joe Mcgraw for Congress,,,,,,PO Box 1451,,Rockford,IL,61105,P2024,,2023-12-28,2000.00,2000.00,political contribution,011,C00851246,Judge Joe Mcgraw for Congress,H4IL17101,Mcgraw,Joe,,,,H,IL,17,,,,,,,,
SB23,C00483487,B-11671,,,CCM,Kevin Lincoln for Congress,,,,,,9460 Tegner Road,,Hilmar,CA,95324,P2024,,2023-12-28,2000.00,2000.00,political contribution,011,C00845826,Kevin Lincoln for Congress,H4CA09093,Lincoln,Kevin,,,,H,CA,09,,,,,,,,
SB23,C00483487,B-11680,,,CCM,Mayra Flores for Congress,,,,,,PO Box 516,,Los Indios,TX,78567,P2024,,2023-12-28,2000.00,2000.00,political contribution,011,C00768994,Mayra Flores for Congress,H2TX34113,Flores,Mayra,Nohemi,,,H,TX,34,,,,,,,,
SB23,C00483487,B-11679,,,CCM,Mercuri for Congress,,,,,,3000 Village Run Rd,Ste 103-300,Wexford,PA,15090,P2024,,2023-12-28,2000.00,2000.00,political contribution,011,C00848150,Mercuri for Congress,H4PA17166,Mercuri,Robert,W,,,H,PA,17,,,,,,,,
SB23,C00483487,B-11675,,,CCM,Nancy Dahlstrom For Alaska,,,,,,PO Box 242442,,Anchorage,AK,99524,P2024,,2023-12-28,2000.00,2000.00,political contribution,011,,Nancy Dahlstrom for Alaska,H4AK00156,Dahlstrom,Nancy,,,,H,AK,00,,,,,,,,
SB23,C00483487,B-11668,,,CCM,Niemeyer For Congress,,,,,,228 S Washington St,Ste 115,Alexandria,VA,22314,P2024,,2023-12-28,2000.00,2000.00,political contribution,011,,Niemeyer for Congress,H4IN01210,Niemeyer,Randell,C.,,,H,IN,01,,,,,,,,
SB23,C00483487,B-11678,,,CCM,Reddy for Kansas,,,,,,PO Box 15804,,Lenexa,KS,66285,P2024,,2023-12-28,2000.00,2000.00,political contribution,011,C00845347,Reddy for Kansas,H4KS03212,Reddy,Prasanth,,DR.,,H,KS,03,,,,,,,,
SB23,C00483487,B-11665,,,CCM,Rob For PA,,,,,,11 Dock St Box 971,,Pittston,PA,18640,P2024,,2023-12-28,2000.00,2000.00,political contribution,011,C00852137,Rob For PA,H4PA08124,Bresnahan,Rob,,,,H,PA,08,,,,,,,,
SB23,C00483487,B-11677,,,CCM,Scott Baugh for Congress,,,,,,4040 Macarthur Blvd,Suite 200,Newport Beach,CA,92660,P2024,,2023-12-28,2000.00,2000.00,political contribution,011,C00798322,Scott Baugh for Congress,H2CA47196,Baugh,Scott,,,,H,CA,47,,,,,,,,
SB23,C00483487,B-11672,,,CCM,Theriault For Congress,,,,,,PO Box 291,,Fort Kent,ME,04743,P2024,,2023-12-28,2000.00,2000.00,political contribution,011,C00852061,Theriault For Congress,H4ME02291,Theriault,Austin,Leo,,,H,ME,02,,,,,,,,
SB23,C00483487,B-11667,,,CCM,Tom Barrett for Congress,,,,,,PO Box 15221,,Lansing,MI,48901,P2024,,2023-12-28,2000.00,2000.00,political contribution,011,C00793976,Tom Barrett for Congress,H2MI07123,Barrett,Thomas,More,,,H,MI,07,,,,,,,,
SB23,C00483487,B-11666,,,CCM,Yvette4congress,,,,,,PO Box 404,# 404,LA Luz,NM,883370404,P2024,,2023-12-28,2000.00,3000.00,political contribution,011,C00655571,Yvette4congress,H8NM02156,Herrell,Stella,Yvette,,,H,NM,02,,,,,,,,
