form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00337394,EB19314,,,CCM,Adam Gray for Congress,,,,,,"400 Capitol Mall, Suite 1545",,Sacramento,CA,95814,G2024,,2024-07-22,2500.00,,Contribution,011,,Adam Gray for Congress,,Gray,Adam,,,,H,CA,13,,,,,,,,
SB23,C00337394,EB19311,,,COM,Campaign for Democracy Group,,,,,,"1700 Tribute Road, Suite 201",,Sacramento,CA,95815,,,2024-07-12,20000.00,,Contribution,011,,Campaign for Democracy Group,,,,,,,,,,,,,,,,,
SB23,C00337394,EB19310,,,COM,Campaign for Democracy PAC,,,,,,"1700 Tribute Road, Suite 201",,Sacramento,CA,95815,,,2024-07-12,5000.00,,Contribution,011,,Campaign for Democracy PAC,,,,,,,,,,,,,,,,,
SB23,C00337394,EB19163,,,CCM,Celeste for Congress,,,,,,610 S Blvd.,,Tampa,FL,33606,G2024,,2024-07-08,2500.00,,Contribution,011,,Celeste for Congress,,Maloy,Celeste,,,,H,UT,02,,,,,,,,
SB23,C00337394,EB19162,,,COM,Defend the Dream PAC,,,,,,"777 South Figueroa Street, Suite 4",,Los Angeles,CA,90017,,,2024-07-08,5000.00,,Contribution,011,,Defend the Dream PAC,,,,,,,,,,,,,,,,,
SB23,C00337394,EB19164,,,COM,Eureka PAC,,,,,,"403 First Street, SE",,Washington,DC,20003,,,2024-07-08,2500.00,,Contribution,011,,Eureka PAC,,,,,,,,,,,,,,,,,
SB23,C00337394,EB19167,,,CCM,Jay Obernolte for Congress,,,,,,439 New Jersey Avenue SE,,Washington,DC,20003,G2024,,2024-07-08,1000.00,,Contribution,011,,Jay Obernolte for Congress,,Obernolte,Jay,,,,H,CA,23,,,,,,,,
SB23,C00337394,EB19239,,,CCM,Kustoff for Congress,,,,,,"410 1st Street SE, 2nd Floor",,Washington,DC,20003,G2024,,2024-07-10,2500.00,,Contribution,011,,Kustoff for Congress,,Kustoff,David,,,,H,TN,08,,,,,,,,
SB23,C00337394,EB19166,,,CCM,Lofgren for Congress,,,,,,"211 S Street, NW",,Washington,DC,20001,G2024,,2024-07-08,2500.00,,Contribution,011,,Lofgren for Congress,,Lofgren,Zoe,,,,H,CA,18,,,,,,,,
SB23,C00337394,EB19313,,,COM,"Peltola For Alaska, Mary",,,,,,"430 South Capitol Street SE, Secon",,"Washington, DC",,20003,G2024,,2024-07-22,1500.00,,Contribution,011,,"Peltola For Alaska, Mary",,Peltola,Mary,,,,H,AK,00,,,,,,,,
SB23,C00337394,EB19165,,,CCM,Pete Aguilar for Congress,,,,,,"499 South Capitol Street, SW, Suit",,Washington,DC,20003,G2024,,2024-07-08,2500.00,,Contribution,011,,Pete Aguilar for Congress,,Aguilar,Pete,,,,H,CA,33,,,,,,,,
SB23,C00337394,EB19312,,,CCM,Valadao for Congress,,,,,,"2308 Mount Vernon Avenue, #337",,Alexandria,VA,22301,G2024,,2024-07-22,1000.00,,Contribution,011,,Valadao for Congress,,Valadao,David,,,,H,CA,22,,,,,,,,
