form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00806893,500087457,,,ORG,1Password,,,,,,4711 Yonge St,10Th Fl,North York Toronto Canada,ZZ,00000,,,2024-12-20,19.95,0.00,Software,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00806893,500087486,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-12-02,0.60,0.00,Merchant Fee,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00806893,500087491,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-12-25,0.99,0.00,Merchant Fee,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00806893,500087492,,,ORG,ActBlue Technical Services,,,,,,366 Summer St,,Somerville,MA,021443132,,,2024-12-31,0.60,0.00,Merchant Fee,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00806893,500087517,,,ORG,AKA Beverly Hills,,,,,,155 N Crescent Dr,,Beverly Hills,CA,902105409,,,2024-12-12,1500.00,0.00,Hotel,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00806893,500087477,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2024-11-27,146.25,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00806893,500087478,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2024-11-27,0.25,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00806893,500087483,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2024-12-30,0.50,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00806893,500087484,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2024-12-30,46.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00806893,500087505,,,ORG,Amazon,,,,,,440 Terry Ave N,,Seattle,WA,981095210,,,2024-12-09,48.40,0.00,Event Supplies - Easel Pad,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00806893,500087449,,,ORG,Canva,,,,,,200 E 6Th St,,Austin,TX,787013696,,,2024-11-26,36.00,0.00,Software,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
SB29,C00806893,500087453,,,ORG,Canva,,,,,,200 E 6Th St,,Austin,TX,787013696,,,2024-12-06,36.00,0.00,Software,,,,,,,,,,,,,,,,,,,,Non-Contribution Account
