form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,dissemination_date,expenditure_amount,disbursement_date,calendar_y_t_d_per_election_office,expenditure_purpose_descrip,category_code,payee_cmtte_fec_id_number,support_oppose_code,candidate_id_number,candidate_last_name,candidate_first_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_district,candidate_state,completing_last_name,completing_first_name,completing_middle_name,completing_prefix,completing_suffix,date_signed,memo_code,memo_text_description
SE,C00825851,SE.4435,,,ORG,COMMON SENSE MEDIA LLC,,,,,,5302 COLEWAY DR,,HOLLY SPRINGS,NC,27540,P2024,,2023-04-24,937.50,2023-04-24,937.50,PLACED MEDIA: RADIO AD,,C00825851,S,P80001571,TRUMP,DONALD J.,,,,P,,VA,GANTT,CHARLES,,,,2023-12-07,
SE,C00825851,SE.4446,,,ORG,COMMON SENSE MEDIA LLC,,,,,,5302 COLEWAY DR,,HOLLY SPRINGS,NC,27540,P2024,,2023-04-24,187.50,2023-04-24,187.50,PLACED MEDIA: RADIO AD,,C00825851,S,P80001571,TRUMP,DONALD J.,,,,P,,GA,GANTT,CHARLES,,,,2023-12-07,
SE,C00825851,SE.4447,,,ORG,COMMON SENSE MEDIA LLC,,,,,,5302 COLEWAY DR,,HOLLY SPRINGS,NC,27540,P2024,,2023-04-24,375.00,2023-04-24,375.00,PLACED MEDIA: RADIO AD,,C00825851,S,P80001571,TRUMP,DONALD J.,,,,P,,PA,GANTT,CHARLES,,,,2023-12-07,
SE,C00825851,SE.4501,,,ORG,ELECTORAL COMMUNICATIONS GROUP LLC,,,,,,701 S HOWARD AVE,STE 106-848,TAMPA,FL,33606,P2024,,2023-06-01,228369.91,2023-05-30,2051201.91,DIRECT MAIL: PRINTING AND POSTAGE,,C00825851,O,P40013039,DESANTIS,RON,DION,,,P,,NH,GANTT,CHARLES,,,,2023-12-07,
SE,C00825851,SE.4503,,,ORG,ELECTORAL COMMUNICATIONS GROUP LLC,,,,,,701 S HOWARD AVE,STE 106-848,TAMPA,FL,33606,P2024,,2023-06-01,432641.64,2023-05-30,16530530.45,DIRECT MAIL: PRINTING AND POSTAGE,,C00825851,O,P40013039,DESANTIS,RON,DION,,,P,,IA,GANTT,CHARLES,,,,2023-12-07,
SE,C00825851,SE.4518,,,ORG,ELECTORAL COMMUNICATIONS GROUP LLC,,,,,,701 S HOWARD AVE,STE 106-848,TAMPA,FL,33606,P2024,,2023-06-01,75876.03,2023-05-30,2127077.94,DIRECT MAIL: PRINTING AND POSTAGE,,C00825851,S,P80001571,TRUMP,DONALD J.,,,,P,,NH,GANTT,CHARLES,,,,2023-12-07,
SE,C00825851,SE.4519,,,ORG,ELECTORAL COMMUNICATIONS GROUP LLC,,,,,,701 S HOWARD AVE,STE 106-848,TAMPA,FL,33606,P2024,,2023-06-01,143745.41,2023-05-30,16674275.86,DIRECT MAIL: PRINTING AND POSTAGE,,C00825851,S,P80001571,TRUMP,DONALD J.,,,,P,,IA,GANTT,CHARLES,,,,2023-12-07,
SE,C00825851,SE.4495,,,ORG,"EVENT STRATEGIES, INC.",,,,,,510 KING STREET,STE 315,ALEXANDRIA,VA,22314,P2024,,2023-05-24,750.00,2023-05-24,750.00,MOBILE OUTDOOR ADVERTISING,,C00825851,O,P40013039,DESANTIS,RON,DION,,,P,,FL,GANTT,CHARLES,,,,2023-12-07,
SE,C00825851,SE.4421,,,ORG,GO BIG MEDIA,,,,,,44 CANAL CENTER PLZ,STE 315,ALEXANDRIA,VA,22314,P2024,,2023-04-12,8000.00,2023-04-14,4534149.42,PRODUCTION COST: TV AD,,C00825851,O,P40013039,DESANTIS,RON,DION,,,P,,IA,GANTT,CHARLES,,,,2023-12-07,
SE,C00825851,SE.4427,,,ORG,GO BIG MEDIA,,,,,,44 CANAL CENTER PLZ,STE 315,ALEXANDRIA,VA,22314,P2024,,2023-04-18,77398.00,2023-04-18,4611547.42,DIGITAL ADVERTISING,,C00825851,O,P40013039,DESANTIS,RON,DION,,,P,,IA,GANTT,CHARLES,,,,2023-12-07,
