form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00738815,SB21B.5527,,,ORG,The People's Canvass,,,,,,1800 10th Avenue S,,Minneapolis,MN,55404,P2024,,2024-06-07,30000.00,,Adv IE Payment for Contract for canvassers,001,,,H8MN05239,OMAR,ILHAN,,,,H,MN,05,,,,,,,,
SB21B,C00738815,SB21B.5308,,,ORG,The People's Canvass,,,,,,1800 10th Avenue S,,Minneapolis,MN,55404,P2024,,2024-06-11,-1200.00,,$30K IE paid  06/07 - see line 21b,001,,,,,,,,,,,,,,,,,,,
SB21B,C00738815,SB21B.5309,,,ORG,The People's Canvass,,,,,,1800 10th Avenue S,,Minneapolis,MN,55404,P2024,,2024-06-13,-900.00,,$30K IE paid  06/07 - see line 21b,001,,,,,,,,,,,,,,,,,,,
SB21B,C00738815,SB21B.5312,,,ORG,The People's Canvass,,,,,,1800 10th Avenue S,,Minneapolis,MN,55404,P2024,,2024-06-18,-1500.00,,$30K IE paid  06/07 - see line 21b,001,,,,,,,,,,,,,,,,,,,
SB21B,C00738815,SB21B.5313,,,ORG,The People's Canvass,,,,,,1800 10th Avenue S,,Minneapolis,MN,55404,P2024,,2024-06-20,-1500.00,,$30K IE paid  06/07 - see line 21b,001,,,,,,,,,,,,,,,,,,,
SB21B,C00738815,SB21B.5310,,,ORG,The People's Canvass,,,,,,1800 10th Avenue S,,Minneapolis,MN,55404,P2024,,2024-06-21,-1500.00,,$30K IE paid  06/07 - see line 21b,001,,,,,,,,,,,,,,,,,,,
SB21B,C00738815,SB21B.5315,,,ORG,The People's Canvass,,,,,,1800 10th Avenue S,,Minneapolis,MN,55404,P2024,,2024-06-23,-300.00,,$30K IE paid  06/07 - see line 21b,001,,,,,,,,,,,,,,,,,,,
SB21B,C00738815,SB21B.5314,,,ORG,The People's Canvass,,,,,,1800 10th Avenue S,,Minneapolis,MN,55404,P2024,,2024-06-24,-1500.00,,$30K IE paid  06/07 - see line 21b,001,,,,,,,,,,,,,,,,,,,
SB21B,C00738815,SB21B.5316,,,ORG,The People's Canvass,,,,,,1800 10th Avenue S,,Minneapolis,MN,55404,P2024,,2024-06-25,-1500.00,,$30K IE paid  06/07 - see line 21b,001,,,,,,,,,,,,,,,,,,,
SB21B,C00738815,SB21B.5331,,,ORG,The People's Canvass,,,,,,1800 10th Avenue S,,Minneapolis,MN,55404,P2024,,2024-06-26,-1800.00,,$30K IE paid  06/07 - see line 21b,001,,,,,,,,,,,,,,,,,,,
SB21B,C00738815,SB21B.5317,,,ORG,The People's Canvass,,,,,,1800 10th Avenue S,,Minneapolis,MN,55404,P2024,,2024-06-27,-2250.00,,$30K IE paid  06/07 - see line 21b,001,,,,,,,,,,,,,,,,,,,
SB21B,C00738815,SB21B.5332,,,ORG,The People's Canvass,,,,,,1800 10th Avenue S,,Minneapolis,MN,55404,P2024,,2024-06-28,-1200.00,,$30K IE paid  06/07 - see line 21b,001,,,,,,,,,,,,,,,,,,,
SB21B,C00738815,SB21B.5318,,,ORG,The People's Canvass,,,,,,1800 10th Avenue S,,Minneapolis,MN,55404,P2024,,2024-06-29,-450.00,,$30K IE paid  06/07 - see line 21b,001,,,,,,,,,,,,,,,,,,,
