form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00007880,6669059,,,CCM,Castor For Congress,,,,,,"301 W Platt Street, #385",,Tampa,FL,33606,P2024,,2024-01-22,1000.00,0.00,,011,C00410761,Castor For Congress,H6FL11126,Castor,Kathy,,Rep.,,H,FL,14,,,,,,,,
SB23,C00007880,6669061,,,CCM,Elissa Slotkin For Michigan,,,,,,P.O. Box 4145,,East Lansing,MI,48826,G2024,,2024-01-22,5000.00,0.00,,011,C00834218,Elissa Slotkin For Michigan,S4MI00470,Slotkin,Elissa,,Rep.,,S,MI,,,,,,,,,
SB23,C00007880,6669062,,,CCM,Donald Norcross For Congress,,,,,,PO Box 160,,Collingswood,NJ,08108,P2024,,2024-01-22,5000.00,0.00,,011,C00558320,Donald Norcross For Congress,H4NJ01084,Norcross,Donald,,Rep.,,H,NJ,01,,,,,,,,
SB23,C00007880,6669063,,,CCM,Citizens For Boyle,,,,,,PO Box 14310,,Philadelphia,PA,19115,P2024,,2024-01-22,1500.00,0.00,,011,C00543363,Citizens For Boyle,H4PA13199,Boyle,Brendan,,Rep.,,H,PA,02,,,,,,,,
SB23,C00007880,6669064,,,CCM,Gabe Amo For Congress,,,,,,PO Box 40457,,Providence,RI,02940,P2024,,2024-01-22,2500.00,0.00,,011,C00838060,Gabe Amo For Congress,H4RI01265,Amo,Gabe,,,,H,RI,01,,,,,,,,
SB23,C00007880,6669065,,,CCM,Moolenaar For Congress,,,,,,5915 Eastman Avenue,Suite 100,Midland,MI,486406824,G2024,,2024-01-22,1000.00,0.00,,011,C00561530,Moolenaar For Congress,H4MI04126,Moolenaar,John,,Rep.,,H,MI,02,,,,,,,,
SB23,C00007880,6669066,,,CCM,Hoyer For Congress,,,,,,1032 15th Street Nw,Suite 247,Washington,MD,20005,G2024,,2024-01-22,3500.00,0.00,,011,C00140715,Hoyer For Congress,H2MD05155,Hoyer,Steny,,Rep.,,H,MD,05,,,,,,,,
SB23,C00007880,6669068,,,CCM,Diana For Congress,,,,,,PO Box 7208,,Kingsport,TN,37664,P2024,,2024-01-22,1000.00,0.00,,011,C00741090,Diana For Congress,H0TN01118,Harshbarger,Diana,,Rep.,,H,TN,01,,,,,,,,
SB23,C00007880,6669070,,,CCM,Barragan For Congress,,,,,,1840 South Gaffey Street #421,,San Pedro,CA,90731,G2024,,2024-01-22,2000.00,0.00,,011,C00577353,Barragan For Congress,H6CA44103,Barragan,Nanette,Diaz,Rep.,,H,CA,44,,,,,,,,
SB23,C00007880,6674600,,,PTY,Democratic Congressional Campaign Committee,,,,,,"430 South Capitol St., SE",,Washington,DC,20003,,,2024-01-29,30000.00,0.00,,011,C00000935,,,,,,,,,,,,,,,,,,
SB23,C00007880,6674601,,,PTY,Democratic Senatorial Campaign Committee,,,,,,"120 Maryland Avenue, NE",,Washington,DC,20002,,,2024-01-29,30000.00,0.00,,011,C00042366,,,,,,,,,,,,,,,,,,
SB23,C00007880,6674602,,,PTY,National Republican Congressional Committee,,,,,,"320 First Street, SE",,Washington,DC,20003,,,2024-01-29,30000.00,0.00,,011,C00075820,,,,,,,,,,,,,,,,,,
SB23,C00007880,6674603,,,PTY,National Republican Senatorial Committee,,,,,,"425 Second Street, NE",,Washington,DC,20002,,,2024-01-29,30000.00,0.00,,011,C00027466,,,,,,,,,,,,,,,,,,
SB23,C00007880,6674604,,,CCM,Balderson For Congress,,,,,,417 Coventry Circle,,Zanesville,OH,437011955,G2024,,2024-01-29,2500.00,0.00,,011,C00662650,Balderson For Congress,H8OH12180,Balderson,Troy,,Rep.,,H,OH,12,,,,,,,,
SB23,C00007880,6674605,,,CCM,Diana For Congress,,,,,,PO Box 7208,,Kingsport,TN,37664,P2024,,2024-01-29,1500.00,0.00,,011,C00741090,Diana For Congress,H0TN01118,Harshbarger,Diana,,Rep.,,H,TN,01,,,,,,,,
SB23,C00007880,6674686,,,CCM,Suozzi For Congress,,,,,,PO Box 669,,Glen Cove,NY,11542,S2024,Special-General2024,2024-01-29,5000.00,0.00,,011,C00607200,Suozzi For Congress,H6NY03247,Suozzi,Thomas,,Rep.,,H,NY,03,,,,,,,,
