form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00424382,SB23.40301,,,CAN,,BELL,WESLEY MR,,,,900 SOUTH HANLEY ROAD,,ST LOUIS,MO,63105,P2024,,2024-06-17,5000.00,,Politcal Contribution,011,C00842336,BELLFORMISSOURI,,,,,,,H,MO,00,,,,,,,,
SB23,C00424382,SB23.40295,,,CAN,,BURLISON,ERIC,,,,2135 E. INDEPENDENCE AVE,#1007,SPRINGFIELD,MO,65804,P2024,,2024-06-03,2000.00,,Political Contribution,011,C00788414,ERIC BURLISON FOR CONGRESS,,,,,,,H,MO,07,,,,,,,,
SB23,C00424382,SB23.40299,,,CAN,,CLEAVER,EMANUEL II,,,,8217 EAST GREGORY,,KANSAS CITY,MO,64133,P2024,,2024-06-06,2000.00,,Political Contribution,011,C00395848,CLEAVER FOR CONGRESS,,,,,,,H,MO,05,,,,,,,,
SB23,C00424382,SB23.40298,,,CAN,,FLOOD,MIKE,,,,PO BOX 81041,,LINCOLN,NE,68501,P2024,,2024-06-06,1000.00,,Political Contribution,011,C00801241,MIKE FLOOD FOR CONGRESS,,,,,,,H,NE,01,,,,,,,,
SB23,C00424382,SB23.40297,,,CAN,,KAINE,TIMOTHY MICHAEL,,,,1515 CONFEDERATE AVENUE,,RICHMOND,VA,23227,P2024,,2024-06-06,1000.00,,Political Contribution,,C00495358,KAINE FOR VIRGINIA,,,,,,,S,VA,00,,,,,,,,
SB23,C00424382,SB23.40296,,,CAN,,NEAL,RICHARD E MR.,,,,36 ATWATER TERRACE,,SPRINGFIELD,MA,01107,P2024,,2024-06-03,2000.00,,Polictical Contribution,011,C00226522,RICHARD E NEAL FOR CONGRESS COMMITTEE,,,,,,,H,MA,01,,,,,,,,
SB23,C00424382,SB23.40288,,,CAN,,PANETTA,JIMMY,,,,PO BOX 103,,CARMEL VALLEY,CA,93924,P2024,,2024-04-01,1000.00,,Political Contribution,011,C00592154,JIMMY PANETTA FOR CONGRESS,,,,,,,H,CA,19,,,,,,,,
SB23,C00424382,SB23.40300,,,CAN,,SCHMIDT,DEREK,,,,416 N 5TH ST,,INDEPENDENCE,KS,67301,P2024,,2024-05-10,2500.00,,Political Contribution,011,C00877373,DEREK SCHMIDT FOR CONGRESS,,,,,,,H,KS,02,,,,,,,,
SB23,C00424382,SB23.40289,,,CAN,,SCHMITT,ERIC,,,,"101 W ARGONNE DR, #24",,SAINT LOUIS,MO,63122,P2028,,2024-04-08,5000.00,,Political Contribution,011,C00775015,SCHMITT FOR SENATE,,,,,,,S,MO,00,,,,,,,,
SB23,C00424382,SB23.40293,,,CAN,,SCOTT,ROBERT C,,,,7501 RIVER ROAD,,NEWPORT NEWS,VA,23607,P2024,,2024-05-13,2000.00,,Political Contribution,011,C00256925,SCOTT FOR CONGRESS,,,,,,,H,VA,03,,,,,,,,
SB23,C00424382,SB23.40292,,,CAN,,WAGNER,ANN L.,L,,,PO BOX 50,,BALLWIN,MO,63022,P2024,,2024-05-06,2500.00,,Political Contribution,011,C00495846,ANN WAGNER FOR CONGRESS,,,,,,,H,MO,02,,,,,,,,
