form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00029447,500017791,,,CCM,AMODEI FOR NEVADA,,,,,,503 N Division St,,Carson City,NV,897034104,G2024,,2024-06-27,1000.00,0.00,Contribution,,C00496760,,,AMODEI,MARK EUGENE,,,,H,NV,02,,,,,,,,
SB23,C00029447,500017802,,,PAC,BADLANDS PAC,,,,,,PO Box 26141,,Alexandria,VA,223136141,,,2024-06-27,5000.00,0.00,Contribution,,C00543207,BADLANDS PAC,,,,,,,,,,,,,,,,,
SB23,C00029447,500017796,,,CCM,BARBARA LEE FOR CONGRESS,,,,,,333 Hegenberger Rd,Ste 369,Oakland,CA,946211461,G2024,,2024-06-27,2500.00,0.00,Contribution,,C00331769,,,LEE,BARBARA,,Rep.,,H,CA,13,,,,,,,,
SB23,C00029447,500017799,,,CCM,BRIAN FITZPATRICK FOR CONGRESS,,,,,,PO Box 939,,Langhorne,PA,190470939,G2024,,2024-06-27,5000.00,0.00,Contribution,,C00607416,,,FITZPATRICK,BRIAN,,,,H,PA,01,,,,,,,,
SB23,C00029447,500017784,,,PAC,Budzinski Victory Fund,,,,,,611 Pennsylvania Ave SE,Ste 143,Washington,DC,200034303,,,2024-06-13,5000.00,0.00,Contribution,,C00819441,Budzinski Victory Fund,,,,,,,,,,,,,,,,,
SB23,C00029447,500017805,,,PAC,CANTWELL VICTORY 2024,,,,,,401 2nd Ave S,Ste 303,Seattle,WA,981042862,,,2024-06-27,5000.00,0.00,Contribution,,C00723189,CANTWELL VICTORY 2024,,,,,,,,,,,,,,,,,
SB23,C00029447,500017803,,,PAC,CHC BOLD PAC,,,,,,PO Box 33079,,Washington,DC,200330079,,,2024-06-27,5000.00,0.00,Contribution,,C00365536,CHC BOLD PAC,,,,,,,,,,,,,,,,,
SB23,C00029447,500017771,,,CCM,CLEAVER FOR CONGRESS,,,,,,PO Box 411872,,Kansas City,MO,641411872,P2024,,2024-06-13,2500.00,0.00,Contribution,,C00395848,,,CLEAVER,EMANUEL II,,,,H,MO,05,,,,,,,,
SB23,C00029447,500017777,,,CCM,COLLINS FOR SENATOR,,,,,,PO Box 1096,,Bangor,ME,044021096,G2026,,2024-06-13,2500.00,0.00,Contribution,,C00314575,,,COLLINS,SUSAN,M.,,,S,ME,,,,,,,,,
SB23,C00029447,500017804,,,PAC,CONGRESSIONAL BLACK CAUCUS PAC,,,,,,PO Box 33079,,Washington,DC,200330079,,,2024-06-27,5000.00,0.00,Contribution,,C00147512,CONGRESSIONAL BLACK CAUCUS PAC,,,,,,,,,,,,,,,,,
