form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00344234,500043900,,,ORG,Sapphire Strategies,,,,,,3225 McKinley St NW,,Washington,DC,200151634,,,2024-09-17,50000.00,0.00,List Acquisition,,,,,,,,,,,,,,,,,,,,
SB21B,C00344234,500043980,,,ORG,"Tatango, Inc.",,,,,,2211 Elliott Ave,Ste 200,Seattle,WA,981213622,,,2024-09-20,10600.00,0.00,Text Messaging Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00344234,500043901,,,ORG,Sapphire Strategies,,,,,,3225 McKinley St NW,,Washington,DC,200151634,,,2024-09-17,75000.00,0.00,List Acquisition,,,,,,,,,,,,,,,,,,,,
SB21B,C00344234,500043902,,,ORG,Sapphire Strategies,,,,,,3225 McKinley St NW,,Washington,DC,200151634,,,2024-09-17,15000.00,0.00,Fundraising Consulting Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00344234,500043843,,,ORG,ActBlue Technical Services,,,,,,14 Arrow St,,Cambridge,MA,021385106,,,2024-09-08,2219.90,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00344234,500043873,,,ORG,Perkins Coie LLP,,,,,,1201 3rd Ave,Ste 4800,Seattle,WA,981013266,,,2024-09-11,12452.07,0.00,Legal & Compliance Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00344234,500043806,,,ORG,ActBlue Technical Services,,,,,,14 Arrow St,,Cambridge,MA,021385106,,,2024-09-03,1256.39,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00344234,500043816,,,ORG,"Tatango, Inc.",,,,,,2211 Elliott Ave,Ste 200,Seattle,WA,981213622,,,2024-09-03,530.00,0.00,Text Messaging Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00344234,500043996,,,ORG,Amalgamated Bank,,,,,,1825 K St NW,,Washington,DC,200061202,,,2024-09-26,341.00,0.00,Bank Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00344234,500043807,,,ORG,ActBlue Technical Services,,,,,,14 Arrow St,,Cambridge,MA,021385106,,,2024-09-01,210.38,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00344234,500043907,,,ORG,ActBlue Technical Services,,,,,,14 Arrow St,,Cambridge,MA,021385106,,,2024-09-15,7064.88,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00344234,500043967,,,ORG,ActBlue Technical Services,,,,,,14 Arrow St,,Cambridge,MA,021385106,,,2024-09-22,3743.53,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
SB21B,C00344234,500043867,,,IND,,McCoy,Raymond,G.,,,199 Graystone Ter,,San Francisco,CA,941142144,,,2024-09-09,3000.00,0.00,Strategic Consulting Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00344234,500044048,,,ORG,"Amplify, LLC",,,,,,1250 I St NW,Ste 250,Washington,DC,200055937,,,2024-09-27,77000.00,0.00,Digital Consulting Services,,,,,,,,,,,,,,,,,,,,
SB21B,C00344234,500044089,,,ORG,ActBlue Technical Services,,,,,,14 Arrow St,,Cambridge,MA,021385106,,,2024-09-29,3852.13,0.00,Credit Card Processing Fee,,,,,,,,,,,,,,,,,,,,
