form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00032995,B869360,,,CCM,Cartwright for Congress,,,,,,PO Box 414,,Scranton,PA,18501,P2024,,2024-04-04,2500.00,,Contribution,011,C00509968,,H2PA17079,Cartwright,Matthew,A,,,H,PA,08,,,,,,,,
SB23,C00032995,B869357,,,CCM,Donald Norcross for Congress,,,,,,PO Box 160,,Collingswood,NJ,08108,G2024,,2024-04-04,2500.00,,Contribution,011,C00558320,,H4NJ01084,Norcross,Donald,W,,,H,NJ,01,,,,,,,,
SB23,C00032995,B869358,,,CCM,Pallone for Congress,,,,,,PO Box 3176,,Long Branch,NJ,07740,P2024,,2024-04-04,1000.00,,Contribution,011,C00226928,,H8NJ03073,Pallone,Frank,,,Jr.,H,NJ,06,,,,,,,,
SB23,C00032995,B869359,,,CCM,Tammy Baldwin for Senate,,,,,,PO Box 696,,Madison,WI,53701,G2024,,2024-04-04,5000.00,,Contribution,011,C00326801,,S2WI00219,Baldwin,Tammy,,,,S,WI, ,,,,,,,,
SB23,C00032995,B865820,,,CCM,Jasmine for US,,,,,,PO Box 227235,,Dallas,TX,75222,P2024,,2024-04-05,-1000.00,,Contribution,011,C00795450,,H2TX30178,Crockett,Jasmine,,,,H,TX,30,,,,,,,,Void check originally dated 2/20/24
SB23,C00032995,B869422,,,CCM,Jasmine for US,,,,,,PO Box 227235,,Dallas,TX,75222,G2024,,2024-04-05,1000.00,,Contribution,011,C00795450,,H2TX30178,Crockett,Jasmine,,,,H,TX,30,,,,,,,,
SB23,C00032995,B869423,,,CCM,Marc Veasey Congressional Campaign Cmte,,,,,,PO Box 50084,,Fort Worth,TX,76105,G2024,,2024-04-05,1000.00,,Contribution,011,C00506832,,H2TX33073,Veasey,Marc,,,,H,TX,33,,,,,,,,
SB23,C00032995,B865821,,,CCM,Marc Veasey Congressional Campaign Cmte,,,,,,PO Box 50084,,Fort Worth,TX,76105,P2024,,2024-04-05,-1000.00,,Contribution,011,C00506832,,H2TX33073,Veasey,Marc,,,,H,TX,33,,,,,,,,Void check originally dated 2/20/24
SB23,C00032995,B869634,,,CCM,FRIENDS OF BLAKE LYNCH,,,,,,P.O. BOX 119,,HARRISBURG,PA,17108,P2024,,2024-04-11,2500.00,,Contribution,011,C00854364,,H4PA10120,Lynch,Blake,,,,H,PA,10,,,,,,,,
SB23,C00032995,B869951,,,CCM,Cisneros for Congress,,,,,,PO Box 40,,Placentia,CA,92871,G2024,,2024-04-16,2000.00,,Contribution,011,C00650648,,H8CA39174,Cisneros,Gilbert,,,,H,CA,39,,,,,,,,
SB23,C00032995,B869952,,,CCM,Laura Friedman for Congress,,,,,,PO Box 27296,,Los Angeles,CA,90027,G2024,,2024-04-16,2000.00,,Contribution,011,C00831321,,H4CA30149,Friedman,Laura,,,,H,CA,30,,,,,,,,
SB23,C00032995,B869950,,,CCM,Luz Rivas,,,,,,P.O. Box 341533,,Arleta,CA,91334,G2024,,2024-04-16,2000.00,,Contribution,011,C00857417,,H4CA29141,Rivas,Luz,,,,H,CA,29,,,,,,,,
SB23,C00032995,B870794,,,CCM,KENNEDY VICTORY FUND,,,,,,611 PENNSYLVANIA AVENUE SE STE. 14,,WASHINGTON,DC,20003,O2024,Not Applicable,2024-04-22,12500.00,,Contribution,011,C00865766,,,,,,,,,, ,,,,,,,,
SB23,C00032995,B870611,,,PTY,Democratic Party of Wisconsin,,,,,,15 N. Pinckney Suite 200,,Madison,WI,53703,O2024,Not Applicable,2024-04-24,5000.00,,Contribution,011,C00019331,,,,,,,,,, ,,,,,,,,
SB23,C00032995,B870612,,,PAC,People's Voice PAC,,,,,,P.O. Box 685,,Madison,WI,53701,O2024,Not Applicable,2024-04-24,5000.00,,Contribution,011,C00410092,,,,,,,,,, ,,,,,,,,
SB23,C00032995,B870598,,,CCM,Tony Vargas for Congress,,,,,,PO Box 746,,Boystown,NE,68010,P2024,,2024-04-24,2500.00,,Contribution,011,C00784371,,H2NE02132,Vargas,Tony,,,,H,NE,02,,,,,,,,
SB23,C00032995,B870602,,,CCM,Torres For Congress,,,,,,PO Box 580303,,Bronx,NY,10458,P2024,,2024-04-24,2500.00,,Contribution,011,C00699744,,H0NY15160,Torres,Ritchie,,,,H,NY,15,,,,,,,,
SB23,C00032995,B871027,,,CCM,Alsobrooks for Senate,,,,,,1101 Mercantile Lane Ste 100,,Upper Marlboro,MD,20774,P2024,,2024-04-30,5000.00,,Contribution,011,C00840017,,S4MD00327,Alsobrooks,Angela,,,,S,MD, ,,,,,,,,
SB23,C00032995,B870776,,,PTY,DCCC,,,,,,430 S. Capitol St. SE 2nd Fl.,,Washington,DC,20003,O2024,Not Applicable,2024-04-30,15000.00,,Contribution,011,C00000935,,,,,,,,,, ,,,,,,,,
SB23,C00032995,B870775,,,PTY,DSCC,,,,,,120 Maryland Ave. NE,,Washington,DC,20002,O2024,Not Applicable,2024-04-30,15000.00,,Contribution,011,C00042366,,,,,,,,,, ,,,,,,,,
SB23,C00032995,B870778,,,CCM,Engel for Arizona,,,,,,PO Box 40721,,Tucson,AZ,85717,P2024,,2024-04-30,5000.00,,Contribution,011,C00773820,,H2AZ02311,Engel,Kirsten,,,,H,AZ,06,,,,,,,,
SB23,C00032995,B870771,,,CCM,Tony Vargas for Congress,,,,,,PO Box 746,,Boystown,NE,68010,P2024,,2024-04-30,2500.00,,Contribution,011,C00784371,,H2NE02132,Vargas,Tony,,,,H,NE,02,,,,,,,,
